입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
[24-육-6] M&S 체계구축  활용방안 연구,4284부대,,,2021-09-13,명지대학교 산학협력단,이형철,김진송,"서울특별시 강남구 테헤란로64길13, 504호 (대치동, 선릉역 풍림아이원레몬)",151181765.0,87.9684,스펙트럼 분석기,제9691부대
미래 육군의 우주분야 활용방안 연구 용역,제9691부대,,,,건양대학교 산학협력단,이희윤,,,,87.472,해상작전 위성통신체계 성능개량 선행연구,제2879부대
(22G088-A) VR 지뢰훈련시뮬레이터 선행연구용역,제20전투비행단,,87.9334,2018-08-19,태경회계법인,강명수,이정원,"대전광역시 서구 대덕대로319, 2층 212호(월평동, 우림빌딩)",158994289.0,,76mm 함포 약실 정밀검사용 장비개발 연구용역,국군수도병원
실전적 모의지원 연구 용역,국군재정관리단,,,2022-05-27,사단법인 한국국가전략연구원,박종재,이승기,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)",93605073.0,,(20F087-A)부대재배치 사업 선행연구용역,중앙행정기관
공군 3훈비 방호시설 방호성능평가 연구용역,국군의무사령부,128029677.0,88.7003,,,,,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",100024844.0,87.4097,자율·군집비행 활용 복합작전개념 연구(소형 UAS),4284부대
군단정찰용 무인항공기-Ⅱ 시설사업 선행연구,국군재정관리단,20589380.0,93.2772,2017-08-09,사단법인 한국국가전략연구원,김석환,윤상석,"서울특별시 영등포구 선유로49길23,  1001호, 1107호, 1108호 (양평동4가,아이에스비즈타워2차)",98340417.0,87.5174,사이버방호체계 최적화 및 고도화 구축 연구용역,군
자주도하장비 조종시뮬레이터 비용분석,방위사업청(운영지원과),94298370.0,87.9823,,(사)21세기군사연구소,유인목,이창환,"충청북도 청주시 서원구 충대로1-0 (개신동, 충북대학교)",,87.4105,한국형 긴급비행장피해체계 개발 연구 용역,4284부대
해상감시레이더-II 양산사업 비용분석,해군본부,,79.8761,2018-01-09,세종대학교산학협력단,신용인,박지현,"서울특별시 강남구 테헤란로520, 2층(대치동, 삼안빌딩)",98339114.0,,풍력발전기에 의한 방공레이다 등의 작전영향 연구,국군재정관리단
아세안확대국방장관회의 사이버워킹그룹 발전 연구,방위사업청(운영지원과),31067402.0,97.3532,,주식회사 유로컨설팅,홍순모,이재관,"경기도 군포시 고산로148번길17-0, B동 1303호, 1304호, 1305호(당정동, 군포IT밸리)",180302679.0,87.4246,23년 전투발전 연구용역(4),중앙행정기관
자주도하장비 조종시뮬레이터 비용분석,국군재정관리단,10133719.0,88.5205,2020-12-27,,,박병희,"서울특별시 마포구 마포대로49, 13층(도화동, 성우빌딩)",,92.7381,함정 상가 위치 및 횡경사 측정시스템 연구개발용역,국군재정관리단
2.75인치 유도로켓 창정비 개발 사업추진 연구용역,국방부(운영지원과),,79.6369,2022-11-16,주식회사 공공정책성과평가연구원,최규식,배용수,"경기도 성남시 분당구 탄천상로164, A동 2층 247호(구미동, 시그마2오피스텔)",96235134.0,,함정추진축계이상소음발생위치추정및원인분석기법연구,국군제1068부대
극지안보환경 변화에 따른 미래 한국해군의 역할 연구,육군교육사령부,,,,기술표준화연구소,김형철,,,117799361.0,87.3443,21-수명주기와 연계한 경항공모함 정비방안 연구,중앙행정기관
리더십코칭 효과성 평가에 관한 연구용역,육군군수사령부,15106982.0,82.364,2018-07-09,주식회사 공공정책성과평가연구원,박종선,이재광,"서울특별시 강남구 언주로527, 10층 (역삼동)",61755604.0,65.5949,전투체계 현장정비센터 운용 효율화 방안 연구,제9691부대
죽변 비상활주로 민ㆍ민갈등 해소방안 연구,공군제16전투비행단,41936011.0,89.7292,,씨지에스아이티(주),엄기숙,변윤진,,161668257.0,63.9114,22-공-분석기  주파수편이용 구매(229037-F),국군재정관리단
연구소 회의실 AV시스템 제조설치 납품,공군본부,7163483.0,,2020-10-13,주식회사 처음헌법연구소,남궁진,,서울특별시 광진구 군자동98 집현관 216,93648471.0,85.3774,기술교범 국제규격 S1000D 적용 방안 연구,국군재정관리단
19-추진기 CIS 분석/평가방안 정립 연구,국군재정관리단,33474712.0,78.6033,,(주)우림데이타,김진욱,권수민,경기도 의정부시 녹양로18번길19-11 (가능동) 지층1호,,77.2524,(207110-C) '20년 연구활동 재료(시약  초자) 구매,중앙행정기관
전투체계 현장정비센터 운용 효율화 방안 연구,제3707부대,46354758.0,,2018-06-02,에스엘(SL)상사,오철홍,이상규,경기도 군포시 흥안대로27번길22-0 (금정동),86571013.0,,국방대학교 안보현안분석 등 2종 인쇄 용역,중앙행정기관
해안감시레이더-Ⅱ 사업분석,4284부대,50511066.0,61.1576,,(사)한국전략문제연구소,김형철,김지은,서울특별시 관악구 관악로1 (신림동),103774130.0,87.4525,해병대 인력획득체계 분석 발전 방향 연구 용역,중앙행정기관
AI유무인 복합체계 활용 방안 연구,국군재정관리단,,,2022-11-26,중앙대학교 산학협력단,윤상석,노재란,경기도 고양시 덕양구 삼막1길3(오금동),135796121.0,87.7626,박찬극 제독 평전 편찬 연구용역,기관
23-공군 리더십교육체계 발전방안 연구,육군군수사령부,214078818.0,,,에스앤에스이앤지 주식회사,정태량,이상국,강원특별자치도 홍천군 홍천읍 진리로8,,88.3443,00 군공항 이전 시설기본요구조건(안) 작성 연구용역,합동상호운용성기술센터
함정적기전력화를 위한 시운전제도 개선방안 연구,국방부(운영지원과),,93.7767,2016-03-16,주식회사 아레스,홍양희,노민택,"서울특별시 금천구 가산디지털1로1-0 (가산동, 더루벤스밸리) 1208호",61922331.0,93.949,23-중북부 물류거점 입지 선정 및 효과 연구,중앙행정기관
무기체계별 적정 수명주기 및 도태 후 활용방안 연구,국방부군사편찬연구소,,88.1456,2021-04-07,한국인성교육연구소 주식회사,이재평,한기관,서울특별시 영등포구 여의대방로67길11-0 (여의도동) 5층 A5-29호,42664970.0,87.9089,19년 지형분석장비 교체사업 리스,4284부대
00부대 스마트 자동화 저장창고 신축 비용분석 연구,국군재정관리단,0.0,87.856,2017-08-05,주식회사 에이치.티.씨,정주영,공영주,"서울특별시 구로구 디지털로33길55, 1009호 (구로동, 이앤씨벤처드림타워2차)",101604175.0,87.4275,24-미래 공군병력 부족 대비 인력공급 확대방안 연구,중앙행정기관
군용물자 HSK 연계표 연구,국방부군사편찬연구소,10250385.0,,2016-08-29,한국생산성본부,고기종,이우희,서울특별시 송파구 새말로8길12-0  문정 건영 103동 801호,529089046.0,87.6481,잠수함 훈련장비(저주파분석 등 2종) 유지보수 용역,군
22-작전지휘시설 신축 분석평가 및 선행연구 용역,해군교육사령부,377259701.0,87.8051,2021-07-28,주식회사 티이디컨설팅그룹,김지영,최성만,부산광역시 사하구 구평로16번길 71(구평동),,88.4879,00포대 주변지역 토양오염 원인조사 연구용역,국군수도병원
민군 상생을 위한 훈련장 최적환 관리방안 연구,공군교육사령부,113034789.0,87.7955,,,,,,,87.3403,22-1차 연구장비 구매 계약 - 증기후드,국군재정관리단
[24-육-160] 군 보수체계 개선을 위한 연구,해군본부,35444546.0,58.6161,2023-01-23,주식회사 오파스넷,김범준,,서울특별시 용산구 한강대로46길25-0 (한강로2가) 401호,,87.7589,KAOC 신축사업 지휘통신체계 구축방안 연구용역,4284부대
군 경계작전에 적합한 LED등기구 기준 정립 연구용역,방위사업청(운영지원과),0.0,,,유한회사 행정과 소통연구소,백훈,이영진,"경상남도 창원시 진해구 신항2로114, 2013호(용원동, 다인로얄팰리스부산신항2차)",170469088.0,,22-합 -분석실험실 운용장비 교체사업 리스,중앙행정기관
생존성 향상을 위한 개인 부대방호 능력 분석 연구,제9691부대,23276409.0,87.7822,2023-05-10,사단법인 안보경영연구원,정주교,이성로,"서울특별시 성동구 왕십리로 222, 한양대학교 내 한양종합기술연구원 110호(행당동)",89538887.0,87.4716,소음피해보상금 산정 및 지급철차 연구용역,중앙행정기관
’22년 전투발전 연구과제 용역(1),국군수송사령부,23076475.0,97.183,,동국대학교 WISE캠퍼스 산학협력단,김성빈,김재현,,379740275.0,64.5087,자운대 종합발전계획 연구용역,국군제1068부대
산업협력 제도 시행을 위한 세부 방안 연구,제9691부대,43536040.0,91.1259,2016-01-31,사단법인 한국기업연구원,김동준,이형원,서울특별시 성북구 삼선교로16길116-0 (삼선동2가),80393815.0,,22-함정 대기오염 저감방안  설계영향성 연구,중앙행정기관
23년 비용분석모델(True Planning) SW유지보수 용역,국군재정관리단,,93.1191,2017-12-01,(사)21세기군사연구소,김진욱,백도현,서울특별시 관악구 관악로1 (신림동),101663586.0,,소형무인기의 획득 및 운용을 위한 총수명주기 분석,군
추진장약 분석시험용 재료구매,국방부(운영지원과),,94.2738,,한서대학교 산학협력단,김윤혁,송종호,"서울특별시 용산구 청파로47길 100, 숙명여자대학교내(청파동2가)",177154541.0,,국가전략기동군 해병대 발전방안 연구 사업,중앙행정기관
(227334-E)정밀측정장비(스펙트럼분석기 등 2종)구매,국방부(운영지원과),146114938.0,96.2067,,고신대학교 산학협력단,김혜진,진주,"서울특별시 강서구 양천로551-17, 301호 (가양동)",,,항-18-043 자동면역분석기 시약 등,중앙행정기관
24-그린나래호텔 리모델링 계획의 적절성 분석연구,4284부대,,89.8514,2022-09-14,주식회사 유로컨설팅,,홍광표,대전광역시 유성구 대덕대로512번길20-0 (도룡동) 대전정보문화산업진흥원 304호,67889458.0,87.7224,22-공-가스크로마토그래피(질량분석식) 구매,기관
함정추진축계이상소음발생위치추정및원인분석기법연구,국군복지단,29889698.0,88.3903,,주식회사 일신이앤씨,이영환,이혜진,"서울특별시 송파구 법원로127-0 (문정동,대명벨리온)1117,1118호",,,드론 통합관제체계 운영개념 및 구축 방안 연구,중앙행정기관
19년 지형분석장비 교체(리스물건)(20196289-G),국군재정관리단,152307505.0,,2018-03-15,사단법인 한국국방정책학회,문유경,이창환,"경기도 고양시 일산동구 중산로 247306,307호 (중산동, 중산프라자)",1300387193.0,,함정 근무장병 육상지원 등 기준 제·개정 연구용역,중앙행정기관
(236367-B)표적분석용 워크스테이션 구매(리스물건),방위사업청,13194089.0,94.6419,2022-09-16,재단법인 한국군사문제연구원,최아진,최재영,"서울특별시 구로구 디지털로243, 705호(구로동, 지하이시티)",87542657.0,87.6386,한국형 손상통제 모의훈련형 CBT 구축방안연구,중앙행정기관
지형 지질등을 고려한 지하형 탄약고 신축타당성 연구,육군교육사령부,43727878.0,,2017-08-12,라온시스템즈(주),김진욱,최승룡,제주특별자치도 제주시 첨단로251 (영평동),,91.8942,2020년 군 조직의 양성평등 지표 조사 및 분석 연구,군
국방상호운용성 마스터플랜 연구,국방부(운영지원과),46482693.0,97.0144,,(주)디앤오종합건축사사무소,김진욱,김평희,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",,56.7409,예비전력발전세미나 주제연구(Ⅰ) 용역,중앙행정기관
(236306-F)지형분석장비 교체사업(리스물건),국군의무사령부,130712051.0,,2017-11-12,주식회사 좋은소리,권선애,오진성,"서울특별시 성동구 성수일로4길25, 16층 (성수동2가, 서울숲코오롱디지털타워 1차)",196333807.0,87.5756,K계열 장갑차 엔진 오일펌프 시험장비 개발 연구용역,중앙행정기관
공군 전략급 자산 대테러 작전개념 연구용역,공군본부,14251814.0,81.7858,,세종대학교산학협력단,최규식,이종명,서울특별시 용산구 새창로128-1 (용문동) 2층,97582711.0,87.4299,한미동맹의 미래 연구용역,중앙행정기관
항-17-018 자동연역분석기 시약 등 37종,국군의무사령부,,,,(주)다남정보통신,,이진선,,,,독점조달 및 계약비리 등 조달제도 개선방안 연구,중앙행정기관
동원전력 내실화 방안 연구용역,육군대학,329651319.0,89.2884,2020-09-03,주식회사 사이버앤네트워크연구원,민광기,방금인,경기도 하남시 미사대로520-0 (덕풍동) 현대지식산업센터 한강미사2차 D동 A430호,67136756.0,,예비전력발전세미나 주제연구(Ⅱ) 용역,제7군단
대잠훈련분석체계(AEAS) 유지보수 용역,방위사업청(운영지원과),,85.7081,2017-02-16,주식회사 혜성산업,최영복,이상규,경상남도 진주시 정촌면 연꽃로141,96404229.0,,특임여단 북괴군 핵 화생시설 점령/확보방안 연구용역,중앙행정기관
21-해-성분분석기 구매,합동상호운용성기술센터,108479295.0,,,주식회사 맥스바이오텍,이형민,,"경기도 안성시 대덕면 서동대로4726, 중앙대학교 생활과학관 609관 2층",,,공군 이러닝 무선기반체계 고도화 방안 연구 용역,중앙행정기관
17년 통합기후예측시스템 연구개발 용역,국방부(운영지원과),0.0,87.8093,2023-07-13,에스케이오션플랜트(주),박정기,박계향,"서울특별시 광진구 능동로120, 건국대학교내(화양동)",,87.6614,표준훈련장 설치기준 정립 연구 용역,국군재정관리단
22-병력절감형 Smart Battleship 함정 설계연구,국군재정관리단,37005609.0,,,주식회사 플랜에이디벨롭먼트,,김선철,강원특별자치도 춘천시 충혼길52번길10 (온의동) 드림타워 3층 306-69,,,군단정찰용 무인항공기-Ⅱ 시설사업 선행연구,중앙행정기관
21년 항공관제 분석체계 유지보수,국군재정관리단,40423975.0,80.1077,2020-04-18,(유)목양,이충환,양현정,인천광역시 연수구 송도미래로30-0 (송도동) C동 1315,,93.4892,소형무장헬기 경제적 획득 방안 연구,군
육군 핵심가치 실천수칙에 관한 연구 용역,국군재정관리단,143334097.0,,2023-04-03,한국환경설계(주),정승인,최영복,서울특별시 서초구 서초동1432-13 202,191735946.0,85.1572,탄도수정신관 사업분석,국군재정관리단
21-섬석천 기능개선 분석평가 및 기본계획 연구용역,4284부대,148477613.0,74.7509,2016-01-06,,이용훈,안성원,,195097625.0,,교육연구자료 원문 DB 구축 용역,국군수도병원
22-13차 연구장비 구매 계약 - 원심분리기 중형,국군제1068부대,101342454.0,95.8978,2016-01-06,주식회사 엘씨케이테크놀로지스,김용수,오원석,"서울특별시 서초구 신반포로303, 101호 (잠원동, 에스엘빌딩)",,78.3111,ArmyTIGER4.0네트워크정보유통능력분석연구용역,중앙행정기관
해병대사령부 통.폐합과 재창설에 관한 연구용역,국방시설본부,64790585.0,87.5881,2023-08-08,주식회사 한국건설경영기술원,이문걸,유혜련,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",,87.8766,헬기ㆍUAV 전력화 고려 타군비행장 활용방안 연구용역,중앙행정기관
2017 PACC & PAMS 연구용역,국방부(운영지원과),23735887.0,79.8122,,(사)한국전략문제연구소,노광현,김지영,"서울특별시 서초구 서운로 226, 서초오피스텔 404호(서초동)",85611870.0,91.9849,국방과학기술기본법 제정을 통한 국방연구개발 혁신,중앙행정기관
해병항공해상운용을위한동원선박운용개념연구용역,국군재정관리단,,87.4253,2022-05-17,,,,,220268150.0,87.3209,정책연구 과제(화생방),중앙행정기관
(20F066-A)소음영향도작성을위한 소음측정및분석용역,국방전산정보원,11735440.0,87.7678,2018-09-13,서울대학교 산학협력단,신정희,우광석,"경상남도 김해시 관동로138, 1404동 301호(관동동, 죽림마을 동원로얄듀크아파트14단지)",99395294.0,92.6326,24-F-분석기 회로망 1종 구매,군
17-군 세차 폐수처리시설 운영 개선방안 연구용역,국군재정관리단,23838920.0,88.0358,,한국교통대학교산학협력단,박정기,이관섭,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",84393669.0,,조종사 피로관리 프로그램 개발 연구용역,중앙행정기관
ATCIS 2차 성능개량사업 연구,방위사업청(운영지원과),,95.6051,2016-04-08,(주)우림데이타,박지현,류상윤,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",,,군수 빅데이터 수집/분석체계 구축 BPR/ISP 감리,중앙행정기관
개발사업 군사작전 영향검토 및 법제화 방안 연구,해군본부,,87.8302,2023-09-24,(주)상일기업,정안수,박지은,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",,89.0966,군용물자 HSK 연계표 연구,군
(236498-C) 23년 영상분석서버 및 PC 제조설치,국군재정관리단,30488094.0,79.5125,2022-12-04,주식회사 씨이엠아이,김지영,조대현,"서울특별시 마포구 마포대로 12, 한신오피스텔(마포동)",171495372.0,91.8769,120mm자주박격포 및 사격지휘차량 성능개량 사업분석,중앙행정기관
수도병원 임상의학연구센터 통계프로그램 구매계약,방위사업청(운영지원과),37707623.0,88.0287,2018-10-16,주식회사 현대리서치,김흥광,백도현,"서울특별시 강남구 역삼로17길57, 그랜드빌딩 B1층 (역삼동)",87205572.0,,(216162-B)차륜정비장비(분석기  차량엔진용) 구매,국군재정관리단
디지털 정비공장 스마트팩토리 구축방안 연구 용역,방위사업청(운영지원과),121779169.0,88.2482,,(사)한국능률협회,,이희섭,,86073451.0,87.4547,한국형 첨단전투관리체계 운용개념 및 발전방안 연구,중앙행정기관
표적획득 및 사격지휘체계 발전에 따른 포병효과 분석,국군수도병원,39767512.0,,2023-05-19,(주)에프오알엠도시건축공간연구소,김상곤,유은경,"경기도 용인시 기흥구 기흥로58-1 (구갈동) 기흥ICT밸리 SK V1, A동 2406호",77950887.0,87.3555,SUPPRESSED,중앙행정기관
상륙기동헬기 성능개량 소요 분석 연구용역,공군군수사령부,28825337.0,87.9567,,(주)우림데이타,,,,,87.3018,(226220-F)발광분광 분석기 구매,중앙행정기관
드론봇 전투체계 통합관제체계 구축 연구용역,국군의무학교,,83.3301,,롯데캐피탈(주),김회율,서준호,부산광역시 남구 용호로252번길11-0 (용호동),66670383.0,,군인 주거보조비 도입방안 연구,중앙행정기관
화생방 환자 진료를 위한 군 병원 개선 방안 연구용역,국군재정관리단,17549487.0,86.8451,,(주)휴먼이퀘이션,박순천,박지현,"경기도 군포시 고산로148번길17-0, B동 1303호, 1304호, 1305호(당정동, 군포IT밸리)",178204503.0,,무기체계 유형별 맞춤형 R&D 수행절차 연구,중앙행정기관
직ㆍ간접 전투경험 공유확대 연구용역,국군재정관리단,15530710.0,,2022-05-20,사단법인 한국방위사업연구원,허건영,이도제,,,83.616,대형수송함 1번함 성능개량 사업분석,중앙행정기관
안보학술연구용역(4.한국의군사전략),제9691부대,,80.2456,,주식회사 마에스트로네트웍스,김주형,권시형,"서울특별시 용산구 청파로47길 100, 숙명여자대학교내(청파동2가)",73951296.0,,19-군 자체 안전보건경영시스템 인증제도 구축 연구,중앙행정기관
주파수편이용 분석기 2EA 구매,제2879부대,416205217.0,77.1077,,무역안보관리원,,,경기도 화성시 10용사로456-0 (반송동),,93.4549,수사자료분석용 서버 구매설치,중앙행정기관
기술교범 국제규격 S1000D 적용 방안 연구,국군재정관리단,32699657.0,80.0739,2017-06-25,주식회사 이음,김진원,박정국,"서울특별시 동작구 상도로133, 5층 (상도동, 두덕빌딩)",,87.6204,해성-I 유도탄 창정비요소개발 비용분석 연구,군
무기체계 유형별 맞춤형 R&D 수행절차 연구,국군재정관리단,33023994.0,96.2828,2016-01-06,미라클,정태량,조반석,"경상남도 창원시 성산구 완암로50-0, 메카동 813호(성산동, SK테크노파크)",89271926.0,87.5777,상호운용성성공요인분석을 통한 평가업무발전방안연구,중앙행정기관
전술제대 전투무선체계 발전방안 연구용역,합동참모본부,105093448.0,88.1822,,재단법인 한국군사문제연구원,,,서울특별시 금천구 가산디지털2로184-0 (가산동) 112호,110268555.0,,유도탄검사장비(00체계 가스승압기  가스분석기) 정비,국군재정관리단
유무인 전투기의 공대공 복합운용개념및요구능력 분석,국군재정관리단,,85.5194,,주식회사 엘씨케이테크놀로지스,,이윤기,"서울특별시 종로구 홍지문2길20-0 (홍지동, 상명대학교)",110510487.0,92.0169,국방시설 전력소비 수용률 기준 연구용역,중앙행정기관
21-해-성분분석기 구매,제5019부대,24334956.0,83.2276,2018-11-05,특수법인 한국전파진흥협회,최미옥,이미란,서울특별시 강남구 언주로 716(),187828155.0,94.5571,21-해-성분분석기 구매,중앙행정기관
정기기초연구과제(1. 한국의외교/안보정책),제2879부대,23503063.0,,2020-05-07,테크디,전영섭,김민균,"서울특별시 송파구 법원로11길7, 제11층 제1120호(문정동,문정현대지식산업센터)",147238328.0,76.5716,의무장비(자동분석기 생화학용중형) 구매(20197014-D),제5378부대
CSRP 화생방 연구 자료 시약 구매,육군본부,150544564.0,,2016-08-31,캐리온,김진욱,최동식,"서울특별시 서초구 방배로27길12-0 (방배동), 201호",54007736.0,47.0512,17-방공관제사-102 보급수송과 신호분석기,합동상호운용성기술센터
국방과학기술기본법 제정을 통한 국방연구개발 혁신,국군의무사령부,,87.7811,,디와이아이앤씨주식회사,김종성,원미정,,93380145.0,87.3411,KAOC 신축사업 지휘통신체계 구축방안 연구용역,국군재정관리단
생화학자동 분석기 구매(20199034-D),공군방공관제사령부,,76.1578,2022-08-08,MK메디칼,김준식,주세영,전라남도 목포시 해양대학로 91(죽교동),,88.0716,전시 공군탄약소요산정 모델 개선ㆍ보완 연구,군
해군교전급분석모델(Build-I) 체계개발사업,방위사업청(운영지원과),111871372.0,87.677,2020-04-04,,김민지,,,202332624.0,,19년 작전계획분석모델 장비교체사업(20198065-E),제2879부대
수성사격장 주변지역 주민 의식조사 연구,해군군수사령부,,87.8118,,,신관우,,대전광역시 유성구 대학로 245한국과학기술정보연구원,,,국방 정신전력교육지도사 자격신설 연구용역,제9691부대
주변국 무기체계 운영개념 및 제원 연구,국군재정관리단,,,2022-08-05,주식회사 서경약품,정봉원,박소영,"경상북도 구미시 대학로 61, 금오공과대학교 산학협력단(양호동)",,87.435,저 전송률 보코더 개발 연구용역,중앙행정기관
장거리공대지유도탄 2차 사업분석,제3697부대,,66.642,2016-01-20,주식회사 공공정책성과평가연구원,전옥녀,이철승,서울특별시 마포구 월드컵북로5길59 (서교동),,53.5741,공군 예비군훈련장 권역화 · 과학화 구축방안 연구,제9691부대
해병대 역사관 활용 방안 연구,국군재정관리단,118000446.0,57.3272,2016-04-23,주식회사 에스에이텍,권오경,김종호,"경기도 고양시 일산동구 중앙로1305-30, 728호 (장항동, 일산마이다스오피스텔)",,87.9073,전투실험 발전 세미나 과제 연구용역(2),중앙행정기관
22-이맹기 제독 평전 연구 용역,국방부(운영지원과),807492255.0,87.7785,2016-05-30,젠트리거,권혁웅,차윤아,"서울특별시 강남구 테헤란로78길16, 6층 (대치동, 노벨빌딩)",,55.3189,공무직 근로자 임금체계 컨설팅 및 연구 용역,중앙행정기관
20년 국방정책연구과제,제9691부대,,,2023-05-21,주식회사 에이치투엘테크놀로지,경상현,최은수,"서울특별시 강남구 봉은사로129-1, 5층(논현동)",,,영상정보에 대한 학습데이터 확보방안 연구,제2879부대
군용차량 배출가스 환경영향 및 기준 검토 연구용역,공군군수사령부,,75.5586,2022-02-12,웰스,권시형,안가영,부산광역시 영도구 와치로194-0 (동삼동),,93.6776,우주안전 발전 생태계(거버넌스) 구축 연구 용역,중앙행정기관
00 군공항 이전 시설기본요구조건(안) 작성 연구용역,제2879부대,54171718.0,87.5148,2022-08-09,서울대학교 산학협력단,신상범,,"경기도 수원시 영통구 월드컵로 206(원천동, 아주대학교)",59646510.0,87.7458,병력책정기준 산정과 연계한 조직진단 기법 체계 연구,중앙행정기관
분석기  스펙트럼용 구매,공군본부,,82.5987,2017-07-21,에이치필,김지현,전영은,부산광역시 동구 중앙대로286번길9-0 (초량동) 306호,404336792.0,82.4769,무인비행체계의 공격 방어체계 정립 연구용역,제9691부대
주거시설 관리 및 운영 전문성 제고 방안 연구,국군재정관리단,,,2021-03-24,주식회사  인섹시큐리티,김종광,박문희,"경기도 군포시 고산로148번길17-0, B동 1303호, 1304호, 1305호(당정동, 군포IT밸리)",185067165.0,87.3156,KJCCS 경미한 성능개량 사업 비용분석,중앙행정기관
(20G040-H)AI기반 보안사고 탐지분석시스템 ISP사업,국군의무사령부,12288739.0,80.3366,2020-11-10,(주)타임게이트,김학철,장재필,"서울특별시 서대문구 거북골로 34, 명지대학교 본관 10층 11033호(남가좌동)",81765782.0,85.8535,00부대 신축 사전 타당성검토 연구용역,중앙행정기관
(227059-E)방탐정확도 정밀분석 시험용 드론 제조,해군본부,35063796.0,,2017-05-30,미성종합체육산업 주식회사,박태준,박설희,"경기도 고양시 일산동구 강석로33, (백석동, 대우IAAN) 2층 217호",,88.0726,군 실내공기질 관리 개선방안 연구용역,제1363부대
국방안전관리정보체계 최적 구축방안 연구,국방부(운영지원과),102526523.0,87.9869,2017-03-01,김근우시스템공학기술연구소,,박한솔,서울특별시 광진구 군자동98 집현관 216,77089109.0,,(216313-B) 21년 분석실험실 운용장비 구매(리스물건),중앙행정기관
(247158-F) 스펙트럼 분석기 등 3종 구매,제9691부대,129161913.0,,,(사)21세기군사연구소,김현철,이도제,"경기도 성남시 분당구 판교로 255(삼평동, 판교 이노밸리 이동 403호 601호)",97565144.0,87.5951,지능형 악성코드 수집분석체계 라이선스 구매,국군재정관리단
침해사고 조사분석체계 교체사업(209058-F),해군본부,,,2023-08-21,기술표준화연구소,한대일,박정주,충청북도 청주시 청원구 사뜸로67번길24-0 (율량동),70308379.0,94.3702,전시 효율적 해외구매 방안에 관한 연구,국군재정관리단
아웃도어용식량의 전투식량 활용 및 비축 타당성 연구,국군복지단,25099173.0,81.318,,대길상사,임평산,윤병찬,"충청북도 청주시 서원구 충대로1-0 (개신동, 충북대학교)",60046453.0,,22-해-신호분석기 구매,제2879부대
2020 서울안보대화 프로그램 기획 및 발전방향연구,국군복지단,34563834.0,,2020-04-28,주식회사 쏠바이오텍,차진섭,이창환,서울특별시 동대문구 경희대로26-0 (회기동),95067521.0,50.8292,악성코드 수집분석체계 라이선스 구매,중앙행정기관
미래 육군 여군인력 활용성 제고방안 연구,국군복지단,,,,한국애질런트테크놀로지스(주),최철욱,최규식,경기도 남양주시 진접읍 내각1로73번길38-1,77021175.0,90.0618,부대활동 유형별 위험성 평가체계 연구용역,국군복지단
북한의 기뢰전 전술 분석 및 대응책 연구,국군재정관리단,,,2020-10-22,재단법인 한국군사문제연구원,양금식,,,,87.5599,AI기반 군집 UAV 해상작전 적용 가능성 연구용역,중앙행정기관
22-3차 개념설계 기술지원 연구용역,국군재정관리단,39446591.0,87.5637,,(사)한국전략문제연구소,,,,215887364.0,87.4293,(23G250-I) 분석관리체계 금융리스,군
생화학분석기(동물용) 1항목 구매(의무),국군재정관리단,107399173.0,,,주식회사 지음지식서비스,,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",,,KAOC 신축사업 지휘통신체계 구축방안 연구용역,국군수도병원
22-설계자료 활용 및 군 시설단가 표준화 연구용역,국군수도병원,29736985.0,,2022-12-22,유한회사 창해,전건욱,김지혜,경기도 김포시 월곶면 김포대로2708-37,,87.3645,대형기동헬기(CH/HH-47D) 성능개량사업 비용분석,중앙행정기관
2019 서울안보대화 사이버워킹그룹 발전연구,공군미사일방어사령부,49716324.0,89.625,2018-04-21,(주)인콘,박홍련,정원용,"경기도 고양시 덕양구 삼원로73, 721호(원흥동, 원흥한일윈스타)",196683454.0,,정기기초연구과제(1. 한국의외교/안보정책),중앙행정기관
방산기술보호체계 발전방안 연구용역,국군재정관리단,95947184.0,,2017-04-28,(주)이씨마이너,이명아,이동희,서울특별시 송파구 송이로30길21-0 (문정동),96823397.0,84.7003,軍 태양광 시범사업 효과 분석평가 용역,중앙행정기관
기술교범 국제규격 S1000D 적용 방안 연구,육군본부,32211689.0,,2021-04-27,엠지산업,이인형,이다정,"서울특별시 강남구 강남대로62길24-0 (역삼동,해송빌딩)3층",62839622.0,,23-D-액체질량분석기 구매(2310036-F),군
육군내 기술연구소 신설방안 연구 용역,해군군수사령부,37858773.0,87.8224,2016-01-06,군정비지원센터,김진욱,김봉환,서울특별시 종로구 새문안로5가길 32(적선동),,92.1621,SUPPRESSED,국군재정관리단
