입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
생물안전밀폐실험실(BL3 3등급 연구시설)유지보수용역,국군재정관리단,136260000.0,88.873,2019-03-27,주식회사 녹십자이엠,박충권,장미선,"경기도 성남시 분당구 구미로8, 2층(구미동, 엠타워)",136260000.0,88.873,생물안전밀폐실험실(BL3 3등급 연구시설)유지보수용역,국군재정관리단
승선근무예비역의 병역제도 발전 방안 연구 용역,국방부(운영지원과),38960000.0,96.152,2019-04-30,해양산업드론일자리창출협동조합,전영섭,전영섭,전라남도 목포시 해안로148번길14-0 (해안동1가),38960000.0,96.152,승선근무예비역의 병역제도 발전 방안 연구 용역,중앙행정기관
융합형 신개념기술시범(ACTD) 제도 정립방안 연구,방위사업청(운영지원과),38250000.0,85.0,2019-05-01,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",38250000.0,85.0,융합형 신개념기술시범(ACTD) 제도 정립방안 연구,중앙행정기관
자주발칸 제어용 모듈 대체품 개발 연구용역,제2879부대,34760000.0,97.929,2019-03-08,제이에스전자,염진수,염진수,"대전광역시 유성구 테크노3로 65, 한신에스메카 241(관평동)",34760000.0,97.929,자주발칸 제어용 모듈 대체품 개발 연구용역,제2879부대
방위사업청 방산원가구조 개선에 관한 연구,방위사업청(운영지원과),79000000.0,99.254,2019-04-02,삼일회계법인,윤훈수,김경환,서울특별시 용산구 한강대로100(한강로2가),79000000.0,99.254,방위사업청 방산원가구조 개선에 관한 연구,중앙행정기관
계엄의 민주적 통제방안을 위한 법 제도 연구,국방부(운영지원과),19220000.0,96.967,2019-02-27,주식회사 처음헌법연구소,김규호,김규호,서울특별시 영등포구 여의대방로67길11-0 (여의도동) 5층 A5-29호,19220000.0,96.967,계엄의 민주적 통제방안을 위한 법 제도 연구,중앙행정기관
미래 특수작전수행 개념과 전력발전 소요 연구용역,육군교육사령부,34000000.0,92.368,2019-03-22,사단법인 한국국가전략연구원,한민구,이상규,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",34000000.0,92.368,미래 특수작전수행 개념과 전력발전 소요 연구용역,군
첨단과학기술의 군 활용성 제고 발전방안 연구용역,육군교육사령부,29620000.0,81.229,2019-03-22,(사)한국전략문제연구소,박정기,구종우,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",29620000.0,81.229,첨단과학기술의 군 활용성 제고 발전방안 연구용역,군
주파수변환기 대체품 연구개발 용역(2019H028-B),국군재정관리단,,,,,,,,,,주파수변환기 대체품 연구개발 용역(2019H028-B),국군재정관리단
인천지역 도심 친화적 통합 재배치 연구용역2019F009,국군재정관리단,73400000.0,74.675,2019-04-18,(주)디앤오종합건축사사무소,정봉원,정봉원,"서울특별시 송파구 법원로9길26, D동 1104호(문정동, H-비즈니스파크)",73400000.0,74.675,인천지역 도심 친화적 통합 재배치 연구용역2019F009,국군재정관리단
원격제어조립체 개발 연구개발(2019H027-B),국군재정관리단,,,,,,,,,,원격제어조립체 개발 연구개발(2019H027-B),국군재정관리단
원격제어조립체 개발 연구개발(2019H027-B),국군재정관리단,,,,,,,,,,원격제어조립체 개발 연구개발(2019H027-B),국군재정관리단
국방정보체계 SW 품질시험 프레임워크 발전방안 연구,국방전산정보원,39347000.0,95.851,2019-05-13,소프트플로우 주식회사,소범석,원미정,"경기도 성남시 수정구 달래내로46-0 (시흥동), A타워 8층 805호 (성남글로벌융합센터)",39347000.0,95.851,국방정보체계 SW 품질시험 프레임워크 발전방안 연구,중앙행정기관
전투발전 연구용역 과제 세미나 수행 용역,육군교육사령부,32250000.0,90.743,2019-03-22,사단법인 한국국가전략연구원,한민구,이상규,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",32250000.0,90.743,전투발전 연구용역 과제 세미나 수행 용역,군
통합 센서검사기 개발 연구용역,해군군수사령부,38374449.0,87.886,2019-03-26,신우정보기술,정현찬,정현찬,"경상남도 창원시 마산회원구 자유무역3길208, 3층 301호(양덕동,혁신지원센터)",38374449.0,87.886,통합 센서검사기 개발 연구용역,군
차세대 첨단함정 건조가능성 연구용역(2019H044-B),국군재정관리단,309881000.0,98.724,2019-03-28,한화오션 주식회사,권혁웅,강민,경상남도 거제시 거제대로3370 (아주동),309881000.0,98.724,차세대 첨단함정 건조가능성 연구용역(2019H044-B),국군재정관리단
2019년도 방위산업기술 보호수준 분석 및 진단연구,방위사업청(운영지원과),144000000.0,100.0,2019-03-21,(사)한국산업기술보호협회,정양호,박혜인,서울특별시 서초구 서운로1길34-0 (서초동),144000000.0,100.0,2019년도 방위산업기술 보호수준 분석 및 진단연구,중앙행정기관
76mm 함포 약실 정밀검사용 장비개발 연구용역,해군군수사령부,,,,,,,,,,76mm 함포 약실 정밀검사용 장비개발 연구용역,군
국군역사기념관(가칭) 건립사업 선행연구,국방부(운영지원과),60000000.0,78.947,2019-04-15,(주)디앤오종합건축사사무소,정봉원,정봉원,"서울특별시 송파구 법원로9길26, D동 1104호(문정동, H-비즈니스파크)",60000000.0,78.947,국군역사기념관(가칭) 건립사업 선행연구,중앙행정기관
2019 서울안보대화 사이버워킹그룹 발전연구,국방부(운영지원과),44000000.0,98.082,2019-05-13,명지대학교 산학협력단,김영욱,김해진,"경기도 용인시 처인구 명지로 116, 명지대학교(남동)",44000000.0,98.082,2019 서울안보대화 사이버워킹그룹 발전연구,중앙행정기관
국방대학교 조직컨설팅 연구 용역,국방대학교,40900000.0,82.854,2019-04-11,주식회사 휴먼컨설팅앤메니지먼트,한창모,우수진,서울특별시 강남구 테헤란로81길26-0 (삼성동) 유림빌딩3층,40900000.0,82.854,국방대학교 조직컨설팅 연구 용역,중앙행정기관
워리어 플랫폼 후속군수지원 방안 연구,국방부(운영지원과),31692000.0,95.0,2019-04-03,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",31692000.0,95.0,워리어 플랫폼 후속군수지원 방안 연구,중앙행정기관
방위사업 분야 블록체인 적용방안 연구,방위사업청(운영지원과),47500000.0,95.0,2019-04-30,광운대학교산학협력단,정영욱,엄지성,"서울특별시 노원구 광운로 20(월계동, 광운대학교)",47500000.0,95.0,방위사업 분야 블록체인 적용방안 연구,중앙행정기관
방산수출 진흥을 위한 보호법령 정비방안 연구,방위사업청(운영지원과),67000000.0,100.0,2019-03-28,한국법제연구원,한영수,이기영,세종특별자치시  국책연구원로15-0 (반곡동),67000000.0,100.0,방산수출 진흥을 위한 보호법령 정비방안 연구,중앙행정기관
잔류강도 해석기법 연구(2019H039-A),국군재정관리단,,,,,,,,,,잔류강도 해석기법 연구(2019H039-A),국군재정관리단
19-함정 고전압 육전공급설비 적용방안 연구,해군본부,30670000.0,90.476,2019-05-07,주식회사 플렉스시스템,이충환,이용길,"경기도 안양시 동안구 벌말로126(관양동, 평촌오비즈타워) 1308-1313호",30670000.0,90.476,19-함정 고전압 육전공급설비 적용방안 연구,군
국외도입 군수품 품질확보 선진화 방안 연구,방위사업청(운영지원과),48000000.0,91.673,2019-03-27,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",48000000.0,91.673,국외도입 군수품 품질확보 선진화 방안 연구,중앙행정기관
군 대민지원 분야 및 적정 범위 연구,국방부(운영지원과),25000000.0,77.272,2019-03-25,사단법인 대한민국 육군발전협회,권오성,김시나,"서울특별시 용산구 이태원로 29, 전쟁기념관 4층(용산동1가)",25000000.0,77.272,군 대민지원 분야 및 적정 범위 연구,중앙행정기관
CH/HH-47D 성능개량 시설사업기본계획 연구용역,방위사업청(운영지원과),,,,,,,,,,CH/HH-47D 성능개량 시설사업기본계획 연구용역,중앙행정기관
감염 및 외상분야 군의료 특성화 연구용역,국군수도병원,46989000.0,93.978,2019-05-07,고려대학교 의료원 산학협력단,김학준,김서영,"서울특별시 성북구 정릉로161 6층(정릉동, 정의관)",46989000.0,93.978,감염 및 외상분야 군의료 특성화 연구용역,국군수도병원
해병대 작전환경에 적합한 M&S 전력분석 연구 용역,제9691부대,14500000.0,74.545,2019-02-22,사단법인 안보경영연구원,전건욱,황병윤,"서울특별시 강남구 언주로527, 10층 (역삼동)",14500000.0,74.545,해병대 작전환경에 적합한 M&S 전력분석 연구 용역,제9691부대
19-스마트쉽 무선네트워크 활용방안 연구,해군본부,31500000.0,92.221,2019-03-28,해군사관학교 산학협력단,홍순국,정연환,"경상남도 창원시 진해구 중원로1-0 (남빈동, 해군사관학교내)",31500000.0,92.221,19-스마트쉽 무선네트워크 활용방안 연구,군
19-TSCE 기반 함정 체계통합방안 연구 용역,해군본부,42000000.0,86.943,2019-03-19,한남대학교 산학협력단,김태동,한상동,대전광역시 유성구 유성대로1646-0 (전민동),42000000.0,86.943,19-TSCE 기반 함정 체계통합방안 연구 용역,군
19-해양무인체계 탑재/운용 함정 설계개념 연구,해군본부,26900000.0,92.423,2019-03-28,호원대학교 산학협력단,정의붕,김정일,"전라북도 군산시 임피면 호원대3길 64,",26900000.0,92.423,19-해양무인체계 탑재/운용 함정 설계개념 연구,군
19-적정 승조원 소요인원 정량화 방안 연구,해군본부,,,,,,,,,,19-적정 승조원 소요인원 정량화 방안 연구,군
GPS 항재밍 성능점검 개선방향에 대한 연구,공군본부,23941000.0,80.904,2019-03-15,덕산넵코어스 주식회사,이수훈,김양숙,대전광역시 유성구 테크노2로66-6 (관평동),23941000.0,80.904,GPS 항재밍 성능점검 개선방향에 대한 연구,군
도태항공기 활용 EMP야외환경 시험 연구용역,국군재정관리단,,,,,,,,,,도태항공기 활용 EMP야외환경 시험 연구용역,국군재정관리단
전술항법장비(TACAN) 시설사업기본계획 연구용역,방위사업청(운영지원과),36000000.0,90.0,2019-04-22,사단법인 안보경영연구원,전건욱,황병윤,"서울특별시 강남구 언주로527, 10층 (역삼동)",36000000.0,90.0,전술항법장비(TACAN) 시설사업기본계획 연구용역,중앙행정기관
국내 한도액계약 및 성과기반계약 활성화 방안 연구,방위사업청(운영지원과),55550572.0,80.112,2019-04-30,사단법인 대한민국공군발전협회,김은기,최미락,서울특별시 동작구 여의대방로36길92(대방동),55550572.0,80.112,국내 한도액계약 및 성과기반계약 활성화 방안 연구,중앙행정기관
집중정신전력교육 프로그램 개발 연구용역,육군본부,,,,,,,,,,집중정신전력교육 프로그램 개발 연구용역,군
함정 GPS 함속력계 신호 변환 장치 개발 연구용역,국군재정관리단,69348331.0,88.018,2019-04-09,주식회사 한국티이에스,김대웅,송종호,"경상남도 창원시 성산구 완암로50-0 (성산동, SK테크노파크) 넥스동 1103호",69348331.0,88.018,함정 GPS 함속력계 신호 변환 장치 개발 연구용역,국군재정관리단
국방아키텍처 검증체계 발전 연구,합동상호운용성기술센터,45000000.0,90.435,2019-04-25,아주대학교 산학협력단,김상인,손보연,"경기도 수원시 영통구 월드컵로 206(원천동, 아주대학교)",45000000.0,90.435,국방아키텍처 검증체계 발전 연구,합동상호운용성기술센터
19-미래 유무인 항공전력 복합운용 전력소요 연구,해군본부,27500000.0,74.025,2019-03-14,사단법인 한국국가전략연구원,한민구,이상규,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",27500000.0,74.025,19-미래 유무인 항공전력 복합운용 전력소요 연구,군
19-AW159 PBL 비용대효과분석 및 성과지표 개발 연구,해군본부,37900000.0,96.164,2019-03-26,사단법인 안보경영연구원,전건욱,황병윤,"서울특별시 강남구 언주로527, 10층 (역삼동)",37900000.0,96.164,19-AW159 PBL 비용대효과분석 및 성과지표 개발 연구,군
19-군 자체 안전보건경영시스템 인증제도 구축 연구,해군본부,26000000.0,65.634,2019-03-26,김근우시스템공학기술연구소,김근우,김근우,충청남도 계룡시 두마면 두계리116 계룡대림이-편한세상 109-902,26000000.0,65.634,19-군 자체 안전보건경영시스템 인증제도 구축 연구,군
19-미래 군사용 해상기지 발전방안 연구,해군본부,16900000.0,84.435,2019-04-01,주식회사 안보기술연구원,경상현,경상현,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)",16900000.0,84.435,19-미래 군사용 해상기지 발전방안 연구,군
19-한국 해양안보에 미치는 갈등요인과 대응방안 연구,해군본부,14990000.0,75.063,2019-04-01,세종대학교산학협력단,유상호,이슬,서울특별시 광진구 군자동98 집현관 216,14990000.0,75.063,19-한국 해양안보에 미치는 갈등요인과 대응방안 연구,군
국방표준서 제정(3차) 연구,방위사업청(운영지원과),534000000.0,89.0,2019-04-22,재단법인 에프아이티아이시험연구원,김화영,박성철,서울특별시 강서구 마곡중앙8로3길79-0 (마곡동),534000000.0,89.0,국방표준서 제정(3차) 연구,중앙행정기관
76mm 함포 약실 정밀검사용 장비개발 연구용역,해군군수사령부,,,,,,,,,,76mm 함포 약실 정밀검사용 장비개발 연구용역,군
전자도서관정보체계 고도화개념연구용역(2019G005-H),국군재정관리단,95000000.0,96.798,2019-03-13,(주)디아이엔티,최성만,최성만,"서울특별시 구로구 경인로53가길10, 5층 507호(구로동, 구로 대명벨리온 지식산업센터)",95000000.0,96.798,전자도서관정보체계 고도화개념연구용역(2019G005-H),국군재정관리단
4차 산업혁명 주요기술 활용 안전관리 발전방안 연구,공군항공안전단,32000000.0,82.684,2019-04-04,대전대학교 산학협력단,이영환,박서연,대전광역시 동구 대학로62-0 (용운동),32000000.0,82.684,4차 산업혁명 주요기술 활용 안전관리 발전방안 연구,군
함정구조해석용 모델링 DB 개발 연구(2019H038-E),국군재정관리단,60693111.0,87.978,2019-04-04,금오공과대학교산학협력단,권오형,변윤진,"경상북도 구미시 대학로 61, 금오공과대학교 산학협력단(양호동)",60693111.0,87.978,함정구조해석용 모델링 DB 개발 연구(2019H038-E),국군재정관리단
2019 서울안보대화 프로그램 기획 및 발전방향 연구,국방부(운영지원과),41610000.0,80.019,2019-02-20,한국외국어대학교 연구산학협력단,김재욱,황미영,경기도 용인시 처인구 모현면 외대로 81(),41610000.0,80.019,2019 서울안보대화 프로그램 기획 및 발전방향 연구,중앙행정기관
한국군의 곤충매개 감염질환 예방 전략 개발 연구용역,국군수도병원,,,,,,,,,,한국군의 곤충매개 감염질환 예방 전략 개발 연구용역,국군수도병원
1형 복합부위 통증증후군 생체지표 발굴 연구용역,국군수도병원,,,,,,,,,,1형 복합부위 통증증후군 생체지표 발굴 연구용역,국군수도병원
함정사업 적정 사업기간 연구,방위사업청(운영지원과),,,,,,,,,,함정사업 적정 사업기간 연구,중앙행정기관
우주 무기체계 사업을 위한 계약적 보완 방안 연구,방위사업청(운영지원과),47500000.0,95.0,2019-01-16,한국항공대학교 산학협력단,곽재수,김선미,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",47500000.0,95.0,우주 무기체계 사업을 위한 계약적 보완 방안 연구,중앙행정기관
청년장병의 군 복무간 지원 및 보상(취업분야) 연구,국방부(운영지원과),,,,,,,,,,청년장병의 군 복무간 지원 및 보상(취업분야) 연구,중앙행정기관
청년장병의 군 복무간 지원 및 보상(취업분야) 연구,국방부(운영지원과),47000000.0,94.699,2018-12-18,청주대학교산학협력단,홍양희,박수정,"충청북도 청주시 청원구 대성로298-0 (내덕동, 청주대학교)",47000000.0,94.699,청년장병의 군 복무간 지원 및 보상(취업분야) 연구,중앙행정기관
청정국방 구현을 위한 반부패 청렴정책 추진방안 연구,국방부(운영지원과),37488300.0,93.0,2018-12-19,이매니지먼트(주),나상억,나상억,서울특별시 구로구 가마산로279-0 (구로동) 907호,37488300.0,93.0,청정국방 구현을 위한 반부패 청렴정책 추진방안 연구,중앙행정기관
미활용 군용지의 태양광 자원조사 및 활용방안 연구,국방부(운영지원과),55500000.0,79.285,2018-12-10,한빛디엔에스(주),이현화,이한웅,"서울특별시 강서구 양천로551-17, 301호 (가양동)",55500000.0,79.285,미활용 군용지의 태양광 자원조사 및 활용방안 연구,중앙행정기관
12.7mm 파쇄탄 선행연구 용역,국군재정관리단,69000000.0,79.291,2018-12-17,사단법인 미래안보산업전략연구원,박종재,유현국,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,69000000.0,79.291,12.7mm 파쇄탄 선행연구 용역,국군재정관리단
위성 무기체계 시험평가 제도개선에 관한 연구,국방부(운영지원과),,,,,,,,,,위성 무기체계 시험평가 제도개선에 관한 연구,중앙행정기관
위성 무기체계 시험평가 제도개선에 관한 연구,국방부(운영지원과),44015400.0,95.0,2018-09-11,한국항공대학교 산학협력단,곽재수,임소영,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",44015400.0,95.0,위성 무기체계 시험평가 제도개선에 관한 연구,중앙행정기관
인공지능을 적용한 군사드론의 체계 연구,합동참모본부,33000000.0,93.457,2018-09-03,육군사관학교 산학협력단,김주희,양정학,서울특별시 노원구 화랑로574-0 (공릉동),33000000.0,93.457,인공지능을 적용한 군사드론의 체계 연구,합동참모본부
풍력발전기에 의한 방공레이다 등의 작전영향 연구,국방부(운영지원과),,,,,,,,,,풍력발전기에 의한 방공레이다 등의 작전영향 연구,중앙행정기관
풍력발전기에 의한 방공레이다 등의 작전영향 연구,국방부(운영지원과),,,,,,,,,,풍력발전기에 의한 방공레이다 등의 작전영향 연구,중앙행정기관
풍력발전기에 의한 방공레이다 등의 작전영향 연구,국방부(운영지원과),,,,,,,,,,풍력발전기에 의한 방공레이다 등의 작전영향 연구,중앙행정기관
군의 드론봇 전투체계 발전방향 연구 용역,육군본부,42955440.0,92.749,2018-08-09,한국항공대학교 산학협력단,곽재수,김선미,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",42955440.0,92.749,군의 드론봇 전투체계 발전방향 연구 용역,군
복합재 항공기 구조물 구조건전성 해석기법 연구용역,국군재정관리단,84816000.0,86.174,2018-09-27,충남대학교 산학협력단,김용주,김지혜,"대전광역시 유성구 대학로 99(궁동, 충남대학교)",84816000.0,86.174,복합재 항공기 구조물 구조건전성 해석기법 연구용역,국군재정관리단
18-수동소나의 합리적인 작전운용성능 설정방안 연구,해군본부,,,,,,,,,,18-수동소나의 합리적인 작전운용성능 설정방안 연구,군
18-수동소나의 합리적인 작전운용성능 설정방안 연구,해군본부,,,,,,,,,,18-수동소나의 합리적인 작전운용성능 설정방안 연구,군
장비 적정수명 결정요인 선정 및 결정방법연구,해군본부,35254365.0,69.288,2018-10-29,강원대학교산학협력단,장철성,한선여,강원특별자치도 춘천시 강원대학길1 (효자동),35254365.0,69.288,장비 적정수명 결정요인 선정 및 결정방법연구,군
기동화 지능화된 네트워크 전투체계 연구용역,육군본부,13744000.0,54.004,2018-09-03,자주국방네트워크,신인균,신인균,"서울특별시 서초구 서운로 226, 서초오피스텔 404호(서초동)",13744000.0,54.004,기동화 지능화된 네트워크 전투체계 연구용역,군
전자전기 확보 및 효율적 운용방안 연구,공군본부,23500000.0,95.601,2018-10-16,재단법인 한국군사문제연구원,김형철,이수행,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",23500000.0,95.601,전자전기 확보 및 효율적 운용방안 연구,군
전자전기 확보 및 효율적 운용방안 연구,공군본부,,,,,,,,,,전자전기 확보 및 효율적 운용방안 연구,군
18-공군 비행교수법 교육 프로그램 개선 및 개발 연구,공군교육사령부,,,,,,,,,,18-공군 비행교수법 교육 프로그램 개선 및 개발 연구,군
군수품 수송용 드론 선행연구 용역,국군재정관리단,72566048.0,76.562,2018-11-26,광운대학교산학협력단,정영욱,엄지성,"서울특별시 노원구 광운로 20(월계동, 광운대학교)",72566048.0,76.562,군수품 수송용 드론 선행연구 용역,국군재정관리단
전·평시 예비군 보류직종의 적정성 연구,국방부(운영지원과),24540000.0,99.987,2018-11-23,(사)한국전략문제연구소,박정기,구종우,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",24540000.0,99.987,전·평시 예비군 보류직종의 적정성 연구,중앙행정기관
상륙돌격장갑차 수명유지를 위한 방안 연구용역,제9691부대,13900000.0,70.658,2018-08-23,주식회사 베테랑콤,이재평,이재평,서울특별시 서초구 서초동1432-13 202,13900000.0,70.658,상륙돌격장갑차 수명유지를 위한 방안 연구용역,제9691부대
00지역 실내공기질 개선 연구용역,국군재정관리단,62848000.0,91.802,2018-10-12,주식회사 이에이엔테크놀로지,신지웅,차윤아,서울특별시 강남구 테헤란로77길11-19 (삼성동) EAN빌딩,62848000.0,91.802,00지역 실내공기질 개선 연구용역,국군재정관리단
국방 모바일 환경 구축을 위한 기반 연구,국방부(운영지원과),44000000.0,93.084,2018-10-24,주식회사 안보기술연구원,경상현,경상현,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)",44000000.0,93.084,국방 모바일 환경 구축을 위한 기반 연구,중앙행정기관
야전운용시험 성과분석 및 발전방안 연구,국방부(운영지원과),36000000.0,84.705,2018-11-08,사단법인 안보경영연구원,전건욱,황병윤,"서울특별시 강남구 언주로527, 10층 (역삼동)",36000000.0,84.705,야전운용시험 성과분석 및 발전방안 연구,중앙행정기관
국방획득 유연성제고 위한 선진국 획득사례 연구,방위사업청(운영지원과),52000000.0,94.545,2018-12-17,사단법인 안보경영연구원,전건욱,황병윤,"서울특별시 강남구 언주로527, 10층 (역삼동)",52000000.0,94.545,국방획득 유연성제고 위한 선진국 획득사례 연구,중앙행정기관
방산육성 수출확대 위한 산업협력 쿼터제 방안 연구,방위사업청(운영지원과),50000000.0,90.909,2018-12-18,(주)카이엠,정운찬,정운찬,"서울특별시 구로구 디지털로33길11-0 (구로동, 에이스 테크노타워8) 1406호",50000000.0,90.909,방산육성 수출확대 위한 산업협력 쿼터제 방안 연구,중앙행정기관
육군 스마트 안전관리 모형개발 연구용역,국군재정관리단,175000000.0,80.289,2018-08-31,(주)싸이버텍,이정원,이정원,"서울특별시 용산구 한강대로211, 102동 1605호(한강로1가, 대우월드마크용산)",175000000.0,80.289,육군 스마트 안전관리 모형개발 연구용역,국군재정관리단
지형 지질등을 고려한 지하형 탄약고 신축타당성 연구,국방부(운영지원과),74500000.0,74.93,2018-08-16,(주)에스코컨설턴트,박치면,현민,"서울특별시 서초구 반포대로14길 71, 엘지서초에클라트 2117호(서초동)",74500000.0,74.93,지형 지질등을 고려한 지하형 탄약고 신축타당성 연구,중앙행정기관
군사시설 타운화 개념의 부대 재배치 방안 연구,국방부(운영지원과),,,,,,,,,,군사시설 타운화 개념의 부대 재배치 방안 연구,중앙행정기관
군사시설 타운화 개념의 부대 재배치 방안 연구,국방부(운영지원과),,,,,,,,,,군사시설 타운화 개념의 부대 재배치 방안 연구,중앙행정기관
인공지능을 활용한 사이버위협 탐지기술 연구용역,4284부대,,,,,,,,,,인공지능을 활용한 사이버위협 탐지기술 연구용역,4284부대
정보시스템 성능향상을 위한 GPU기술 응용방안 연구,국방전산정보원,,,,,,,,,,정보시스템 성능향상을 위한 GPU기술 응용방안 연구,중앙행정기관
안전관련 법령의 군내 적용 방안 연구,국방부(운영지원과),30000000.0,93.826,2018-08-28,주식회사 안보기술연구원,경상현,경상현,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)",30000000.0,93.826,안전관련 법령의 군내 적용 방안 연구,중앙행정기관
육군 로고를 군수품에 적용하는 방안 연구,국방부(운영지원과),,,,,,,,,,육군 로고를 군수품에 적용하는 방안 연구,중앙행정기관
육군 로고를 군수품에 적용하는 방안 연구,국방부(운영지원과),,,,,,,,,,육군 로고를 군수품에 적용하는 방안 연구,중앙행정기관
정신전력 평가도구 개발 연구용역,육군본부,,,,,,,,,,정신전력 평가도구 개발 연구용역,군
정신전력 평가도구 개발 연구용역,육군본부,,,,,,,,,,정신전력 평가도구 개발 연구용역,군
교육연구자료 원문 DB 구축 용역,국방대학교,7620000.0,88.692,2018-11-07,한국마이크로데이타(주),박승호,박승호,"서울특별시 구로구 디지털로33길55, 1009호 (구로동, 이앤씨벤처드림타워2차)",7620000.0,88.692,교육연구자료 원문 DB 구축 용역,중앙행정기관
’18년 군 책임운영기관 고객만족도조사 연구용역,국방부(운영지원과),23500000.0,94.758,2018-10-15,주식회사 에스에이컨설팅,윤지성,윤지성,서울특별시 영등포구 영중로65-4 (영등포동6가) 4층,23500000.0,94.758,’18년 군 책임운영기관 고객만족도조사 연구용역,중앙행정기관
군 환경시설 관리 효율화 방안 정책연구용역,육군본부,,,,,,,,,,군 환경시설 관리 효율화 방안 정책연구용역,군
영평사격장 주변지역 주민이주 방안 연구,국방부(운영지원과),43000000.0,89.918,2018-11-01,대진대학교 산학협력단,김명운,최선미,"경기도 포천시 호국로 1007, 대진대학교 산학협력단(선단동)",43000000.0,89.918,영평사격장 주변지역 주민이주 방안 연구,중앙행정기관
ㅇㅇ학교 전통 계승 및 발전방안 학술연구용역,해군사관학교,,,,,,,,,,ㅇㅇ학교 전통 계승 및 발전방안 학술연구용역,군
공군 품목관리관 자격인증제도 도입방안 연구용역,공군본부,,,,,,,,,,공군 품목관리관 자격인증제도 도입방안 연구용역,군
공군 품목관리관 자격인증제도 도입방안 연구용역,공군본부,,,,,,,,,,공군 품목관리관 자격인증제도 도입방안 연구용역,군
연구개발 부품[캐피시터등50종1655점 구매],공군83정보통신정비창,13384650.0,88.075,2020-05-08,캐리온,이대용,이대용,경기도 김포시 양촌읍 대곶남로580번길38-0,13384650.0,88.075,연구개발 부품[캐피시터등50종1655점 구매],군
어뢰이송 및 저장체계 비상작동 조종장치 연구용역,해군군수사령부,,,,,,,,,,어뢰이송 및 저장체계 비상작동 조종장치 연구용역,군
한국형전투기를 위한 무장선정 최적화방안 연구용역,공군본부,23661000.0,79.223,2020-05-29,대전대학교 산학협력단,이영환,박서연,대전광역시 동구 대학로62-0 (용운동),23661000.0,79.223,한국형전투기를 위한 무장선정 최적화방안 연구용역,군
국방정보시스템 사이버침해대비안전성확보방안 연구,국방부(운영지원과),45800000.0,99.827,2020-06-15,세종대학교산학협력단,유상호,방윤지,서울특별시 광진구 군자동98 집현관 216,45800000.0,99.827,국방정보시스템 사이버침해대비안전성확보방안 연구,중앙행정기관
조종사 피로관리 프로그램 개발 연구용역,공군항공안전단,37161344.0,94.164,2020-05-01,한국교통대학교산학협력단,김성룡,이정민,충청북도 충주시 대학로50-0 (대소원면),37161344.0,94.164,조종사 피로관리 프로그램 개발 연구용역,군
2020년 군 조직의 양성평등 지표 조사 및 분석 연구,국방부(운영지원과),,,,,,,,,,2020년 군 조직의 양성평등 지표 조사 및 분석 연구,중앙행정기관
2020년 군 조직의 양성평등 지표 조사 및 분석 연구,국방부(운영지원과),30000000.0,100.0,2020-06-02,한국여성정책연구원,문유경,이진선,"서울특별시 은평구 진흥로 225,(불광동)",30000000.0,100.0,2020년 군 조직의 양성평등 지표 조사 및 분석 연구,중앙행정기관
국방 안전사고조사 표준화 시스템 구축방안 연구,국방부(운영지원과),36290000.0,83.748,2020-05-15,한국항공대학교 산학협력단,곽재수,김지혜,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",36290000.0,83.748,국방 안전사고조사 표준화 시스템 구축방안 연구,중앙행정기관
사이버 기술연구 환경구축 SW(라이선스) 구매,4284부대,3948880.0,88.188,2020-03-31,디엔씨오토메이션,현동재,현동재,인천광역시 연수구 송도미래로30-0 (송도동) C동 1315,3948880.0,88.188,사이버 기술연구 환경구축 SW(라이선스) 구매,4284부대
고속전투주정 시설사업기본계획 수립 연구용역,방위사업청(운영지원과),54450000.0,99.0,2020-06-02,사단법인 안보경영연구원,전건욱,김지훈,"서울특별시 강남구 언주로527, 10층 (역삼동)",54450000.0,99.0,고속전투주정 시설사업기본계획 수립 연구용역,중앙행정기관
