입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
백두체계능력보강 2차 시설사업기본계획 연구용역,방위사업청(운영지원과),97622792.0,89.217,2023-09-10,주식회사 아레스,김산회,장원규,서울특별시 성북구 삼선교로16길116-0 (삼선동2가),97617765.0,89.2223,국내 대형민간항공기 활용 공중발사 가능성 분석 연구,중앙행정기관
23년 기술연구용역 계약 의뢰(4),국군재정관리단,20583919.0,88.9445,,주식회사 베테랑콤,김진욱,유동호,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",20591953.0,88.9482,CMMC 관련 통합실태조사 개선안 연구,군
22-G/K 창정비 사업 성과분석 연구,육군항공학교,521651675.0,88.2704,2019-06-17,사단법인 안보경영연구원,박정기,,"서울특별시 강남구 언주로527, 10층 (역삼동)",,88.2684,22년 기술연구용역 계약(1),국군재정관리단
연구소 장비(분광광도계 등 4종)구매,해군본부,2532696.0,,2018-08-18,(재)한국정보통신산업연구원,김동준,정영숙,부산광역시 강서구 명지오션시티9로36-0 (명지동),,92.1258,공군 방공포부대 이전 요구 연구용역,중앙행정기관
수직이착륙형 무인항공기 비용분석,제2879부대,,,,수안특허법인,김문선,변현호,"서울특별시 동작구 남부순환로2021, 2층 (사당동)",66714750.0,80.3851,공무직근로자 등 임금체계실태조사 및 고용환경 분석,국군재정관리단
음탐센서 시험 KOLAS 인정 사전 연구용역,국방부(운영지원과),,97.173,2020-09-01,,,임창흥,,233422647.0,97.1773,국방 사이버보안 종합발전 전략 연구,군
육군 수질 유지비 현실화 방안 연구용역,방위사업청(운영지원과),62928304.0,,2021-09-26,,,이상규,,62902893.0,96.4939,22-13-13 야전공장 분석평가 및 선행연구 용역,중앙행정기관
군 급식 민간위탁 시범사업 성과분석 연구,국군재정관리단,,90.834,2022-10-05,주식회사 화이트스캔,김운용,이수빈,서울특별시 강남구 논현로189길6 (압구정동),43185907.0,,22년 계룡스파텔 시설개선사업 선행연구 용역,군
병력책정기준(정보통신분야 임무/기능 적절성 연구),국군재정관리단,14626419.0,90.8947,,주식회사 입법정책연구원,김금자,오세형,충청북도 청주시 흥덕구 오송읍 오송생명2로110-6 셀젠텍,14633528.0,,군 의료 혁신을 위한 의료전달체계 개편 연구용역,국군재정관리단
민수용 드론의 비행기지 작전지원 활용방안 연구,합동상호운용성기술센터,44756483.0,84.3352,2016-05-13,한국인성교육연구소 주식회사,조완제,,세종특별자치시  국책연구원로15-0 (반곡동),44750819.0,84.338,17년 분광분석 폭발물탐지 연구용역,국군재정관리단
항공전투 시뮬레이션 대회 대행 용역,국방부조사본부,313340308.0,82.2076,2020-10-01,근영유통,임병조,노우현,서울특별시 구로구 디지털로26길5-0 (구로동) 1404호,,,24년 의무장비(자동분석기 생화학용 중형) 구매,국군수도병원
“제○군수지원사령부 부대사” 연구 용역,국방부,59807223.0,92.1453,2020-01-30,재단법인 한국군사문제연구원,김형철,,"서울특별시 강남구 언주로527, 10층 (역삼동)",59755589.0,,동시방위전략 구현을 위한 미래육군병과체계 발전연구,군
21-공-주파수편이용분석기 구매,국군재정관리단,182485041.0,,2023-06-05,,,,,182486542.0,89.8371,신호분석기 1EA,중앙행정기관
국방정보체계프로젝트관리시스템 발전방안 연구,4284부대,111224554.0,,2019-08-21,주식회사 엔브이티,김태호,장대호,충청북도 청주시 흥덕구 오송읍 오송생명2로110-6 셀젠텍,,90.1555,시험평가 의사결정체계 효율화 방안 연구,기관
21-공-주파수편이용분석기 구매,육군교육사령부,701756017.0,90.014,2021-12-25,주식회사 엔브이티,박지현,김보라,경기도 김포시 양촌읍 황금1로89 (학운리2962),701813286.0,90.0148,상륙공격헬기 사업분석,중앙행정기관
합동성을 고려한 대전차전력의 적정 소요 연구,4284부대,,82.3548,2021-02-16,,,,,42513308.0,,18~22 방위산업육성 기본계획 수립을 위한 정책연구,중앙행정기관
복합재 내부결함 위험도 평가방법 연구개발,방위사업청,,84.9923,2021-01-26,,,박계향,서울특별시 용산구 새창로128-1 (용문동) 2층,,84.9927,22-15차 연구장비 구매 계약 - 진탕욕조,4284부대
17년 비용분석모델(PRICE) 유지보수 용역,육군 제3808부대,,86.995,2020-10-08,이성 주식회사,김민철,문영옥,"서울특별시 강남구 테헤란로520, 2층(대치동, 삼안빌딩)",323813851.0,86.9923,수치해석을통한폭발하중받는강재구조물의거동분석용역,제9691부대
보라매(KF-21) 양산 비용분석,공군본부,322070888.0,85.9928,2023-04-03,유한회사 갈등조정센터,한민구,류상윤,충청북도 충주시 대학로50-0 (대소원면),322111998.0,85.9959,DNA정량분석기 등 7항목 구매(의무),군
2.75인치 유도로켓(비궁) PBL 적용 방안 연구용역,육군교육사령부,20100661.0,75.4459,,,,박계향,,20103072.0,75.4437,군 성폭력 사건 분석 연구,군
방위사업비리 가중처벌 법안에 대한 연구,국방부군사편찬연구소,32887592.0,91.0334,2016-11-20,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",32854799.0,91.0351,전술이동통신체계 구축방안 연구용역,제2879부대
23 군의료 특성화 연구(접경지역 외상환자 예후 분석),방위사업청(운영지원과),,,2018-05-06,사단법인 안보경영연구원,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",371982183.0,90.0196,분석기(비행조종계통 점검용)외1종 구매(16-38),중앙행정기관
24-방공관제 작전제한 해소 추가레이다 설치방안 연구,해군본부,11995186.0,94.1774,,(주)렛츠정보통신,이인형,김상겸,"경기도 안양시 만안구 만안로49,1303호(안양동, 호정타워)",,94.1786,음원수집장비 및 음원분석 워크스테이션 구매,국군재정관리단
핵심기술(위성용 SAR 안테나) 비용분석,국군의무사령부,43485654.0,,2021-03-24,다우미디어테크,곽새롬,조은미,"경상남도 창원시 진해구 신항2로114, 2013호(용원동, 다인로얄팰리스부산신항2차)",43475921.0,,(20G071-H)21년 스펙트럼 측정/분석장비 유지보수용역,국군재정관리단
국방정책연구과제 연구용역 계약,국군재정관리단,136497874.0,97.7173,,,,,,,,국방안전관리정보체계 최적 구축방안 연구,군
국방연동관리센터 운영 및 발전 방안 연구,국방부(운영지원과),138277070.0,,,,박영선,황병윤,"서울특별시 성동구 왕십리로 222, 한양대학교 내 한양종합기술연구원 110호(행당동)",138360931.0,93.6423,워리어 플랫폼 후속군수지원 방안 연구,중앙행정기관
(21F137-A)항공기 사격훈련장 확장방안 연구용역,국군재정관리단,76259878.0,,2019-03-24,정보기술감리원 주식회사,고정숙,이은경,"경기도 부천시 소향로197, 에이동 201호(중동, 메트로팰리스1)",76209689.0,,22-13-13 야전공장 분석평가 및 선행연구 용역,제9691부대
지형분석장비 구매설치,제5378부대,,84.8206,2024-09-16,(주)두두아이티,한영수,문우정,"서울특별시 서초구 방배천로155, 유청빌딩 3층(방배동 821-8)",323611199.0,,스펙트럼용 분석기 등 3종 4대 구매,제9691부대
23년 조사분석용 SW 라이선스 구매,국군재정관리단,299577048.0,96.4115,2024-04-12,주식회사 쿤스트에프케이,이승기,양삼근,"경기도 성남시 중원구 둔촌대로457번길27, 501호 (상대원동, 성남 우림 라이온스밸리 1차)",299616236.0,96.4098,잠수함 훈련장비(저주파분석  대함모의) 유지보수용역,중앙행정기관
상층대기분석장비(전자모듈 등18종) 구매,4284부대,36174889.0,97.9154,,HF테크,이민자,김인숙,충청남도 계룡시 금암로26-0 (금암동) 105호,36141945.0,97.9131,K2전차 3차 양산 사업분석,국군재정관리단
해안복합감시체계 사업 비용분석,공군사관학교,,84.4571,2023-08-29,(주)프라이전트,이재현,조성희,"대전광역시 대덕구 대화로120, 7층 729,730호(대화동, 가온비즈타워)",,84.4563,23-H-14 스펙트럼 분석기 구매,군
무건리훈련장 갈등영향분석 용역,제9691부대,,98.0777,2022-04-16,,,손보연,,122842620.0,,중금속가열분석기 1항목 구매(의무),국군재정관리단
수중전술기기통제사 자격 신설 연구,육군교육사령부,35296418.0,82.3932,2019-08-19,사단법인 한국사회보험연구소,신인균,김승준,"서울특별시 성북구 화랑로76, 제3층 307호(하월곡동,코업스타클래스)",35320720.0,82.3908,화생방정찰차-II(차량형) 시설사업기본계획 연구용역,제9691부대
시뮬레이터 소프트웨어 보안성 시험 방안 연구,공군군수사령부,279273420.0,89.6127,2018-05-17,한성대학교 산학협력단,권택연,,경기도 용인시 기흥구 마북로207(마북동),279296157.0,89.6119,전력지원체계 SW 관리방안 연구 용역,군
사이버 기술연구 환경구축 SW(라이선스) 구매,국방부(운영지원과),193567259.0,100.2244,2019-05-20,주식회사 한국엔브이,김경호,최재영,"경기도 성남시 중원구 둔촌대로457번길27, 501호 (상대원동, 성남 우림 라이온스밸리 1차)",193440562.0,100.2229,ICT기반 입체영상 활용방안 연구 용역,군
항-19-032 자동면역분석기 시약(HBsAg RGT)등 112종,국군재정관리단,61623234.0,87.9519,2020-07-26,(사)국방시설연구협회,이형철,김지훈,서울특별시 구로구 디지털로34길55-0 (구로동),,87.9486,정밀측정장비(레벨분석기) 구매,국군재정관리단
군 VoiP 교환시스템 통합운용방안 연구 용역,합동상호운용성기술센터,114276469.0,,2016-09-14,이비티주식회사,,,"서울특별시 중구 남대문로63 (남대문로2가,한진빌딩)",114219794.0,91.3314,23년 전투실험(연구용역사업),중앙행정기관
한반도 작전환경에 적합한 사단 구조 및 편성 연구,국군재정관리단,397200970.0,80.0432,,,권시형,,,396963156.0,,함정 설계 건조 기준 및 함정규칙 정립 연구 용역,국군재정관리단
청년 장병 군내 일자리 창출 방안에 따른 연구용역,합동참모본부,,92.8117,,(사)21세기군사연구소,노희영,신인균,서울특별시 관악구 관악로1 (신림동),23671752.0,,다목적 제설장비 운용기준 재정립 및 대체방안 연구,국군재정관리단
AH-64헬기 수평안정판 정비방법 개발 연구용역,국군수도병원,,87.6316,2024-02-22,주식회사 엔브이티,정의붕,박계향,"충청북도 청주시 청원구 대성로298-0 (내덕동, 청주대학교)",,87.6343,군수업무 빅데이터 분석/활용체계 구축시범사업,군
18-효과적인 정보수집함 운용방안 개념연구,국방부조사본부,76938557.0,86.6748,2017-01-08,,,,,,86.6748,공군기지 무선통신 기반구축 및 운영향상 방안 연구,기관
특임여단 북괴군 핵 화생시설 점령/확보방안 연구용역,방위사업청(운영지원과),,,,,,,,6040947.0,99.1615,특임여단 북괴군 핵 화생시설 점령/확보방안 연구용역,군
공군 소프트웨어(SW) 인력관리 표준방안 연구,국군화생방방호사령부,3543059.0,94.5399,2022-02-23,사단법인 한국국방발전연구원,김진욱,,,,94.5376,19-00지역 통합분청 신축 선행연구,군
“제○○동원사단 부대사” 연구 용역,육군본부,20559240.0,,2021-03-20,(재)서해환경과학연구소,박종재,임찬상,경기도 군포시 흥안대로27번길22-0 (금정동),20577000.0,72.5394,(23G048-I)생물안전3등급 연구시설(BL-3)유지보수용역,중앙행정기관
공군 리더십 교육프로그램 개발 연구용역,방위사업청(운영지원과),912551.0,90.8299,,고려대학교산학협력단,장복철,강민,대전광역시 유성구 노은로170-0 (지족동) 스타시티빌딩 6층,,90.8324,국방 데이터 관리체계 수립 연구,중앙행정기관
방음정비고 사업 정립을 위한 선행연구용역,해군본부,232741310.0,79.3669,,(사)21세기군사연구소,김진욱,,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",,79.3599,육군 NCS 기반 직무 및 요구역량 조건표 연구용역,국군재정관리단
탄소중립 시대 도래 육군 추진전략 방향 연구용역,공군본부,,92.2913,2021-04-07,,,이미선,,196875750.0,92.2896,범국민 안보의식조사 정책대안 연구용역,중앙행정기관
상륙돌격장갑차-Ⅱ추진전략에 관한 연구용역,제2879부대,163741186.0,93.5431,2017-12-17,사단법인 안보경영연구원,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",,,상호운용성 평가 업무의 정량화 모델에 관한 연구,국군재정관리단
육군 로고를 군수품에 적용하는 방안 연구,방위사업청(운영지원과),,87.4531,2018-05-11,예원,이문걸,김종환,부산광역시 영도구 태종로 233(봉래동5가),100803386.0,87.455,4차 산업혁명 연계 미래 해병대 발전 연구용역,중앙행정기관
정비공정 촬영도구  분석SW 구매,국군재정관리단,,97.7202,,,,,,93352410.0,97.7215,21년 항공관제 분석체계 유지보수,중앙행정기관
항-19-082 자동면역분석기 시약 등 27종,제2879부대,,92.6707,2023-07-01,,,심지민,,75710632.0,92.6711,17-방공관제사-102 보급수송과 신호분석기,중앙행정기관
저고도 공역 통합 관제체계 연동 소요 연구용역,제2879부대,,,2018-09-19,,,,,124403436.0,,미래 GOP과학화경계시스템 구축방안에 대한 연구 용역,중앙행정기관
(227215-D) 비용분석용 상용SW 구매,육군공병학교,,83.547,2019-08-30,,,이재평,,65669579.0,83.5492,(216032-G) 차륜형장갑차 센서데이터 수집 분석체계,제9691부대
군 급식제도의 시스템 개선을 위한 연구,국군재정관리단,275670909.0,,2020-10-08,,권시형,전희수,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",275851855.0,,승선근무예비역의 병역제도 발전 방안 연구 용역,중앙행정기관
대잠훈련분석체계(AEAS) 유지보수 정비,방위사업청(운영지원과),47391368.0,,2020-04-03,경희대학교산학협력단,고윤안,이지선,"경기도 용인시 수지구 죽전로 152, 단국대학교내(죽전동)",47444647.0,,수질분석기 등 2종 구매,중앙행정기관
18-해군C4I체계 발전을 위한 연구,합동참모본부,,,,숙명여자대학교산학협력단,최은수,,서울특별시 용산구 한강대로100(한강로2가),,92.8286,ISR 자산의 효율적 통합 운용방안 연구,기관
20년대 이후 북한 및 잠재적 위협의 변화 전망분석,공군본부,113638462.0,,2021-02-26,(사)21세기군사연구소,홍영기,박재완,,113683574.0,,21년 의무장비(혈액가스분석기 중형) 구매,군
’19년 디지털 포렌식 분석장비 교체(20197105-A),국군의무사령부,109798357.0,81.1326,2022-06-07,주식회사 알앤엠텍,김금자,배미선,"서울특별시 동대문구 고미술로 100, 송화빌딩 303호(답십리동)",,81.1327,’19년 디지털 포렌식 분석장비 교체(20197105-A),군
대잠훈련분석체계(AEAS) 유지보수 용역,공군본부,,83.5492,2019-06-02,,,전병욱,,643916419.0,83.5438,BTL관리운영권만료사업 시설인수 운영방안연구용역 재,합동참모본부
155mm 정밀유도포탄 비용분석,육군본부,,,2023-03-06,(사)21세기군사연구소,,,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",23388415.0,,군수지원함(AOE-Ⅱ) 2차사업(양산) 비용분석,군
항공기 운영이력 빅데이터 수집 및 분석기법 연구,제9691부대,,84.2682,2017-08-27,주식회사 이엠텍아이엔씨,김재영,유관주,충청남도 아산시 신창면 순천향로22 앙뜨레프레너관 E404호,138672557.0,,수질분석기 등 2종 구매,중앙행정기관
운용함정 손상대응 훈련 시나리오 연구 용역,국방부(운영지원과),52515764.0,97.5984,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",52526761.0,,50년 함건조 사례분석 및 발전방안 정립 연구 용역,중앙행정기관
중고도정찰용 무인항공기 시설사업 선행연구,국군재정관리단,,95.0988,2017-06-22,,,,,,,방위산업 발전 및 경쟁력 강화를 위한 법적기반 연구,군
미래 우주전장 분석 및 공군 우주전략 수립 연구용역,방위사업청(운영지원과),,88.8032,2021-08-09,주식회사 한솔엔지니어링글로벌,김운용,이슬,"서울특별시 영등포구 63로40, 202호(여의도동)",10109215.0,88.8049,국방 인공지능 발전계획 수립연구,중앙행정기관
디지털증거분석 수사체계 교체(218014-A),해군본부,,,,경희대학교산학협력단,이문걸,정영숙,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",,80.1602,23-F-분석기 스펙트럼용 2종 구매(239034-H),군
통섭형 인재 육성을 위한 직무순환 방안 연구 용역,국군재정관리단,514026963.0,90.1972,2019-05-15,,,,,513661309.0,,22-6차 연구장비 구매 계약 - 시약 및 약품냉장고,중앙행정기관
군 암호체계 분석보호시스템 분석도구 구매,국군재정관리단,81935980.0,95.2171,2023-01-12,한국과학기술정보연구원,정재관,허진실,대전광역시 유성구 대학로 245한국과학기술정보연구원,,95.2168,23년 성능개량 전파분석체계 도입사업,중앙행정기관
계기착륙장치(ILS)사업 선행연구,국방부조사본부,1091719.0,97.8027,2021-04-18,삼일회계법인,정주교,박장권,"서울특별시 송파구 백제고분로501, 301 (방이동 청호빌딩)",,97.8086,SUPPRESSED,국군재정관리단
군 암호체계 분석보호시스템 분석장비 구매,방위사업청(운영지원과),75372723.0,87.6002,,,,,,,87.6022,22-공-소음측정 및 분석시스템 구매(229124-F),국군재정관리단
잠수함 업체주도 연구개발 장비의 시험평가 방안,국방부(운영지원과),27483156.0,87.7829,,,,,,27478077.0,87.7822,NCoE 구현을 위한 합참중심 QoS 모델 연구 용역,중앙행정기관
방공포병 모의훈련체계 구축방안 연구,국군재정관리단,107310480.0,,,주식회사 플랜에이디벨롭먼트,김은기,임동환,부산광역시 사하구 구평로16번길 71(구평동),,80.7272,미래 지역예비군 최적화 방안 연구 용역,군
국방 정신전력교육지도사 자격신설 연구용역,국군재정관리단,,87.8282,,주식회사 맥스바이오텍,안인수,양현정,충청북도 청주시 흥덕구 비하로59-2 (비하동),53307031.0,87.8323,미래 지휘통제체계 발전방안 연구용역,군
18-직무분석을 통한 계급/직급 책정기준 연구,방위사업청(운영지원과),51060691.0,90.2841,2020-07-09,,김진욱,,,51076957.0,90.281,전쟁양상을 고려한 전사자 관리의 분석 및 발전 연구,중앙행정기관
BigData/VC를 활용한 무기체계 효과분석 연구,해군본부,24682943.0,89.1591,,,,,,,89.1592,해군 통합연동체계 SW 연구용역,중앙행정기관
방폭 설계 표준화 체계구축 연구용역,연평부대,328547232.0,81.6899,2021-07-05,,,,,328491367.0,81.6884,함정 도면관리를 위한 SW개발 연구용역,국군재정관리단
수도병원 임상의학연구센터 통계프로그램 구매계약,방위사업청(운영지원과),,89.0071,,광운대학교산학협력단,송태현,이병훈,,8366367.0,89.0059,22-6차 연구장비 구매 계약 - 시약 및 약품냉장고,중앙행정기관
방산 용역 원가 및 이윤제도 개선방안 연구,방위사업청(운영지원과),,88.3618,2022-12-23,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",206329121.0,88.3629,18-미래 해상 무인/자율무기체계 개발방향 연구,중앙행정기관
장보고급 잠수함 디젤감시장치 연구개발 용역,방위사업청(운영지원과),64807000.0,78.1977,,,,,,64856090.0,78.1988,군의료 특성화 연구용역(말라리아 발생 예측연구),중앙행정기관
공군기지 작전환경을 고려한 무인기 운영방안 연구,국군재정관리단,26738123.0,,2019-06-03,사단법인 안보경영연구원,,,"서울특별시 강남구 언주로527, 10층 (역삼동)",26772449.0,,국방기술조직을 활용한 함정 기술관리 방안 연구 용역,중앙행정기관
4차 산업혁명  군 적용을 위한 R&D 발전방안 연구,국군수도병원,118832377.0,81.8944,,,,,,,,군 범죄피해자 보호·지원을 위한 정책 연구,제2879부대
미래 예비군훈련 제도 종합발전 방안 연구,해군본부,,85.841,,,,,,32003309.0,85.8408,DIDC 전문인력 강화를 위한 역량 평가모델 연구,중앙행정기관
항-20-036 자동면역분석기,제2879부대,444556637.0,,,(주)비아이엔씨,신범수,박소영,"경상남도 김해시 관동로138, 1404동 301호(관동동, 죽림마을 동원로얄듀크아파트14단지)",,,[상층대기분석장비 부품] 위상 변위기 등 12종,제2879부대
(236043-G) 23년 모바일·IoT 조사분석체계 도입사업,국방대학교,,87.9727,2023-12-28,(주)에프오알엠도시건축공간연구소,박종재,이상규,"서울특별시 용산구 청파로40, 3층 (한강로3가, 삼구빌딩)",110534828.0,,23-D-라만분광분석기 구매,기관
의무피복류 보급기준 및 품질개선에 대한 연구,국방전산정보원,23382852.0,90.3002,,(주)지올코리아,강현순,강성수,"세종특별자치시  조치원읍 번영1길46, 301호, 302호",,,공군 Kill-Web의 임무효과도 및 발전 로드맵 연구,중앙행정기관
안보학술연구용역(3. 국내안보환경과),육군인사사령부,104654347.0,88.8532,2019-01-13,(주)심네트,,권헌영,충청남도 논산시 양촌면 황산벌로1040,104686981.0,,전탐감시대 감시장비 원격통합감시체계 구축 연구,국군재정관리단
IoT 기반 전군 공통 서비스 발전방향 연구,방위사업청(운영지원과),293733612.0,95.9722,2020-08-24,,,,,,95.9722,민사분야 연구용역(2-2),군
물증류기  분석용 순수제조기 구매 설치,국군제1068부대,205163467.0,,,(주)오성인피니티,김정한,남궁성호,"경기도 수원시 장안구 송원로20, B동 1010호(송죽동, 수원아너스빌위즈)",205322941.0,80.9988,지능형 전군 악성코드 수집분석체계 구축 금융리스,합동참모본부
극지안보환경 변화에 따른 미래 한국해군의 역할 연구,제9691부대,57721663.0,,,,,이춘근,,57734225.0,88.8656,21세기형 선진해군문화 연구,군
분석기  스펙트럼,국방부(운영지원과),359237223.0,,,,,이혜진,,359422276.0,93.7398,23년 의무장비(수액조절기 분석기) 구매,군
국방과학기술기본법 제정을 통한 국방연구개발 혁신,국군재정관리단,19152199.0,91.4148,,(재)한국해양전략연구소,권시형,정주교,"서울특별시 강남구 테헤란로64길13, 504호 (대치동, 선릉역 풍림아이원레몬)",19139871.0,91.4187,장병 스트레스평정체계 개선 연구용역 계약,군
활주로 피해복구용 골재 품질기준 및 관리방안 연구,국방부(운영지원과),90237821.0,75.8369,,,,김종환,,90240314.0,75.8326,TAURUS 총수명간 운영방안 연구,국군재정관리단
무기체계 유형별 맞춤형 R&D 수행절차 연구,방위사업청(운영지원과),140414925.0,,2021-04-07,사단법인 안보경영연구원,전건욱,김기현,"서울특별시 강남구 언주로527, 10층 (역삼동)",140360385.0,,위성 무기체계 시험평가 제도개선에 관한 연구,중앙행정기관
(21G085-H)'22년 스펙트럼 측정분석장비 유지보수용역,국군재정관리단,181115272.0,91.2033,,사단법인 한국우주과학회,김희상,최규식,서울특별시 마포구 월드컵북로5길59 (서교동),181219398.0,91.2061,전자파 측정/분석을 위한 송신장치 개발용역,제9691부대
최신 ICT를 적용한 국방컴퓨터체계 운용 방안 연구,국방시설본부,242377875.0,85.9912,,,,,,242486852.0,85.9912,동원전력 내실화 방안 연구용역,국군재정관리단
지능형 전군 악성코드 수집분석체계 구축(리스물건),국군의무사령부,,,,,,이기영,,,80.1336,통신 정비장비(스펙트럼 분석기) 구매,국군재정관리단
(연구소) 감정재료 구매,공군본부,152857401.0,94.8003,2018-04-29,청주대학교산학협력단,김진욱,임지원,전라북도 완주군 삼례읍 삼례로 443 우석대학교내(본관 12층),,94.8044,선진 육군가치문화 조성 연구용역,국군재정관리단
급식유통센터 성과분석 및 (경남권)필요성 연구,방위사업청(운영지원과),250308618.0,72.3349,2017-06-18,국방기술품질원,이용호,구종우,대전광역시 유성구 유성대로1646-0 (전민동),250191212.0,,정보체계 취약점 진단을 위한 모의환경 구축방안 연구,제9691부대
21년 전군 감염병 감시 지원체계 구축방안 연구용역,4284부대,13062945.0,89.9037,2019-10-12,사단법인 한국갈등학회,한창모,성종영,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",13062547.0,89.9015,해병대 복지회관 중장기 보수계획 연구 용역,군
21세기형 선진해군문화 연구,국방부(운영지원과),,91.0384,2021-06-11,(주)두두아이티,정운찬,박병희,서울특별시 구로구 가마산로279-0 (구로동) 907호,,91.0363,22-함정무기체계 한국형 사이버보안제도 적용연구,중앙행정기관
(20F089-I)소음영향도작성을위한소음측정및분석용역,제20전투비행단,182830773.0,,,(주)아인스에스엔씨,배정숙,전호영,"경기도 김포시 태장로795번길23 (장기동) 마스터비즈파크 R124, 7층 729-732호",182950474.0,,전자파 분석장치 등 2종 구매,군
전군 연례 리더십 수준 진단 연구용역,국군재정관리단,77555636.0,94.6469,,,,,,,,18-효과적인 정보수집함 운용방안 개념연구,군
CN-235 항공기 특성(RCS/IR Signature) 연구,국방부(운영지원과),,88.2831,,국립금오공과대학교산학협력단,김경호,김종원,"서울특별시 강서구 양천로401 (가양동), B동 801호",102461335.0,,탄약고 안전거리 재산정을 위한 선행연구 용역,군
국방대 이전 효과 연구 용역,공군군수사령부,100879678.0,89.2662,2020-06-16,,김진욱,정해인,"서울특별시 노원구 광운로 20(월계동, 광운대학교)",100828589.0,89.2674,PLS차량 운용효과 Arena 모델링 연구 용역,합동참모본부
군용비행장 소음측정 및 분석용역(해),국군수송사령부,,101.517,,스마일컴퍼니,조성희,이경미,경기도 남양주시 진접읍 내각1로73번길38-1,87251424.0,101.5169,19-전자파 정밀분석체계 확대구축사업 리스,중앙행정기관
미래 육군 여군인력 활용성 제고방안 연구,국방부(운영지원과),148483159.0,,2021-05-22,(사)21세기군사연구소,이영환,김정일,"경상남도 창원시 진해구 중원로1-0 (남빈동, 해군사관학교내)",,91.7338,지뢰탐지기(PRS-17K) 제어함 정비기술개발 연구용역,군
(246311-E) 분석용 고성능 PC등 2품목 (리스자산),국군재정관리단,233930913.0,76.3637,2022-03-05,,,,,233970224.0,,(247057-H)음성분석시스템 개선사업(리스자산),중앙행정기관
21-함정 창정비 효율화 방안 연구,국방부(운영지원과),7100155.0,101.4371,2020-07-28,,,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",7110309.0,,AI기반 컴퓨터생성가상군 구축 기술 연구용역,군
전평시 군수부대 기동화 방안 연구용역,공군본부,541382.0,95.5647,2020-08-04,사단법인 안보경영연구원,전건욱,황병윤,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",540670.0,95.5695,美 안보지원관리교범(SAMM) 최신화 및 번역 연구,군
미래 육군 전술감시체계 운영개념 정립 기술연구 용역,제2062부대,83996604.0,82.6611,,,,,,83976015.0,,2020년 군 조직의 양성평등 지표 조사 및 분석 연구,합동상호운용성기술센터
해병대 작전환경에 적합한 M&S 전력분석 연구 용역,국방부(운영지원과),106312610.0,78.9847,,,,,,106376423.0,,20-해군사관생도 복제개선 연구,군
화학작용제 자동분석기 MM-1 외주정비,국방부(운영지원과),,,,(사)21세기군사연구소,가회광,박계향,"서울특별시 금천구 가마산로96-0, 213호(가산동, 대륭테크노타운8차)",,90.4657,생성형 AI 서비스 구축 방안 정책연구용역,군
국방안전관리정보체계 최적 구축방안 연구,합동상호운용성기술센터,,89.7845,,사단법인 한국군사시설연구소,김현철,박계향,대전광역시 동구 대학로62-0 (용운동),50862721.0,89.7813,무전기 전면판 회로카드 시험장비 개발 연구용역,제7군단
20-MTU엔진 PBL 비용대효과분석 및 성과지표 연구,육군본부,16696318.0,,2018-07-25,라온시스템즈(주),이귀숙,원만희,"서울특별시 강남구 봉은사로129-0 (논현동, 거평타운오피스텔) 1126호",16703714.0,,의무피복류 보급기준 및 품질개선에 대한 연구,중앙행정기관
밀리토피아 골프연습장 운영에 관한 연구 용역,국군재정관리단,9623147.0,,2021-12-26,,,한상동,,9617784.0,91.6238,스마트 물류센터 도입 검토 연구용역,중앙행정기관
잠수함 훈련장비(저주파분석  대함모의) 유지보수용역,육군본부,,93.0433,2023-12-12,지그인더스트리,홍광표,정영석,"서울특별시 금천구 가산디지털1로5, 대륭테크노타운 20차 1934호",20602776.0,93.0404,22년 의무장비(혈액가스분석기 소형) 구매,제9691부대
군 복무가치 제고 방안 연구,육군본부,120651192.0,95.5223,2019-10-06,사단법인 한국국가전략연구원,차진섭,,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",120701654.0,,대대급이하 전투지휘체계(B2CS) 양산사업 비용분석,군
