입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
함정추진축계이상소음발생위치추정및원인분석기법연구,국방부(운영지원과),118666817.0,,2022-03-30,(사)한국전략문제연구소,박정기,,서울특별시 마포구 백범로35-0 (신수동),118696943.0,,동시방위전략 구현을 위한 미래육군병과체계 발전연구,군
잠수함 근무환경의 분석 및 건강모델개발 용역,육군공병학교,,96.772,2018-12-24,원유통,김종광,박소연,"경기도 고양시 덕양구 삼원로63-0 (원흥동, 고양아크비즈) 612호",,,정비공정 분석도구 구매,중앙행정기관
방공포병 모의훈련체계 구축방안 연구,국방부(운영지원과),167496473.0,97.202,,한성대학교 산학협력단,김진원,유관주,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",,,22-11차 연구장비 구매 계약  - 의약품 냉동고(수정),군
’18년 군 책임운영기관 고객만족도조사 연구용역,국방부조사본부,36042241.0,74.439,,사단법인 한국국가전략연구원,김주희,유현국,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",36056715.0,,ICT 기술 적용한 미래 지휘통신체계구현 가능성 연구,제2879부대
전차와 육군헬기의 혁신적인 운용개념 발전 연구,방위사업청(운영지원과),,78.474,,,,,,301935461.0,78.473,근무주정 내항성 향상 함형 개발 연구,중앙행정기관
합동화력시뮬레이터 양산사업 비용분석,방위사업청(운영지원과),,90.166,2020-08-21,,,이영민,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",12429258.0,,전파환경측정 분석장비 유지보수,중앙행정기관
웨어러블 로봇 운용개념 연구용역,국방부(운영지원과),,,,(주)한신솔루션,홍영기,경상현,"서울특별시 노원구 광운로 20(월계동, 광운대학교)",290403149.0,,신공법교량 폭파방법도출 및 실증실험 연구용역,군
20-PKMR엔진 PBL 비용대효과분석 및 성과지표 연구,국방부(운영지원과),46432654.0,75.756,2017-02-07,한국여성정책연구원,안주섭,남궁성호,"경기도 수원시 영통구 신원로306, 1동 8층(원천동, 이노플렉스)",46401200.0,75.76,해무극복용 영상감시체계 선행연구용역,국군재정관리단
비행기지 빅데이터 기반 비행안전 관리체계 방안 연구,제5738부대,,95.801,2020-09-06,,,,,99269797.0,,17-추수평가 개선 및 환류방안 연구,중앙행정기관
2016년 제2회 국방 분석평가관계관 워크숍 위탁운영,4284부대,145916443.0,83.632,2021-03-30,주식회사 지니클라우드,한영석,이다인,"서울특별시 강남구 테헤란로4길15, 15층 1503호 (역삼동, 메가시티오피스텔)",,,표적획득 및 사격지휘체계 발전에 따른 포병효과 분석,군
(22F067-G) 심리뇌파분석시스템 유지보수사업,국군재정관리단,,95.373,2022-12-15,(주)크리에이텍,임영갑,최승룡,대전광역시 대덕구 한밭대로1158-0 (중리동) 707-1,91291469.0,95.372,(22F070-G) 경계용 영상분석 데이터셋 구축,기관
22년 기술연구용역 계약(2),4284부대,138723044.0,82.993,,,,김한욱,충청남도 논산시 양촌면 황산벌로1040,138736404.0,82.989,진로도움 프로그램 성과분석 및 개선방안 연구,4284부대
분석기  스펙트럼용 구매,육군정보통신학교,112157517.0,,2023-05-11,주식회사 휴먼씨엔씨,최권석,정성문,"경기도 용인시 기흥구 덕영대로1732-0 (서천동, 경희대학교 국제캠퍼스내)",,,(247192-C) 유전자감정장비(자동염기서열분석기) 구매,중앙행정기관
(226410-C) 지형분석장비 구매(리스물건),공군 제8전투비행단,41061582.0,,2024-07-02,(사)21세기군사연구소,변중무,이철호,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",41050494.0,71.578,자동염기서열분석기 구매,합동참모본부
과학적 시험설계와 시험결과의 논리적 평가방안연구,합동참모본부,52815038.0,98.3,2018-05-12,,,,,,,유도로켓(비궁) 성능개량 소요 및 방법 분석 연구용역,군
50년 함건조 사례분석 및 발전방안 정립 연구 용역,제2879부대,,86.225,2019-02-09,배재대학교 산학협력단,이현석,조희정,서울특별시 강남구 남부순환로 2806(),44960296.0,86.224,체계적인 해군 C4I 체계 유지보수 관리방안 연구,합동참모본부
연구개발 부품[캐피시터등50종1655점 구매],국방부 국방정책실,79121637.0,90.397,2018-01-07,,,송용재,,,90.394,EMP 군 시험기준 정립방안 연구,기관
춘천병원 기능강화 연구용역,해군본부,254356875.0,,2021-10-25,,장복철,김기현,서울특별시 노원구 화랑로574-0 (공릉동),254271493.0,71.178,ICT 기술 적용한 미래 지휘통신체계구현 가능성 연구,군
유류시험장비(황분분석시험기 등 4종) 구매,공군군수사령부,147808138.0,123.199,2023-11-01,(주) 솔포스텍,손승우,김영진,전라남도 목포시 해안로148번길14-0 (해안동1가),147672280.0,,소형무장헬기 양산사업 비용분석,제9691부대
BigData /vc를 활용한 무기체계 효과분석 연구,방위사업청(운영지원과),,,,,,,,33333234.0,90.141,교육연구자료 원문 DB 구축 용역,중앙행정기관
20~21년 작전지속지원분석모델 유지보수(2019F172-G),제2879부대,,101.321,,주식회사 원영전자,홍수정,,"경기도 군포시 고산로148번길17-0, B동 1303호, 1304호, 1305호(당정동, 군포IT밸리)",249150517.0,,디지털증거분석 수사체계 교체(218014-A),국군재정관리단
인공기상조절 연구용역,해군본부,99315144.0,66.831,,(사)21세기군사연구소,김진욱,유형우,대전광역시 유성구 대학로291-0 (구성동),,,교육 발전방향 연구용역,기관
22~23년 공군 전자정보 수집/분석장비 유지보수,국군재정관리단,,94.887,2021-09-07,(주)지인시스템,최규식,김진송,경상남도 창원시 의창구 팔용로 399(),27225798.0,,22-해-금속성분분석기 구매,중앙행정기관
신 작전수행개념 구현을 위한 교리발전 방안 연구용역,육군교육사령부,239103716.0,101.819,,사단법인 한국기업연구원,김재영,김종환,부산광역시 동구 고관로62 (초량동),239149019.0,101.818,공군기지 무선통신 기반구축 및 운영향상 방안 연구,군
전술정보통신체계Block-1-① 창정비요소개발 비용분석,방위사업청(운영지원과),35121262.0,86.715,2023-11-08,(주)다남정보통신,김태호,박은하,광주광역시 서구 상무대로956번길25-0 (쌍촌동),35109506.0,,18년 분석용모델 유지보수 용역,군
(246255-C) 외상처치 시뮬레이션 킷 등 5종 구매,육군교육사령부,,87.584,2023-03-20,주식회사 삼현,정영석,조동원,경기도 파주시 산남로26번길101-0 (산남동),278847403.0,87.582,(246255-C) 외상처치 시뮬레이션 킷 등 5종 구매,군
OO사단 등 부대개편부대이전사업 선행연구 용역,국군의무사령부,,,2017-09-26,,,,,,,전시 물자동원 실효성 제고방안 연구,군
“제○군수지원사령부 부대사” 연구 용역,공군본부,134442774.0,83.938,2018-07-23,,,,,134519707.0,,방위력개선사업에 K-RMF 적용을 위한 방안연구,제2879부대
의무장비(생화학자동분석기 등 2종) 구매(17-207),4284부대,,,2019-08-11,,이문걸,,,,,땅굴징후지역 지층탐사 정밀분석 용역,군
기초비행훈련용헬기 조종계통 시험장비 개발 연구용역,국군재정관리단,58767590.0,78.215,2022-12-22,주식회사 휴콤,권오경,김덕호,서울특별시 관악구 남부순환로1808 (봉천동) 1414호,,,[24-육-128] 예비전력발전세미나 주제 연구(Ⅰ),군
16년 정비지원부대 직무값 기반의 직무분석 연구용역,공군본부,137082395.0,,2023-02-25,,,신호철,,,,SUPPRESSED,군
중금속가열분석기 1항목 구매(의무),국방부(운영지원과),,,,신승하이텍,임근우,최승룡,인천광역시 부평구 부평대로301-0 (청천동) 남광센트렉스 303호,56618557.0,,18년 분석용모델 유지보수 용역,군
동원위주 부대 기계화 장비 개편시 효율성 분석 연구,국방부조사본부,90210304.0,,2020-10-10,충남대학교 산학협력단,조보근,,경기도 광주시 중앙로200-0 (송정동) 203호,,,군시설 공사비 기준단가 산정 연구용역,합동참모본부
병영환경 및 상담대상자 특성과 연계한 상담기법 연구,합동참모본부,36755149.0,73.764,2022-01-07,국방대학교산학협력단,김진원,유선미,"서울특별시 구로구 디지털로288, 18층 1806호(구로동, 대륭포스트타워1차)",36736326.0,,전쟁양상을 고려한 전사자 관리의 분석 및 발전 연구,군
000사업 핸드형 네트워크 분석기 구매,국군재정관리단,,103.001,2021-04-17,주식회사 에이치앤아이웍스,김석용,김용희,제주특별자치도 제주시 첨단로251 (영평동),229787293.0,,18년 지상군 전시자원소요분석모델 유지보수 용역,군
2.75인치 유도로켓(비궁) PBL 적용 방안 연구용역,방위사업청(운영지원과),,,2020-08-18,,,이경은,,5724399.0,,레이저 변위센서 활용한 탄약검사 M&S 개발 연구용역,군
방공포병 모의훈련체계 구축 가능성 연구용역,국군재정관리단,106567635.0,,,,,김영숙,,,116.5,국외도입 군수품 품질확보 선진화 방안 연구,군
(21F166-I)「스마트 물류」정책연구 용역,방위사업청(운영지원과),211602005.0,83.819,2022-03-30,,,김정일,,211782645.0,83.815,인공지능 무기체계 시험평가 기준 절차 방법 연구,군
[24-육-16] A군단 부대변천사 연구용역,방위사업청,,70.457,2019-08-29,주식회사 사이버앤네트워크연구원,어 기호,김한욱,경기도 성남시 수정구 창업로42(시흥동) 판교제2테크노밸리 경기기업성장센터 532호,382647486.0,,방탄물자 신뢰성 평가 개념 및 운영방안 연구,4284부대
사이버방호체계 최적화 및 고도화 구축 연구용역,국군재정관리단,,,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",86912341.0,,병력책정기준 산정과 연계한 조직진단 기법 체계 연구,중앙행정기관
급식유통센터 성과분석 및 (경남권)필요성 연구,육군본부,,,2016-03-11,고려대학교산학협력단,김진욱,정현찬,서울특별시 서초구 서초동1432-13 202,165156709.0,84.358,부대개편이전사업 선행연구(00부대 등 4개 부대),제2879부대
회로카드 고장예측용 해석도구 활용방안 연구용역,공군본부,160427552.0,89.345,2016-07-22,국방대학교산학협력단,한민구,권시형,"경상남도 창원시 진해구 중원로1-0 (남빈동, 해군사관학교내)",160437255.0,89.343,(227164-C)연구활동 재료(시약) 구매,국군재정관리단
23-D-종합발전수립 연구용역(B032),합동참모본부,,,,,,이상규,,,97.644,국제공동연구용역(2.군병원의경쟁력..),국군재정관리단
17년 지형분석장비 교체사업,국방부(운영지원과),17256641.0,,2023-08-23,주식회사코드원,한대일,장중원,"서울특별시 송파구 석촌호수로138, 202호 (삼전동)",,82.474,(217100-F)스마트폰앱 분석체계 구축,중앙행정기관
[24-육-91] 무건리 훈련장 갈등 비용분석 연구,육군본부,38171580.0,83.74,2019-07-20,대길상사,김운용,양지혜,"경기도 시흥시 목감남서로9-19 (조남동),601호 메이저타워",38128139.0,,안보학술진흥연구용역(3.국내안보환경분석또는),제2879부대
19-2-00사 터널형 탄약고 신축 타당성 검토 연구 용역,국방대학교,,106.502,2019-07-04,,,방준성,,,106.502,동원전력 내실화 방안 연구용역,기관
제주기지 전개잠수함 저주파분석훈련장 구축사업,육군교육사령부,251464794.0,96.673,2019-10-16,씨지에스아이티(주),고찬갑,오진성,"서울특별시 송파구 중대로105-0 (가락동, 가락 ID TOWER),302호",,,정밀측정장비(스펙트럼분석기 등 4종) 구매,중앙행정기관
다계층통합네트워크 구축을 위한 연구용역,육군본부,445189394.0,93.782,,주식회사 씨이지앤드플러스,김재영,,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",445227121.0,93.784,알코올 대사체 분석방법 연구,국군재정관리단
24년 군 양성평등지표 조사 및 분석 연구,해군군수사령부,16842487.0,,,세종대학교산학협력단,김진욱,,경상남도 진주시 동진로420 (충무공동),16836835.0,85.903,항-16-069 자동면역분석기 시약 등 37종,중앙행정기관
웨어러블 로봇 운용개념 연구용역,공군본부,24263960.0,,2019-09-14,육군사관학교 산학협력단,,송문수,서울특별시 강동구 양재대로1377 (성내동 삼원빌딩 408호),24249221.0,101.078,2020년 군 조직의 양성평등 지표 조사 및 분석 연구,군
전파환경측정 분석장비 유지보수,국방시설본부,441987016.0,106.535,2018-04-03,서울대학교 산학협력단,구칠효,이재평,대전광역시 유성구 대학로 245한국과학기술정보연구원,442008031.0,106.538,제주기지 전개잠수함 저주파분석훈련장 구축사업,국군재정관리단
KAAV RCWS/KAAV-Ⅱ총수명주기 비용에 관한 연구용역,국군재정관리단,84480593.0,93.993,2019-03-02,노무법인 디와이,이정원,이희국,"대전광역시 대덕구 대화로120, 7층 729,730호(대화동, 가온비즈타워)",84425968.0,,작전환경 변화 및 공군 합동 고려한 포병 발전 연구,군
창조국방 추진을 위한 창의적 문화조성 방안 연구,국군재정관리단,,87.517,2020-06-01,,박정기,,,370446703.0,87.509,차륜형장갑차 시설사업 선행연구,중앙행정기관
(236366-F) 네트워크 트래픽 수집 및 분석 장비 구매,공군방공관제사령부,43018313.0,80.792,2024-01-09,부경대학교 산학협력단,김동건,최동식,"경상북도 경산시 대학로13길26, 2203호(정평동, 경산 한서 고층아파트)",43038404.0,80.787,중금속 가열분석기 등 1항목 구매(의무),합동참모본부
(20F089-I)소음영향도작성을위한소음측정및분석용역,국군재정관리단,344679780.0,,,(사)21세기군사연구소,류장수,,서울특별시 마포구 도화동51-1 성우빌딩 703호,,95.502,자동염기서열분석기 구매,중앙행정기관
유도탄검사장비(00체계 가스승압기  가스분석기) 정비,국군수도병원,1968274.0,91.281,2022-12-29,주식회사 케이원,서수진,이종명,서울특별시 서초구 반포대로13-0 (서초동),,91.277,20-주파수편이용 분석기 구매,기관
21년 전투발전 연구용역(1),공군본부,23127922.0,89.691,,,김진욱,,대전광역시 유성구 대학로291-0 (구성동),,,해병 과학화경계시스템 추진방안 연구 용역,기관
21년 공군 자동면역분석기 시약 등 163종 구매,국군재정관리단,266722122.0,85.158,2021-03-25,주식회사코드원,한대일,허정성,"경기도 남양주시 별내중앙로36-23, 1706호(별내동)",266756645.0,,디지털증거분석 수사체계 구축(208050-A),제9691부대
CMMC 관련 통합실태조사 개선안 연구,국군재정관리단,203187773.0,91.005,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",,91.012,스펙트럼용 분석기 구매,중앙행정기관
백두체계능력보강 2차 시설사업기본계획 연구용역,방위사업청(운영지원과),,86.736,,,,,,81510353.0,,유류 소분배 계통 자동화관리 연구,군
軍 태양광 시범사업 효과 분석평가 용역,국군수송사령부,217881894.0,91.234,,주식회사 플랜에이디벨롭먼트,김영국,심지민,"서울특별시 강남구 봉은사로129-0 (논현동, 거평타운오피스텔) 1126호",217920596.0,91.235,(21G085-H)'22년 스펙트럼 측정분석장비 유지보수용역,국군재정관리단
급식유통센터 성과분석 및 (경남권)필요성 연구,해군본부,,86.935,2019-11-29,(사)21세기군사연구소,권시형,,"서울특별시 금천구 가산디지털2로184, 1017호(가산동, 벽산.경인디지털밸리2)",,86.935,공군기지 작전환경을 고려한 무인기 운영방안 연구,군
AI 기반 6세대 전투기 운용개념 및 발전방안 연구,육군정보통신학교,,90.336,,영현정보통신(주),박현지,엄영석,"광주광역시 서구 상무중앙로110-0 (치평동, 광주보험회관)",20962809.0,90.337,방위사업 계약법령 체계화 방안 연구,군
조종사 피로도와 안전비행의 역학관계 분석 연구용역,제20전투비행단,,113.695,,사단법인 대한민국 육군발전협회,김재영,,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,101035843.0,113.695,00훈련장 이전 연구 용역,군
선진전투실험 발전현황 및 육군전투실험 향상방안연구,합동참모본부,,101.088,2021-01-24,,,,,29304566.0,101.084,18-미래 해상 무인/자율무기체계 개발방향 연구,군
군 간부 획득환경 변화에 대비한 선발제도 방안 연구,제9691부대,,69.53,2018-05-16,재단법인 한국군사문제연구원,김형철,,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",352291277.0,69.523,방위사업비리 가중처벌 법안에 대한 연구,제2879부대
국방사업관리 자격신설 연구,국방부(운영지원과),,95.273,2019-05-05,,,,,,95.268,삼군부 재현 및 이전을 위한 연구,중앙행정기관
헬기와 UAV의 통합운용을 위한 비행장 설치방안 연구,육군교육사령부,38621149.0,104.008,2018-06-07,(주)프라이전트,이윤문,조혜진,서울특별시 강서구 마곡중앙8로3길79-0 (마곡동),,104.009,CH/HH-47D 성능개량 시설사업기본계획 연구용역,중앙행정기관
[24-육-91] 무건리 훈련장 갈등 비용분석 연구,국방부(운영지원과),,80.174,2022-06-01,,,김기현,,234912748.0,80.18,24년 전투실험발전 연구 용역(1),국군재정관리단
군인연금제도 발전방향 연구,공군작사근무지원단,28366942.0,,,사단법인 한국국방발전연구원,최종규,김연경,,28334892.0,,BTL관리운영권 만료사업 시설인수 운영방안 연구용역,국군재정관리단
함정 연구개발 군 요구조건 관리방안 연구용역,국방부(운영지원과),147037662.0,87.053,2017-07-19,와이피글로벌,김재일,박주희,서울특별시 강남구 논현로189길6 (압구정동),147200176.0,87.053,18~22 방위산업육성 기본계획 수립을 위한 정책연구,국군수도병원
23년 비용분석모델(True Planning) SW유지보수 용역,제2307부대,421911350.0,108.203,2022-08-02,(주)아인스에스엔씨,김종광,방윤지,경기도 안양시 동안구 시민대로161-0 (비산동) 안양무역센타 8층 312호,,,분석기  스펙트럼,합동참모본부
자동염기서열분석기 소모품 구매설치,공군본부,342219389.0,,2020-11-19,에스제이상사,방은희,이태영,경기도 하남시 미사강변한강로155 (망월동) 미사강변 SKV1센터 524-2,342277074.0,,분석기  전해용액용 1종 구매,군
주요 비행피복류 맞음성 개선 및 표준화 연구,공군군수사령부,299752195.0,,2019-06-07,한국무인이동체연구조합,윤정숙,이도제,"서울특별시 강남구 테헤란로306, 13층(역삼동, 카이트타워)",299888167.0,106.342,국방R&D 과제 평가체계 개선방안 연구,제9227부대
해병 00부대 재배치 및 신기지 구상 관련 연구,제2879부대,577350616.0,99.813,2016-12-10,(사)한국능률협회,,,충청남도 논산시 양촌면 황산벌로1040,577397483.0,99.81,KUH-1 엔진 시험장비 고장예측시스템 개발 연구용역,제2879부대
국내개발 항공기 성능개량 및 관리방안 연구용역,방위사업청(운영지원과),29931474.0,104.618,,한국환경설계(주),김승준,이수행,"경기도 안양시 동안구 학의로282, B동 1616호",29924768.0,104.614,’22년 전투발전 연구과제 용역(2),군
방산육성 수출확대 위한 산업협력 쿼터제 방안 연구,국군재정관리단,,,2021-11-01,,,이유진,,12362782.0,79.247,미래 육군의 우주분야 활용방안 연구 용역,제9691부대
AI를 이용한 기상관측장비 고장예측 기술 선행연구,4284부대,,,2018-02-23,,,윤진영,,222671761.0,81.779,시험평가 의사결정체계 효율화 방안 연구,제6619부대
네트워크 시험평가용 M&S체계 활용 발전방안 연구,공군본부,430903271.0,89.77,2021-08-17,,,황병윤,,,89.768,특수 과학화 전술훈련장 선행연구 용역,군
정기기초연구과제연구용역(4.국방우주학의이론..),국군재정관리단,138824230.0,,2018-10-12,(주)심네트,이문걸,윤진영,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",138764147.0,,23-6차 조달 연구장비(겔이미지 시스템) 구매 계약,군
예비전력 예산  국방예산의 1%달성 방안 연구,해군본부,111118025.0,79.683,2019-10-10,,,,,,,표적메모리 회로카드 대체품 개발 연구용역,중앙행정기관
직ㆍ간접 전투경험 공유확대 연구용역,육군본부,5122873.0,,2018-01-24,,,김기현,,5116730.0,122.0,합동성을 고려한 대전차전력의 적정 소요 연구,군
미래 작전지속지원 수행개념 및 핵심요구능력 연구,해군군수사령부,90279889.0,98.517,2016-10-14,,,이준직,,90214397.0,98.518,드론봇 전투체계 통합관제체계 구축 연구용역,국군재정관리단
수질분석기등 3종,공군본부,,,2023-03-07,,,,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",1068749210.0,,빅데이터 분석서버 증설 사업(GPU SSD 메모리)-리스,국군재정관리단
(21F166-I)「스마트 물류」정책연구 용역,국방부(운영지원과),,,2019-04-26,사단법인 한국국가전략연구원,한민구,구종우,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)",29810206.0,79.518,장비 적정수명 결정요인 선정 및 결정방법연구,합동상호운용성기술센터
17년 통합기후예측시스템 연구개발 용역,육군본부,239432337.0,83.97,2017-02-03,한화오션 주식회사,차진섭,,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",239396550.0,,민간인 지뢰제거 방안 연구,국군재정관리단
해군 스마트 항공기지 발전방향 연구용역,국방부조사본부,96536188.0,87.322,2016-07-07,,,,,96496145.0,,22-작전지휘시설 신축 분석평가 및 선행연구 용역,합동참모본부
공대지유도탄 양산 시설사업기본계획 연구용역,육군인사사령부,,80.398,,,권시형,이슬,,194269347.0,,’22년 미래혁신연구센터 부대소개영상 제작용역,제7군단
공무직근로자 등 임금체계실태조사 및 고용환경 분석,방위사업청(운영지원과),,,2024-05-07,법무법인(유한) 세종,,노민택,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,357235457.0,88.273,휴대용 산소분석기 등 6종 구매,중앙행정기관
23-2차 연구의무물자(BL3 수거함 등 4종) 구매,공군사관학교,106254020.0,82.55,2017-01-09,드림인텍(주),김용오,김우중,경상남도 창원시 의창구 팔용로 399(),106286773.0,82.549,K계열 장갑차 엔진 오일펌프 시험장비 개발 연구용역,제6619부대
생화학 자동 분석기 등 116종 구매(20197022-E),국군재정관리단,,104.647,2023-02-01,주식회사 길상산업,이정훈,허정성,"서울특별시 금천구 가산디지털1로181, 가산W센터 1401호,1402호(가산동)",337213945.0,,수중자율기뢰 탐색체(AUV) 사업분석,국군수도병원
국방안전관리정보체계 최적 구축방안 연구,해군본부,154549170.0,92.882,2020-02-06,법무법인 집현전,이형화,박병희,서울특별시 강서구 양천로401-0 (가양동) 강서한강자이 A-704,154499756.0,92.891,전파영향평가 방법 비교분석 및 실증 연구,군
전술환경 下 효율적 이동통신체계 운용방안 연구용역,국군재정관리단,40214797.0,78.303,,청맥기획,이희석,박병희,경기도 광주시 도척면 다람로36번길45-13,40205553.0,78.304,KAAV-II 운용 및 요구사항 연구용역,국군재정관리단
ISR 자산의 효율적 통합 운용방안 연구,제9691부대,,,,호원대학교 산학협력단,,,,165714226.0,81.66,군인 고용보험 가입의 효과성 연구,중앙행정기관
24년 의무장비(자동분석기 생화학용 중형) 구매,국군재정관리단,58012494.0,86.017,2023-06-15,(주)알파아이엔씨,민희숙,정해붕,"서울특별시 구로구 디지털로243, 705호(구로동, 지하이시티)",58042106.0,,24년 지형분석장비 구매(리스물건),군
00기지 환경개선 사업 분석평가 및 선행연구 용역,육군 제3808부대,243327248.0,86.618,,,,,,243237666.0,86.625,2024 서울안보대화 프로그램 기획 및 발전방향 연구,제9691부대
수중전술기기통제사 자격 신설 연구,합동참모본부,,77.531,,국방대학교산학협력단,김규형,김은영,"서울특별시 서대문구 연세로 50, 연세대학교(신촌동)",13471519.0,,정보통신부대의 조직발전방향 연구,군
연구활동 재료(초자) 189종 구매,육군본부,60170582.0,84.502,,건양대학교 산학협력단,김진욱,박서연,"서울특별시 구로구 디지털로26길61, 에이스하이엔드타워2차 2001호 (구로동)",60163174.0,,잠수함 업체주도 연구개발 장비의 시험평가 방안,국군재정관리단
120mm 전차포신 약실 검사장비 개발 연구용역,해군본부,51708391.0,88.834,2023-05-09,광운대학교산학협력단,권시형,김소미,"서울특별시 용산구 이태원로 29, 전쟁기념관 4층(용산동1가)",51681554.0,,23-블랙이글스 소음 및 연막 공공갈등 관리방안연구,중앙행정기관
24년 전투발전 연구 용역(2),국군재정관리단,,86.713,2022-04-11,,,,,44346621.0,,궤도장비 난방기 야전 시험장비 개발 연구용역,중앙행정기관
유압유 미립자 분석기 교정키트 구매,국방부(운영지원과),99778203.0,82.259,2024-05-23,(사)한국위기관리연구소,김윤혁,김정자,"서울특별시 종로구 율곡로17길7-38, 수지빌딩 7층(이화동)",99868085.0,82.264,지능형 악성코드 수집분석체계 라이선스 구매,국군재정관리단
작전환경고려 전투실험 방법 및 평가 분석방법 연구,제2879부대,167744537.0,103.116,2019-08-26,서울대학교 산학협력단,김진욱,,"전라북도 군산시 임피면 호원대3길 64,",167735516.0,103.121,세계안보정세분석 연구용역,군
16-00원 종합발전 비전 연구용역,방위사업청(운영지원과),512466.0,,,(사)한국전략문제연구소,,,"서울특별시 강남구 언주로527, 10층 (역삼동)",512426.0,80.179,중증외상질환 예후예측인자 발굴 및 관리방안 연구,군
’22년 미래혁신연구센터 부대소개영상 제작용역,육군교육사령부,24214129.0,82.013,2019-11-29,주식회사 에코비투,박종석,권시형,"경기도 성남시 중원구 광명로94번길14, 지하1층(성남동)",24205374.0,,공군 수송기 전력 최적화 방안 연구용역,중앙행정기관
4차산업혁명 기술을 적용한 C4I체계 발전방안연구,방위사업청(운영지원과),46615562.0,,2020-07-19,,,,,46620057.0,90.121,함정사업 적정 사업기간 연구,군
22-병력절감형 Smart Battleship 함정 설계연구,국방부(운영지원과),,83.237,2018-11-23,(사)한국전략문제연구소,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",154049218.0,83.242,미래 전투기 등급분류 발전방향 연구,4284부대
차기전술차량 계열화 방안 연구,공군본부,,,,,,황병수,,,,4차 산업혁명 전장기능별 무기체계 소요 연구 용역,국군제1068부대
2018년 서울안보대화 사이버워킹그룹 지원 연구,국군재정관리단,293569613.0,80.648,2018-05-29,사단법인 안보경영연구원,전건욱,,서울특별시 마포구 백범로35-0 (신수동),,,연구활동 재료(초자) 189종 구매,중앙행정기관
중증외상질환 예후예측인자 발굴 및 관리방안 연구,국방부군사편찬연구소,,,2020-12-21,재단법인 한국군사문제연구원,김형철,,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",51785861.0,79.268,SUPPRESSED,국군재정관리단
19-추진기 CIS 분석/평가방안 정립 연구,제2307부대,418947119.0,,,신승하이텍,이용욱,,"서울특별시 영등포구 의사당대로1길11-0 (여의도동),1409호",,109.678,국방 시뮬레이터 운용실태 및 발전방안에 관한 연구,국군제1068부대
22-G/K 창정비 사업 성과분석 연구,국군재정관리단,,86.473,2018-02-20,디엔아이,김진욱,김봉환,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",,,22-15차 연구장비 구매 계약  - 진탕욕조,군
최적의 우주기지 선정 연구,국군재정관리단,63579708.0,87.951,2020-07-10,,,,,63565465.0,,정신전력 개념 정립 및 수준 측정도구 개발 연구,군
미래환경 변화에 적합한 인력획득 홍보 발전방안 연구,국방대학교,93949861.0,,,,,우수진,,93902405.0,100.813,국방 데이터 전략연구,기관
교육장비(질량분석기) 구매,공군본부,,,2019-09-19,,,,,170439717.0,,K2전차 3차 양산 사업분석,국군재정관리단
2017년 의무장비 요분석기 구매,국방부(운영지원과),109060143.0,,2022-03-07,법무법인 일현,임평산,곽은혜,부산광역시 강서구 명지오션시티9로36-0 (명지동),109086201.0,74.431,한국형 방산수출금융지원기준 설정방안 연구,중앙행정기관
인천지역 도심 친화적 통합 재배치 연구용역2019F009,공군군수사령부,103048115.0,91.408,,(사)한국능률협회,홍문기,,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",102960265.0,91.405,디지털 혁신시대 SW개발역량 강화방안 연구용역,4284부대
생존성 향상을 위한 개인 부대방호 능력 분석 연구,방위사업청(운영지원과),487556209.0,,,(주)심네트,이광형,정봉원,서울특별시 마포구 월드컵북로5길59 (서교동),,101.097,AI 기반 UAV 군집운용 해상작전적용 가능성 연구,중앙행정기관
17년 지형분석장비 물품 구매설치,국방부(운영지원과),,91.921,2016-01-20,엘컴퍼니,최성숙,최승룡,"서울특별시 강북구 삼양로173가길55-0 (우이동, 메이트하우스)1동402호",27664747.0,,00 징후분석체계 구축,군
