입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
4차 산업혁명 기술 함정적용 방안 연구용역,합동상호운용성기술센터,,,,유한회사 갈등조정센터,김성훈,한소희,경상남도 창원시 의창구 죽전로68번길29 (팔용동),103900357.0,,한국 육군 교육훈련관리의 개선방안 연구,기관
헬기와 UAV의 통합운용을 위한 비행장 설치방안 연구,공군제18전투비행단,,,2020-06-16,서준코퍼레이션,김화영,이진희,"경기도 고양시 덕양구 삼원로63-0 (원흥동, 고양아크비즈) 612호",0.0,88.512,22년 의무장비(요분석기) 구매,제20전투비행단
미래 무기체계 소요 연구용역,국군지휘통신사령부,68817235.0,89.852,2022-08-22,대륙씨엠아이 주식회사,홍영기,김지훈,충청남도 아산시 삼동로40 (모종동)3층 301-37호,8249678.0,99.251,군수송기 활용 산불진화능력확보 필요성 등 연구용역,제2879부대
(237209-F) 자동염기서열분석기 구매 ,육군항공학교,,,,주식회사 아레스,이성로,김성연,"서울특별시 강남구 테헤란로440, 서관 3층(대치동, 포스코센터)",,89.296,정기기초연구과제연구용역(7.미래안보상황에..),중앙행정기관
국내 대형민간항공기 활용 공중발사 가능성 분석 연구,국방부유해발굴감식단,173423262.0,,2017-05-18,엠에스원디지털 주식회사,김상겸,이효선,"대전광역시 유성구 테크노3로65, 5층 538호(관평동, 한신에스메카아파트형공장)",,89.001,육군 안전수준 진단체계 연구,국군재정관리단
23-6차 조달 연구장비(겔이미지 시스템) 구매 계약,육군본부,51266099.0,91.599,2019-12-08,(주)마린테크인,김부원,민희숙,"서울특별시 금천구 서부샛길606, A동 2410호 (가산동,대성디폴리스지식산업센터)",95856426.0,,함정 GPS 함속력계 신호 변환 장치 개발 연구용역,국군재정관리단
00부대창설을 위한 공공갈등 관리방안 연구용역,육군공병학교,,90.281,2019-06-26,우주산업플랜트 주식회사,최창식,김정은,경상남도 진주시 진양호로532-0 (동성동),,88.348,23년 전투발전 연구용역(3),군
알코올 대사체 분석방법 연구,육군화학학교,61165888.0,96.307,2016-08-12,주식회사 이안코리아,김운용,김산회,"서울특별시 송파구 중대로135, 동관 1201호 (가락동, 아이티벤처타워)",,,요분석기 사단용 2EA 구매,제3170부대
23년 혈액가스 및 전해질분석기 구매,방위사업청(운영지원과),78061139.0,90.127,,주식회사 루키스,봉만수,장지혜,"경기도 군포시 번영로514, 601호(금정동)",6033503.0,97.649,이동형장거리레이더 시설사업기본계획 연구용역,제3130부대
국방대 이전 효과 연구 용역,육군군수사령부,161947293.0,,,(주)씨엠코리아,전남국,박주희,"서울특별시 중랑구 동일로754, 6동 201호(중화동, 우성타운)",6871260.0,89.103,(216313-B) 21년 분석실험실 운용장비 구매(리스물건),제5378부대
차기전술차량 계열화 방안 연구,공군미사일방어사령부,1783466885.0,,2016-10-03,삼일회계법인,안기수,허정성,인천광역시 연수구 한나루로105번길68-0 (옥련동) 406동 1804호,4222400.0,89.806,수질분석기등 3종,국군재정관리단
군인 고용보험 가입의 효과성 연구,합동참모본부,66541318.0,85.566,2019-05-08,충남대학교 산학협력단,홍영기,김상도,"서울특별시 금천구 가산디지털1로30,1712호 (가산동,에이스하이엔드타워10차)",104488227.0,72.583,군 복무가치 제고 방안 연구,제7821부대
(20F089-I)소음영향도작성을위한소음측정및분석용역,제20전투비행단,65630253.0,89.822,2023-07-28,씨오(CO)산업,박래호,박미영,제주특별자치도 제주시 첨단로251 (영평동),81795382.0,,잠수함 시운전 제도 개선방안 연구,군
21년 전군 감염병 감시 지원체계 구축방안 연구용역,제9965부대,,90.185,2022-10-18,(주)씨앤씨솔루션,김진우,김지현,"서울특별시 송파구 법원로9길26, D동 1104호(문정동, H-비즈니스파크)",7895080.0,83.122,수치해석을통한폭발하중받는강재구조물의거동분석용역,제2879부대
신기술·우수제품 지침 및 매뉴얼 개정 연구용역,공군작전사령부,192397541.0,90.454,2022-08-01,정원B&C,김지원,윤수정,"서울특별시 강남구 언주로319, 5층,6층(역삼동,조우회관)",2085983.0,88.972,미래 육군 제대별 임무와역할  적정 지휘폭 정립 연구,국군재정관리단
행정업무 간소화 개선방안 연구,공군방공관제사령부,68415545.0,,,과학기술정책연구원,조우철,장정연,경상북도 포항시 북구 대해로15-0 (죽도동) 2층,,89.64,원주기지 활주로 재포장사업 선행연구 용역,중앙행정기관
국방 데이터센터 발전방안 연구,해군본부,78256897.0,99.358,2020-07-15,(주) 솔포스텍,이용호,오진성,대전광역시 유성구 대덕대로512번길20-0 (도룡동) 대전정보문화산업진흥원 304호,,89.285,정비공정 분석도구 구매,중앙행정기관
KUH-1 엔진 시험장비 고장예측시스템 개발 연구용역,한미연합군사령부,60104156.0,90.025,,주식회사 한국심리평가원,박종영,이관섭,대전광역시 유성구 온천로59-0 (봉명동) 905호,,,전시 공군탄약소요산정 모델 개선ㆍ보완 연구,국군재정관리단
작전계획분석모델 S/W 성능개선 용역,합동참모본부,1597317115.0,90.017,2022-04-18,국방기술품질원,윤동열,박재완,"서울특별시 은평구 진흥로 225,(불광동)",3643300.0,,16-인성교육프로그램 등 연구 용역 계약,국군재정관리단
육군 안전수준 진단체계 연구,합동참모본부,71775267.0,89.485,,한국무인이동체연구조합,정성문,김미희,"서울특별시 서초구 강남대로6길11 선우빌딩 4,5층 (양재동)",,89.377,미래 육군의 우주분야 활용방안 연구 용역,국군의무학교
AI를 이용한 기상관측장비 고장예측 기술 선행연구,국방부(운영지원과),,89.975,,(재)한국산업개발연구원,김근우,이대영,서울특별시 영등포구 경인로763-0 (문래동3가) 제9호,0.0,,17년 통합기후예측시스템 연구개발 용역,합동참모본부
23-함정 실내공기질 기준 설정 연구,지상작전사령부,66717249.0,89.863,,젠트리거,최현선,김호영,"서울특별시 서대문구 충정로53-0 (충정로2가, 유원골든타워오피스텔) 1701호",6518733.0,96.87,건설현장 안전 관리시스템 구축 연구용역,중앙행정기관
19-00지역 통합분청 신축 선행연구,국군지휘통신사령부,,89.958,2020-07-03,(재)한국기계전기전자시험연구원,서은진,김태욱,"경기도 성남시 분당구 판교로 255(삼평동, 판교 이노밸리 이동 403호 601호)",,88.94,‘22년 항공관제 분석체계 유지보수,군
AI기술의 분류체계 및 적용방안에 관한 연구,국방부군사편찬연구소,,89.974,,사단법인군사정보발전연구소,류황건,김지원,경기도 안양시 동안구 관양로269-5 (관양동) 3층,98216336.0,100.904,19-전자파 정밀분석체계 확대구축사업 리스,국군재정관리단
사이버 자산정보 수집 분석체계 라이선스 구매,제9965부대,,89.68,,신한관세법인,문유경,김해리,"서울특별시 용산구 한강대로109-0 (한강로2가),404호(용성비즈텔)",23543419.0,89.479,18-직무분석을 통한 계급/직급 책정기준 연구,국군재정관리단
군내 성희롱 행위자 재발방지 프로그램 연구,육군본부,,89.488,2017-01-09,디와이아이앤씨주식회사,류장수,조민구,부산광역시 남구 용호로252번길11-0 (용호동),139751403.0,89.079,선진전투실험 발전현황 및 육군전투실험 향상방안연구,제1363부대
00 0000 분석체계 구축,공군제10전투비행단,,90.038,2023-12-26,사)국방정보통신협회,이문걸,노민택,경상북도 구미시 산호대로 56-1(),136357566.0,84.95,(247115-B) 연구활동재료 구매,국군수도병원
22년 수사데이터 연관 분석시스템 구매,국방부(운영지원과),,100.684,2020-06-09,육아정책연구소,정성윤,이다인,세종특별자치시  전의면 윗다락골길2-3,,88.624,00부대 작전지휘시설 선행연구 용역,합동참모본부
민간 아웃소싱 시범사업을 위한 제도화 방안 연구,해군본부,171289277.0,89.653,2021-05-26,영화산업,오문진,서호성,"서울특별시 은평구 진흥로 225,(불광동)",,97.448,24년 장기미래비전연구수행 정책연구과제사업,합동참모본부
작전환경고려 전투실험 방법 및 평가 분석방법 연구,국방부(운영지원과),,90.054,2022-08-23,주식회사 타임기술,이민용,박동순,서울특별시 마포구 월드컵북로5길59 (서교동),828298.0,88.969,체계적인 해군 C4I 체계 유지보수 관리방안 연구,제3707부대
합동최종공격통제관(JTAC)의 종합 발전방향 연구,합동상호운용성기술센터,164815404.0,,,사단법인 한국우주과학회,정의붕,박영욱,"서울특별시 서초구 방배천로155, 유청빌딩 3층(방배동 821-8)",99570459.0,,접적해역 상시정찰용 UAV 선행연구용역,군
군수송기 활용 산불진화능력확보 필요성 등 연구용역,국방부군사편찬연구소,65783460.0,90.061,2019-05-01,기산건축사사무소,이용호,고기종,"서울특별시 강서구 마곡중앙5로22, 7층(마곡동)",96358525.0,100.076,드론 통합관제체계 운영개념 및 구축 방안 연구,군
미군 전투실험 논리 및 기법의 우리군 적용방안 연구,육군본부,63756733.0,99.833,2022-02-26,(주)알에프넷,김형철,전영섭,"경기도 의왕시 오봉산단3로25, 1동 303호(삼동, 의왕테크노파크더리브비즈원)",,,유전자감정장비(자동염기서열분석기)소모품 설치 납품,중앙행정기관
정책현안연구용역(글로벌중추국가의...),제1363부대,171193970.0,,2020-05-24,와이엠,정연길,강성수,"경기도 고양시 일산동구 중산로 247306,307호 (중산동, 중산프라자)",8106741.0,,(246255-C) 외상처치 시뮬레이션 킷 등 5종 구매,제9691부대
궤도장비 난방기 야전 시험장비 개발 연구용역,국군수도병원,63674497.0,,2020-06-21,주식회사 신나는세상,이기석,김남희,"경기도 용인시 기흥구 기흥로58-1 (구갈동) 기흥ICT밸리 SK V1, A동 2406호",14435699.0,89.011,21-2차 개념설계 기술지원 연구용역,국군재정관리단
18-해상종합전술훈련장사업타당성 국내개발가능성연구,제2군단,147630513.0,89.931,2022-05-08,주식회사 대홍관리,김유진,윤병찬,서울특별시 강서구 양천로401-0 (가양동) 강서한강자이 A-704,19355762.0,73.215,해병 과학화경계시스템 추진방안 연구 용역,국군재정관리단
LiDAR 기술의 4차 산업 적용방안 연구용역,제2군단,161412824.0,89.83,,주식회사 유토비즈,김기돈,박설희,"경기도 안산시 상록구 한양대학로55-0 (사동, 한양대학교 안산캠퍼스)",110740777.0,98.907,23-N-사이버 침해사고 조사/분석체계 구축,제2307부대
진중문고 운영 및 활용 증진방안 연구 용역,국군수도병원,,,2024-04-12,엠지산업,최동양,박호균,"서울특별시 강남구 강남대로62길24-0 (역삼동,해송빌딩)3층",97057678.0,89.118,공군 품목관리관 자격인증제도 도입방안 연구용역,제3697부대
항공우주력 국제학술회의 연구용역,국방부(운영지원과),,,2024-04-09,삼송,박종석,윤진영,경상남도 거제시 거제대로3370 (아주동),28632382.0,89.485,육군 수질 유지비 현실화 방안 연구용역,기관
한국 육군 교육훈련관리의 개선방안 연구,제9691부대,73621835.0,90.194,2024-03-13,주식회사 입법정책연구원,김영욱,이재동,서울특별시 강남구 삼성로 438(대치동),,96.688,무인수상정 탑재운용 군 요구조건 도출 연구용역,군
22-G/K 창정비 사업 성과분석 연구,국방부,50533294.0,,2017-10-14,주식회사 광원종합상사,안인수,김종환,"서울특별시 구로구 디지털로243, 705호(구로동, 지하이시티)",797881.0,,항-20-036 자동면역분석기,군
해상작전헬기 2차사업 기종결정 평가항목/가중치 연구,국방부(운영지원과),161959461.0,102.031,2019-05-17,(주)프라이전트,정순오,박수정,"서울특별시 영등포구 도림로462, 지층6호 (문래동3가, 국화상가)",,,소규모 정보체계 개발방법론 연구,중앙행정기관
(247192-C) 유전자감정장비(자동염기서열분석기) 구매,공군본부,47390327.0,,2019-03-31,사단법인 한국방위사업연구원,김성빈,조길래,"서울특별시 마포구 마포대로49, 13층(도화동, 성우빌딩)",0.0,80.566,(20F060-I)소음영향도작성을위한소음측정및분석용역,군
22-공-분석기  주파수편이용 구매(229037-F),제3697부대,69472900.0,89.555,2018-09-11,(사)국방시설연구협회,채규수,양용진,경기도 고양시 덕양구 삼막1길3(오금동),101637877.0,97.712,국방사업관리 자격신설 연구,제3130부대
22-해상기반 우주발사체계 개념 연구,국방부(운영지원과),,,2021-03-18,성원금속,김회율,김호근,경기도 고양시 일산서구 고양대로 283(대화동),148380530.0,,탄약고 안전거리 재산정을 위한 선행연구 용역,제2879부대
20년 국방정책연구과제,제9691부대,,,2019-04-01,서현회계법인,노광현,김성신,"경기도 용인시 기흥구 덕영대로1732-0 (서천동, 경희대학교 국제캠퍼스내)",11477675.0,96.522,16년 정비지원부대 직무값 기반의 직무분석 연구용역,제20전투비행단
22년 전투발전 연구용역 과제 세미나 수행 용역(5),국군수송사령부,203584469.0,93.291,2022-01-23,주식회사 지노스,이영환,박영희,인천광역시 연수구 한나루로105번길68-0 (옥련동) 406동 1804호,0.0,,군사격장 소음측정 및 분석용역,계룡대근무지원단
작전계획분석모델 S/W 성능개선 용역,육군본부,166560833.0,97.841,2018-08-09,유한회사 엔디클릭,도정화,권소영,충청북도 청주시 흥덕구 오송읍 오송생명2로110-6 셀젠텍,94860737.0,,(227003-H)스펙트럼측정/분석장비 노후교체,국군대전병원
대형 후속사업 추진시 기종결정 평가항목 연구,제3훈련비행단,,89.312,,씨지에스아이티(주),오철홍,이형원,"서울특별시 강남구 테헤란로440, 서관 3층(대치동, 포스코센터)",89459879.0,,[24-육-173] 영상분석 SW 라이선스 구매(리스물건),군
4차 산업혁명 주요기술 활용 안전관리 발전방안 연구,공군본부,,,2023-10-08,주식회사 서남아이에스,김석환,채희연,서울특별시 동대문구 장한로27길29 (장안동) 201비호,113203663.0,89.11,24년 기술연구용역(1),제2879부대
민군 협력을 통한 상호가치 창출 활성화 방안 연구,국군의무학교,78714138.0,90.088,2022-06-05,에이치디현대중공업 주식회사,김종규,두진욱,대전광역시 대덕구 대화로160-0 (대화동) 10동 205호,0.0,89.722,지능형 C4I체계 기술 분석 및 클라우드환경 구축방안,계룡대근무지원단
방위사업의 산업파급효과 계수 도출을 위한 연구,국군대전병원,,89.528,2017-06-18,주식회사 엘티에스,박종진,고상범,"대전광역시 대덕구 대화로120, 7층 729,730호(대화동, 가온비즈타워)",0.0,,연구활동 재료(초자) 189종 구매,연평부대
선외기 프로펠러 안전장치 성능개선 연구용역,육군본부,162863475.0,89.887,2017-04-10,(사)한국방위산업진흥회,박종재,이동화,충청남도 서산시 해미면 한서1로 46 한서대학교내산학협력단,0.0,87.979,국제 해양영역인식 협력 방안 연구,제7016부대
하이드로릭 입자분석기 구매,공군미사일방어사령부,183917506.0,89.46,,사단법인 한국우주과학회,이주열,차미정,서울특별시 용산구 새창로128-1 (용문동) 2층,4868244.0,88.894,21-섬석천 기능개선 분석평가 및 기본계획 연구용역,제6619부대
(21F093-K)'22년~'23년 작전지속지원분석모델유지보수,제6619부대,,,,주식회사 디.아이환경,이충환,정지용,전북특별자치도 정읍시 북면 북면공단2길87-0,0.0,89.409,국방정보체계 SW 품질시험 프레임워크 발전방안 연구,군
PLS차량 운용효과 Arena 모델링 연구 용역,국방대학교,563027397.0,89.695,2017-03-09,주식회사 웨더링크,장명훈,김수권,충청북도 충주시 대학로50-0 (대소원면),23312138.0,,20년 국방정책연구과제,국군대전병원
KUH-1 헬기 견인장치 안전센서 개발 연구용역,국군의무학교,158487176.0,90.036,,주식회사 모든통상,김종규,고기종,강원특별자치도 원주시 신림면 신림황둔로174-0,0.0,88.684,국방기술조직을 활용한 함정 기술관리 방안 연구 용역,중앙행정기관
00 군공항 이전 시설기본요구조건(안) 작성 연구용역,국방부(운영지원과),,101.352,,주식회사도시경영연구원,최주평,이우학,"경상북도 구미시 1공단로212 (공단동) 제2층 226호(공단동, 한라시그마밸리)",0.0,,2017 서울안보대화 프로그램 기획 및 발전방안 연구,제3130부대
(226220-F)발광분광 분석기 구매,국군화생방방호사령부,71916791.0,90.074,,법무법인 일현,유재수,장명훈,"서울특별시 금천구 가산디지털1로119-0 (가산동, SK트윈테크타워, a동 10층 6호)",133043632.0,,자동염기서열분석기 소모품 구매설치,중앙행정기관
효율적인 전투체계 창정비 방안 연구용역,국방부 국방정책실,74911026.0,89.933,2020-06-21,(사) 한국관세무역개발원,김흥중,정해붕,경상남도 김해시 수가로242-9(응달동),1768098.0,,(237209-F) 자동염기서열분석기 구매 ,국군제1068부대
18-공군 비행교수법 교육 프로그램 개선 및 개발 연구,육군훈련소,,99.594,2022-08-12,초코인터내셔널 주식회사,홍문기,박재범,서울특별시 마포구 도화동51-1 성우빌딩 703호,6743560.0,,(217122-B)연구장비(차세대염기서열분석기) 구매,제9691부대
22년 의무장비(자동분석기 생화학용 중형) 구매,국방부(운영지원과),161783381.0,90.224,2018-09-25,사단법인 대한민국해군발전협회,정지상,정영석,부산광역시 영도구 와치로194-0 (동삼동),0.0,88.393,지능형 전군 악성코드 수집분석체계 구축 금융리스,군
아세안확대국방장관회의 사이버워킹그룹 발전 연구,공군본부,80332432.0,90.09,2018-12-16,주식회사 마에스트로네트웍스,봉만수,이지선,경기도 안양시 동안구 시민대로161-0 (비산동) 안양무역센타 8층 312호,2590811.0,88.115,세계안보정세분석 연구 용역,군
23년 기술연구용역 계약 의뢰(3),합동군사대학교,1356128724.0,,,주식회사 대홍관리,정성윤,이해용,"서울특별시 서대문구 경기대로47, 307호(충정로2가)",182344860.0,89.329,23년 전투발전 연구용역(1),군
공군 방공포부대 이전 요구 연구용역,공군제19전투비행단,47944472.0,94.508,2016-11-26,주식회사 에스에이텍,채규수,조해주,"서울특별시 중구 남대문로63 (남대문로2가,한진빌딩)",0.0,,우리군 통합체계지원 적용을 위한 발전방향 연구 용역,군
17-추수평가 개선 및 환류방안 연구,제7821부대,62691136.0,,2020-06-21,(사)대한토목학회,박호,권인자,"경상남도 창원시 진해구 중원로1-0 (남빈동, 해군사관학교내)",102854425.0,90.015,ATCIS 개방형 OS 전환 비용대비 효과분석 연구용역,합동참모본부
AI기반 컴퓨터생성가상군 구축 기술 연구용역,국방부(운영지원과),,90.475,2022-08-28,(주)이지랩아이앤티,김상인,홍명성,경기도 김포시 월곶면 김포대로2708-37,1394802.0,89.128,정책연구용역(화생방보호의-Ⅱ 제안서평가기준 마련),군
용산헬기장 소음영향평가 연구용역,국군재정관리단,,,,주식회사 알앤엠텍,송태현,홍지유,서울특별시 서초구 양재동언남 18길3 (양재동  2층),,,육군 항공관제 시뮬레이터 연구개발,국군복지단
군사용 인공지능 윤리적 평가 및 검증요소 연구 용역,합동참모본부,171938545.0,90.313,2020-06-19,주식회사 에스아이정보기술,권수민,안가영,경상남도 진주시 동진로420 (충무공동),,,분석기 스펙트럼용 장비 구매(20209032-I),국군재정관리단
병영도서관 중장기 발전방안 연구,제7군단,,,2020-07-03,주식회사 엔지엠테크,박종선,이우학,"경기도 하남시 미사대로550, 4층 43호(덕풍동, 현대지식산업센터 한강미사)",82124117.0,89.081,해병대리더십교육성과측정체계개발연구용역,중앙행정기관
20-PKMR엔진 PBL 비용대효과분석 및 성과지표 연구,제9965부대,79807978.0,,,해용정보통신주식회사,이희우,조호현,서울특별시 용산구 새창로128-1 (용문동) 2층,,89.706,軍 태양광 시범사업 효과 분석평가 용역,제1363부대
(247354-C) 액체크로마토그래피 이중질량분석기 구매,제3130부대,,93.086,2019-06-25,주식회사 라이언앤코컨설팅,장철성,양금식,"서울특별시 용산구 이태원로29, 421호(용산동1가, 전쟁기념관)",,,20~21년 분석용모델(3종) 유지보수 용역(2019F173-C),국군대전병원
19년 지형분석장비 교체구매(20196112-G),육군본부,156729857.0,100.771,2019-07-21,사단법인 한국선급,탁승주,이호철,대전광역시 유성구 테크노2로187-0 (용산동) 미건테크노월드 2차 B동 217호,317209761.0,,정보체계 취약점 진단을 위한 모의환경 구축방안 연구,제7군단
19-추진기 CIS 분석/평가방안 정립 연구,국방대학교,85614567.0,,,원테크전기통신 주식회사,안병선,정기쁨,"서울특별시 강서구 양천로583 우림블루나인비즈니스센터 비동 1608호, 1609호",11177721.0,97.175,19년 육군M&S센터 전문분석관 운용 용역(2019F014-I),합동상호운용성기술센터
감염 및 외상분야 군의료 특성화 연구용역,국방부 국방정책실,,,2022-07-13,주식회사 공공정책성과평가연구원,정영석,최광용,"경기도 안양시 동안구 벌말로126(관양동, 평촌오비즈타워) 1308-1313호",14639173.0,,장거리공대지유도탄 2차사업 운용요구서 연구,4284부대
17년 지형분석장비 물품 구매설치,제6619부대,67496400.0,,2024-08-22,주식회사 유토비즈,설영만,조성호,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",103651426.0,87.75,혈액가스 분석기 1EA 구매,중앙행정기관
잠수함 시운전 제도 개선방안 연구,육군화학학교,155280924.0,90.072,,주식회사 티이디컨설팅그룹,최광열,조동원,"서울특별시 금천구 가마산로96-0, 213호(가산동, 대륭테크노타운8차)",101581166.0,89.252,근무주정 내항성 향상 함형 개발 연구,제2879부대
(247057-H)음성분석시스템 개선사업(리스자산),합동참모본부,76899655.0,,,선테크 주식회사,양희성,김홍정,경상남도 진주시 동진로420 (충무공동),,89.496,(226023-G)'22년무기체계사이버위협 분석시스템 도입,기관
자동화사격장 차단벽구조 구축방안 연구용역,국군제1068부대,,89.923,2023-09-12,국방대학교산학협력단,고윤안,최광용,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)",18641365.0,,AH-64 헬기 엔진 마운트홀 가공기술 개발 연구용역,제5019부대
(226362-F)작전지속지원분석모델장비 도입(리스물건),국방시설본부,,,2019-07-02,HF테크,임영갑,오진성,"서울특별시 금천구 가산디지털1로146, 705호(가산동, 대륭테크노타운22차)",4315299.0,89.571,극초음속 비행체 대응 미사일방어체계 확보방안 연구,제20전투비행단
국제 해양영역인식 협력 방안 연구,제7군단,72152879.0,89.128,,(주)에스코컨설턴트,박미경,이정암,서울특별시 송파구 새말로8길12-0  문정 건영 103동 801호,2792171.0,89.658,KAOC 신축사업 지휘통신체계 구축방안 연구용역,중앙행정기관
KUH-1 헬기 견인장치 안전센서 개발 연구용역,39정찰비행단,,90.318,2017-04-11,에이치디현대중공업 주식회사,김규호,전대석,"경기도 김포시 태장로795번길23 (장기동) 마스터비즈파크 R124, 7층 729-732호",5721150.0,100.477,기술인력육성 보조사업자 운영성과평가 및 연구,제7군단
신기술 적용을 통한 저장시설 물류향상 연구,제9691부대,72651866.0,,2021-05-01,(주)에이치제이중공업,조정선,이경신,경기도 과천시 교육원로98(중앙동),205304201.0,89.104,효과성·활용성 중심의 군내 NCS 적용방안 연구용역,국군제1068부대
국방표준화 개발을 위한 협력기관 지정 활용방안 연구,제2879부대,,89.85,2022-10-14,주식회사 남양메디칼,김원헌,김승준,"경기도 시흥시 목감남서로9-19 (조남동),601호 메이저타워",0.0,,23-중.장기 공군 군수정책 발전방향 연구 용역,제3707부대
정비공정 촬영도구  분석SW 구매,방위사업청(운영지원과),78120538.0,,2019-05-29,주식회사 에코비투,오진성,김지훈,대전광역시 유성구 유성대로1184번길 29(신성동),,,2022년 의무장비(혈액가스및전해질분석기) 구매,중앙행정기관
병  오일분석용 1종,국방부 국방정책실,64127487.0,100.333,2020-07-25,주식회사 티이디컨설팅그룹,오종한,위정은,"서울특별시 마포구 성산로2길55, 602호(성산동, 샤인빌딩)",0.0,88.737,16년 전자파 측정 및 분석장비 개발 용역,국군대전병원
미래 지휘통제체계 발전방안 연구용역,육군본부,175718304.0,,,한국세라믹기술원,나인성,정평길,"서울특별시 금천구 가산디지털2로46, 611호(가산동, 에이스태세라타워)",96625670.0,89.67,23-블랙이글스 소음 및 연막 공공갈등 관리방안연구,국군의무학교
19~20년 육군M&S센터 전문분석관 운용 용역,공군방공관제사령부,,,,한성대학교 산학협력단,이진우,박주형,"서울특별시 송파구 백제고분로501, 301 (방이동 청호빌딩)",,,북단 유도로 신설사업 분석평가 및 선행연구 용역,중앙행정기관
(21F049-I)제2軍 대테러 종합훈련장 선행연구 용역,특수전사령부,168524373.0,99.306,,주식회사 세명에스엠지,채순기,성진숙,"강원특별자치도 원주시 문막읍 귀문로1269-16, 1층 우측",106591441.0,89.31,22-해-AI 빅데이터 분석 개발용 학습 플랫폼 구축,제9227부대
전군 연례 리더십 수준 진단 연구용역,제5738부대,,89.678,2020-07-25,대륙씨엠아이 주식회사,서종대,박준용,"대구광역시 달서구 도원로46, 610동 304호  (도원동, 별메마을)",5813542.0,,항-16-047 050 자동면역분석기 등 42종,제7군단
(20F118-A)동원훈련장 과학화 발전연구 용역,국군간호사관학교,176630285.0,89.516,2022-04-20,숙명여자대학교산학협력단,두인환,최영상,경기도 의정부시 녹양로18번길19-11 (가능동) 지층1호,22900137.0,89.136,공군 탄약 저장시설 지하터널화 방안 연구,중앙행정기관
(246072-F) 분석기 스펙트럼용 구매,육군 제3808부대,,89.557,,주식회사 씨이지앤드플러스,김산회,이철호,경기도 의정부시 녹양로18번길19-11 (가능동) 지층1호,0.0,97.454,24-F-비용분석용 상용SW 구매,군
국제공동연구용역(2.군병원의경쟁력..),합동참모본부,66517176.0,89.53,2023-10-12,(주)미디어큐브,이승모,이효선,서울특별시 중구 남대문로113-0 (다동) 14층,,,소음피해보상금 산정 및 지급철차 연구용역,제20전투비행단
운용제원 분석 기반 장비수명 판단방안 연구,육군본부,151672816.0,,,한국직업능력연구원,손승우,장현주,서울특별시 노원구 공릉로 232서울과학기술대학교 테크노큐브 2층 산학협력단,980206.0,89.328,국방획득 유연성제고 위한 선진국 획득사례 연구,제3170부대
산업협력 제도 시행을 위한 세부 방안 연구,육군인사사령부,,,2016-06-20,(주)한일종합상사,임영갑,전형준,서울특별시 동대문구 고미술로100-0 (답십리동),,86.96,24-F-생화학분석기 대형 등 4종 구매,기관
국방 해양안보정책 연구,육군제8971부대,72805207.0,89.393,2019-03-14,숭실대학교 산학협력단,한영수,석성균,서울특별시 서초구 방배로19길21-0 (방배동),,88.974,통신 정비장비(스펙트럼 분석기) 구매,4284부대
밀리토피아 골프연습장 운영에 관한 연구 용역,드론작전사령부,,90.745,2024-06-01,(주)시큐에이스,박종석,한선여,"서울특별시 금천구 가산디지털1로119-0 (가산동, SK트윈테크타워, a동 10층 6호)",86557400.0,89.093,소형전술차량 시설사업 선행연구,합동참모본부
군용차량 배출가스 환경영향 및 기준 검토 연구용역,육군교육사령부,180032242.0,89.97,2022-09-07,대길상사,윤지성,이선영,충청남도 청양군 정산면 칠갑산로1898-0,,83.998,군 환경시설 관리 효율화 방안 정책연구용역,제20전투비행단
24년 전투실험발전 연구 용역(2),국군재정관리단,,,,에스텍아이앤씨 주식회사,조화순,박지훈,"경기도 하남시 미사대로550, 4층 43호(덕풍동, 현대지식산업센터 한강미사)",0.0,89.09,35사단 동원훈련장 생활관 시설사업 선행연구 용역,국군재정관리단
(217044-B) 21년 의무장비(요분석기) 구매,제7군단,,90.241,2021-09-29,주식회사 쿤스트에프케이,오상석,이경미,경상남도 진주시 동진로420 (충무공동),0.0,99.146,항-17-018 자동연역분석기 시약 등 37종,국군재정관리단
군내성폭력피해자지원 및 보호를 위한 제도보완연구,제3130부대,,,,엠지산업,윤동열,김영원,서울특별시 동작구 흑석로84 (흑석동),,,국방 정신전력교육지도사 자격신설 연구용역,합동참모본부
대함유도탄 방어유도탄 양산사업 비용분석,국방시설본부,,99.798,,사단법인 고등국방정책연구소,김민구,김진송,"서울특별시 마포구 서강로136-0 (노고산동, 아이비타워) 5층",2550591.0,88.854,의무후송전용헬기 시설사업기본계획 연구용역,중앙행정기관
연구소 기술용역 재료비 초자 구매,공군83정보통신정비창,54484742.0,,2019-01-03,와이파이컴퍼니,이정화,장현정,부산광역시 사하구 장평로 245(),7964957.0,89.433,2017년 의무장비 요분석기 구매,제1363부대
소요결정 권한 소요군 위임시 획득절차 연구,제9691부대,592945496.0,90.34,,바다메디칼,이인형,고미희,대전광역시 유성구 유성대로1184번길 29(신성동),24011648.0,89.015,과학화경계시스템사업의 기종결정 평가방안 연구,국군수도병원
