입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
SCF0255,1,팥빙수(빙과류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,1747,1730,36262727,2024-03-20,10:30:00,개찰완료,1539,88.063,2024-03-20,거제축산물급식센터 주식회사,이정미,윤은영,351-88-02812,경상남도 거제시 수양로210 (양정동)
SCF0256,1,찹쌀떡 아이스크림,물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,1041,1039,31510909,2024-03-20,10:30:00,개찰완료,916,88.003,2024-03-20,주식회사 푸드앤하우스,김형석,김형석,398-88-01020,경상남도 양산시 평산회야로9-2(평산동)
SCF0258,1,떠먹는 발효유(발효유류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,546,549,36145455,2024-03-20,10:30:00,개찰완료,481,88,2024-03-20,지지그린 주식회사,이석환,이석환,426-81-02698,경상남도 함안군 군북면 삼봉로52-1
SCF0260,1,마시는 발효유(발효유류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,1049,1049,34920909,2024-03-20,10:30:00,개찰완료,924,88.035,2024-03-20,태양이엔지 주식회사,박준희,김진희,615-81-68228,경상남도 밀양시 중앙로 129()
SCF0262,1,짜먹는 발효유(발효유류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,345,343,22845455,2024-03-20,10:30:00,개찰완료,304,88.078,2024-03-20,행복유통,이윤영,강문정,822-01-01522,경상남도 창원시 진해구 태평로48번길2-0 (태평동)1층
SCF0263,1,떠먹는 토핑형 발효유(발효유류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,1060,1059,35247273,2024-03-20,10:30:00,개찰완료,933,88.025,2024-03-20,진해식자재마트,박종열,황의례,665-12-01338,경상남도 창원시 진해구 조천북로76-0 (경화동)
SCF0264,1,과일푸딩(캔디류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,547,549,21840000,2024-03-20,10:30:00,개찰완료,482,88.049,2024-03-20,태산,김소영,김소영,628-24-01759,경상남도 양산시 덕계로80-0 (덕계동)
SCF0265,1,워터젤리(과채음료  혼합음료  캔디류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,861,863,34320000,2024-03-20,10:30:00,개찰완료,758,88.055,2024-03-20,로아푸드,강이경,강이경,704-44-00988,"경상남도 창원시 진해구 용원중로25번길6-19 (용원동), 101호"
SCF0266,2,초콜릿(초콜릿 가공품류),물품,단가계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,628,627,24960000,2024-03-20,10:30:00,개찰완료,553,88.064,2024-03-20,주식회사 푸드앤하우스,김형석,김형석,398-88-01020,경상남도 양산시 평산회야로9-2(평산동)
SCF0257,1,(긴급)스위치 유닛 전력전달용 등 10종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,96347478,96078000,90906364,2024-03-20,10:30:00,개찰완료,90313320,93.737,2024-03-20,일용상사,권윤주,권윤주,215-42-01090,경상남도 창원시 의창구 북면 동곡로35-0 (창원무동휴먼빌아파트(2단지)) 205-804
SFG0039,1,24-K-이동식 화장실 임차 용역,용역,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.745,76862586,77518000,71909091,2024-03-20,10:30:00,개찰완료,69199990,90.03,2024-03-20,고은상사,김진웅,김진웅,127-28-70993,경기도 동두천시 평화로2349번길8-9 (생연동)
SFN0024,1,24-Y-부대조달부식(면류  빵류  식육  어육) 구매납품,물품,총액계약,일반경쟁,적격심사제,Y,연평부대,ZD00160,연평부대,ZD00160,82.995,480006494,476212740,441579091,2024-03-20,10:30:00,개찰완료,398386950,82.996,2024-03-20,(주)해도식품,이종순,이기창,417-81-38270,전라남도 여수시 국동남8길10(국동)
UAC0008,1,인쇄재료 80종 수시 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방출판지원단,ZD00908,국방출판지원단,ZD00908,87.995,44850386,44335000,41127127,2024-03-20,11:00:00,개찰완료,39479074,88.023,2024-03-20,모아상사,최중강,최중강,309-18-61646,인천광역시 미추홀구 인하로129(용현동)
UMM0207,1,24-M-교육훈련장 예초용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,79542798,78700000,72979545,2024-03-20,11:00:00,개찰완료,69999880,88.002,2024-03-20,어울림 조경,진영권,진영권,663-16-00253,"경기도 화성시 비봉면 양노로74, 104호"
UMM0227,1,(24F041-A) 식자재 민간위탁 배송용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,643756952,647605720,620001236,2024-03-20,11:00:00,개찰완료,624939520,97.076,2024-03-25,동원로엑스 주식회사,박성순,전현주,120-87-62427,서울특별시 서초구 마방로68-0 (양재동) 동원산업빌딩
UMM0210,1,24-N-구명구  조끼형(MK-15W)구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,63125547,63080000,58500000,2024-03-20,11:00:00,개찰완료,55557200,88.01,2024-03-20,주식회사 에프엔서플라이,박재성,조진환,846-81-02102,"경기도 고양시 덕양구 꽃내음1길94 (향동동), 상가1층"
UMM0218,1,(24F055-A) 일반폐기물 처리 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,80.495,414738512,414814400,395696364,2024-03-20,11:00:00,개찰완료,335006000,80.775,2024-03-20,이도에코오산 주식회사,박성진,장필요,124-87-14169,경기도 오산시 황새로149번길55-0 (누읍동)
UMM0204,1,24-N-트랙터형 제초기 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,256800930,254900000,236363618,2024-03-20,11:00:00,개찰완료,214087670,83.367,2024-03-20,대호컴퍼니,김예슬,김예슬,685-03-01723,"인천광역시 계양구 작전시장로19번길6-2, 302호"
UMM0225,1,24-D-SALS-K 탄약 수송용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,77.995,1450833483,1470600000,1363647573,2024-03-20,11:00:00,개찰완료,1198539000,82.61,2024-03-20,대신로지스틱스 주식회사,양임석,백성열,206-81-74680,"서울특별시 송파구 오금로46길5-0 (가락동, 보성빌딩) 3층"
UMM0203,1,24-N-선박강습사다리용 세트 등 2종 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,564985812,560520000,519760000,2024-03-20,11:00:00,개찰완료,468918225,82.996,2024-03-20,주식회사진도아이비에스,강상호,이소영,548-88-00586,강원특별자치도 춘천시 퇴계공단1길51-0 (퇴계동) 1층
UMM0209,1,24-N-해군 체력단련장 비료 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,147201399,146390000,154120482,2024-03-20,11:00:00,개찰완료,129535450,87.998,2024-03-20,엔씨솔루션,이상석,이상석,414-02-64717,"경기도 광명시 오리로651번길8, 1621호(하안동)"
UMM0212,1,24-F-시험세트 응답기 세트용 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,294362718,293510000,272165409,2024-03-20,11:00:00,개찰완료,267674000,90.933,2024-03-20,주식회사 알앤엠텍,김상식,이동주,654-88-00940,"서울특별시 영등포구 여의대방로67길22, 602호(여의도동, 태양빌딩)"
UMM0231,1,(247024-E) 방사선장비운영소모품 14품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,211199594,210292050,194998091,2024-03-20,11:00:00,개찰완료,185847740,87.996,2024-03-20,스토리,이지연,이지연,291-15-01666,대전광역시 유성구 봉명로16 (원신흥동)1109동 1505호
UMM0234,1,(246081-C) 하계 대테러복 등 6종 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,272097036,272732519,252897427,2024-03-20,11:00:00,개찰완료,239487000,88.015,2024-03-20,동선,김현태,김민정,204-07-24369,경기도 남양주시 화도읍 비룡로379번길19-11
UMM0232,1,(247062-E) 수술재료(6) 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,152506465,152104800,142000000,2024-03-20,11:00:00,개찰완료,134198520,87.995,2024-03-20,지엔씨홀딩스,김미자,김미자,680-55-00747,"인천광역시 미추홀구 인하로299번길14, 가동 501호(주안동, 아주아파트)"
UMM0202,1,24-D-체력단련장 경기도우미 피복 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,125885269,125350000,119901818,2024-03-20,11:00:00,개찰완료,110865800,88.068,2024-03-20,섬진실업,조용만,조용만,130-34-78032,"경기도 부천시 원미구 옥산로162번길56, 지층(도당동)"
UMM0233,1,24-N-영구보존기록물 DB 구축,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,402439188,402140000,372896364,2024-03-20,11:00:00,개찰완료,344916600,85.706,2024-03-20,(주)데이터클립,송귀섭,박승진,105-87-62087,"서울특별시 금천구 가산디지털1로145,12층 1207호(에이스하이엔드타워3차)"
EBB0006,1,시동기,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,207457277,208158000,0,2024-03-21,11:00:00,개찰완료,183000000,88.21,2024-03-21,주식회사 동성전기,김상완,박효진,622-81-06986,경상남도 김해시 진영읍 서부로123번길 18()
HDP0005,1,공군 제19전투비행단 병사식당 급식 민간위탁 운영,용역,총액계약,협상에의한계약(서류),협상,N,공군제19전투비행단,ZD00189,공군제19전투비행단,ZD00189,,43803745000,,39821586364,2024-03-21,11:00:00,개찰완료,43803745000,100,2024-03-25,주식회사 동원홈푸드,정문목,이권민,312-81-25280,"서울특별시 서초구 마방로68(양재동, 동원산업빌딩)"
HDQ0004,1,공군 제20전투비행단 병사식당 민간위탁 용역,용역,총액계약,협상에의한계약(서류),협상,N,제20전투비행단,ZD00161,제20전투비행단,ZD00161,,42705000000,,38822727273,2024-03-21,11:00:00,개찰완료,42705000000,100,2024-03-22,(주)아워홈,구미현,변승재,107-81-76324,서울특별시 강서구 마곡중앙10로91(마곡동)
LBA0029,1,‘24년 부대조달 후식(음료 10품목) 구매,물품,총액계약,일반경쟁,적격심사제,Y,제2167부대,ZD00053,제2167부대,ZD00053,82.995,2419075631,2396134636,2178304215,2024-03-21,10:30:00,개찰완료,2008125200,83.012,2024-03-21,주식회사 신라명과,박창훈,강윤구,123-81-12055,경기도 안양시 만안구 덕천로72번길30 (안양동)
LCF0023,1,화물결박용 밴드 1항목 구매(물자),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,19495201,19550000,26939273,2024-03-21,11:00:00,개찰완료,17154836,87.995,2024-03-21,마켓에서 (from MARKET),김민기,김민기,242-27-01110,"제주특별자치도 제주시 애월읍 항몽로36, 201호(가온 2차)"
LDH0328,1,(항공) UH-60 오링 등 4종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,23064164,22959000,21290000,2024-03-21,13:00:00,개찰완료,22081950,95.741,2024-03-21,오큐솔루션,박혜준,정진권,812-67-00328,"서울특별시 금천구 가산디지털2로98, 1동 11층 1102,1103호(가산동, IT캐슬)"
LGI0028,1,갈릭크로와상 등 49종,물품,단가계약,제한경쟁,적격심사제,Y,제3130부대,ZD01109,제3130부대,ZD01109,82.995,792834,794618,909870864,2024-03-21,10:30:00,개찰완료,658057,83,2024-03-21,주식회사 멀티열린세상,주영철,주영철,161-81-00018,"경기도 광명시 광명로786번길4 (광명동),301호"
LGI0029,1,통치즈돈가스 등 11종,물품,단가계약,제한경쟁,적격심사제,Y,제3130부대,ZD01109,제3130부대,ZD01109,82.995,224032,223957,350487400,2024-03-21,10:30:00,개찰완료,185940,82.996,2024-03-21,주식회사 그린아이에스,박옥경,문신혜,606-88-00354,"대구광역시 동구 안심로16길47, 6층 609호(율하동, 율하동 타임스퀘어)"
LKS0029,1,무공훈장 찾아주기 사업 홍보영상 및 음원제작 용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,육군인사사령부,ZD00788,육군인사사령부,ZD00788,0,39102909,39215686,36363636,2024-03-21,15:00:00,개찰완료,32900000,84.136,2024-03-21,주식회사 명인터미디어,명순석,명순석,748-88-02622,서울특별시 마포구 모래내로3길11-0 (성산동) 상암미르웰한올림 211호
LMU0016,1,탄산음료,물품,단가계약,일반경쟁,적격심사제,Y,6112부대,ZD01187,6112부대,ZD01187,82.995,3557,3553,957430182,2024-03-21,11:00:00,개찰완료,2953,82.999,2024-03-21,주식회사 다다,강은숙,윤다슬,464-81-00988,"경기도 고양시 덕양구 통일로140-0 (동산동), 삼송테크노밸리 B동 231호"
SCF0270,1,00함 윤활유 엔진용 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,156483694,157000000,145650909,2024-03-21,10:30:00,개찰완료,138290299,88.373,2024-03-21,센텀루브 주식회사,오기상,오기상,398-88-01388,"부산광역시 해운대구 센텀동로9(우동, 트럼프월드센텀) 씨동, 1402호"
SCF0268,1,합판 항공기용 평면패널용 3EA 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,32779965,33000000,30600000,2024-03-21,10:30:00,개찰완료,31925940,97.394,2024-03-21,주식회사턴온전자,송수복,팽정선,602-81-56949,경상남도 김해시 진례면 테크노밸리길161-43
SCF0267,1,전화교환대군 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,14934816,15000000,14542215,2024-03-21,10:30:00,개찰완료,14700000,98.427,2024-03-21,동진상사,윤영현,윤영현,221-06-97424,"경기도 평택시 평택5로34번길48, 402호(합정동)"
SCF0269,1,오-링 등 30종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,189943673,190000000,176562273,2024-03-21,10:30:00,개찰완료,167238000,88.046,2024-03-21,조강테크,조재만,조재만,737-10-00061,부산광역시 사상구 가야대로196번길63 1층 (학장동)
SFG0037,1,복사용지 및 제빙기 필터 세트 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,27906097,27717600,25701818,2024-03-21,10:30:00,개찰완료,24556199,87.995,2024-03-21,탑플러스 유통,김춘미,김춘미,307-53-00284,"경기도 의정부시 녹양로18번길19-11 , 1층1호(가능동)"
UMM0082,2,(24F052-A) 자동화창고 유지관리 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,169667831,168674500,156407273,2024-03-21,11:00:00,개찰완료,153363200,90.39,2024-03-21,주식회사 이엠피,윤종성,윤종성,609-86-11763,경상남도 창원시 의창구 동읍 자여로115번길17-0
UMM0143,1,24-F-리프트  자동차용(4주식)구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,125656517,125710000,116573400,2024-03-21,11:00:00,개찰완료,110572600,87.995,2024-03-21,그레이브즈,김명건,김명건,251-32-01476,"인천광역시 연수구 원인재로14-0 (동춘동, 무지개마을) 111동 1층 103호"
UMM0226,1,24-N-펌프  공수식 12EA 구매(248009-F),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,311094234,308820000,286363636,2024-03-21,11:00:00,개찰완료,258229800,83.006,2024-03-21,삼일앨엔에스,손용익,손용익,602-18-64668,"경기도 안양시 동안구 관악대로249번길11, 2층 201호 (비산동)"
EBB0008,1,호스류,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,105171473,104886000,0,2024-03-22,11:00:00,개찰완료,92635300,88.08,2024-03-22,원일종합상사,김종화,김종화,605-44-63236,부산광역시 사상구 사상로51-0 (주례동)
EBB0009,1,탐지기  감지기류,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,69252948,68930000,0,2024-03-22,11:00:00,개찰완료,60952700,88.014,2024-03-22,진해공업,김재원,김재원,608-14-66967,경상남도 김해시 한림면 김해대로916번길54-42
LCN0009,1,생도식당 민간위탁급식 용역,용역,총액계약,협상에의한계약(전자),협상,N,육군사관학교,1290305,육군사관학교,1290305,,12720000000,,11563636364,2024-03-22,10:00:00,개찰완료,12720000000,100,2024-04-10,삼성웰스토리 주식회사,정해린,김재겸,104-86-51732,경기도 성남시 분당구 구미로8-0 (구미동)
LDH0335,1,(정비) 방한장갑 등 10종구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,13616752,13727000,12729045,2024-03-22,13:00:00,개찰완료,12027000,88.325,2024-03-22,주식회사 구정,최정혜,최정혜,226-81-37092,강원특별자치도 강릉시 구정면 모산로169번길 141()
LDH0337,1,통신 트랜지스터 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,7079683,7057000,6544182,2024-03-22,13:00:00,개찰완료,6810000,96.19,2024-03-22,모아컴,이상주,이상주,217-15-72222,서울특별시 송파구 양산로12 (거여동) 세신거여훼미리타운 303호
MDG0079,1,24년 의무장비(청력계 자동식 병원용) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,40408201,40180000,37272727,2024-03-22,11:00:00,개찰완료,39778200,98.44,2024-03-22,피엔케이메디칼 주식회사,김민균,김민균,654-86-02264,"경기도 군포시 산본로323번길7-0, 401호 (산본동, 금성프라자빌딩)"
MDG0083,1,24년 의무장비(세균배양기 일반용) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,4050468,4053280,3760000,2024-03-22,11:00:00,개찰완료,4040000,99.741,2024-03-22,동명상사,김명희,김명희,123-25-65274,"경기도 군포시 금정로11, 203호(금정동)"
MDG0084,1,24년 의무장비(미생물검사기 자동식) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,3212217,3234000,3000000,2024-03-22,11:00:00,개찰완료,2828314,88.048,2024-03-22,씨에이치에이,오재숙,오재숙,598-20-00408,경기도 김포시 고촌읍 장차로13-0
MDG0085,1,24년 의무장비(냉찜질기) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,684510,686000,636364,2024-03-22,11:00:00,개찰완료,679000,99.195,2024-03-22,주식회사 칼라투,김보민,김보민,222-81-35447,"경기도 고양시 덕양구 중앙로558번길16-16, 308-A호(행신동, 능곡종합프라자)"
MDG0086,1,24년 의무장비(소독물품 포장기) 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,12014760,12000000,10909091,2024-03-22,11:00:00,개찰완료,10572490,87.995,2024-03-22,주식회사 복은,김령은,김령은,616-86-28355,"경상남도 창원시 진해구 용원북로17번길15-0 (용원동, 가온빌 101호)"
MDG0087,1,24년 의무장비(파라핀수욕조) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,34031976,34500000,31363636,2024-03-22,11:00:00,개찰완료,30048930,88.296,2024-03-22,킴스헬스케어,박향미,박향미,123-33-82910,"경기도 군포시 번영로497-0 (산본동, 금화프라자) 502호"
MDJ0011,1,의무장비(청력검사실/이비인후과),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,14311427,14215680,13181818,2024-03-22,10:30:00,개찰완료,12594680,88.004,2024-03-22,서연컴퍼니주식회사,김세연,김세연,290-88-01482,"경기도 김포시 봉화로13,  530호 (사우동)"
MDJ0010,1,의무장비(청력검사실/검진센터),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,7648715,7647050,7090909,2024-03-22,10:30:00,개찰완료,6731558,88.009,2024-03-22,창성,박은미,박은미,282-51-00977,"강원특별자치도 원주시 세계로5, YD프라자 {203-02호}(반곡동)"
UMM0241,1,24-F-오폐수처리시설 관리용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,295051584,295420000,273935518,2024-03-22,11:00:00,개찰완료,252699700,85.645,2024-03-22,주흥환경 주식회사,이길재,정미나,135-81-29393,"경기도 수원시 영통구 신원로304 (원천동) 3동 5층 5-505, 506호"
UMM0224,1,24-D-인쇄용지 5종 연간 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1321166993,1319290000,1223349091,2024-03-22,11:00:00,개찰완료,1097073918,83.038,2024-03-22,매쉬미디어(주),김문선,전예슬,128-86-73106,서울특별시 마포구 양화로183-0 (동교동) 효성홍익인간오피스텔 14층 1412호
UMM0230,1,24-F-5갱모어 등 6종 구매(249054-F),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,644396964,645540000,598600000,2024-03-22,11:00:00,개찰완료,550000000,85.351,2024-03-22,보라통상 주식회사,박유용,이인복,119-81-02844,"경기도 용인시 기흥구 흥덕중앙로 120, 유-타워 3013호(영덕동)"
UMM0235,1,24-F-왕복식 압축기 유니트 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,274224040,275000000,285115455,2024-03-22,11:00:00,개찰완료,227638271,83.011,2024-03-22,주식회사 경기방재,최대현,유현진,127-81-68793,경기도 의정부시 의정로110번길 15()
UMM0220,1,24-F-동정압 교정장치 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,70872212,71170000,66000000,2024-03-22,11:00:00,개찰완료,62367623,88,2024-03-22,도담,김은숙,김은숙,142-34-00857,"경기도 남양주시 다산지금로146번길67, 7405동 804호 (다산동, 다산 반도유보라 메이플타운 2.0)"
EHF0002,1,니켈-수소전지  충전용(BB-96K),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,213740468,212875000,0,2024-03-25,11:00:00,개찰완료,188180000,88.041,2024-03-25,주식회사 엘사이드,김한샘,김용철,490-87-02497,"경기도 성남시 분당구 판교로700, 제디동 206호(야탑동, 분당테크노파크)"
HDQ0023,1,20비 24-62 싱크대 세트,물품,총액계약,일반경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,219052970,218012000,202156364,2024-03-25,10:30:00,개찰완료,192760000,87.996,2024-03-25,협진,서소영,서소영,137-16-47991,경기도 김포시 대곶면 학의동로34번길97-41
HDQ0024,1,24-공동외곽지역 제초용역,용역,총액계약,일반경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,338518033,337827630,317297273,2024-03-25,11:00:00,개찰완료,297890030,87.998,2024-03-25,주식회사태우조경,황연숙,황연숙,873-86-00509,"강원특별자치도 춘천시 소양강로10, 비엔아이 지식산업센터 523호(후평동)"
HDQ0025,1,20비 24-통합간부식당 식자재(축산품),물품,총액계약,일반경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,82.995,192435344,191875000,231284273,2024-03-25,11:00:00,개찰완료,159966000,83.127,2024-03-25,주식회사 프라임푸드시스템,허두임,허두임,874-86-00268,경상남도 창원시 진해구 안골로285번길12-1 (안골동)
LKP0064,1,액화석유가스,물품,단가계약,일반경쟁,적격심사제,Y,제6335부대,Z006123,제6335부대,Z006123,82.995,1680,1682,1547091573,2024-03-25,11:00:00,개찰완료,1414,84.121,2024-03-25,(주)금성가스,김태훈,김지한,411-81-02492,전라남도 목포시 삼학로162(산정동)
LKP0065,1,액화석유가스,물품,단가계약,일반경쟁,적격심사제,Y,제6335부대,Z006123,제6335부대,Z006123,82.995,1614,1636,1054861875,2024-03-25,11:00:00,개찰완료,1361,84.301,2024-03-25,유한회사 전주에너지,임성훈,최덕곤,402-81-50286,전북특별자치도 전주시 덕진구 신복로96-0 (팔복동1가)
MDD0049,1,2024년 수도병원 에너지 진단 용역 계약,용역,총액계약,제한경쟁,적격심사제,Y,국군수도병원,ZD00236,국군수도병원,ZD00236,87.745,34125027,34169669,31697282,2024-03-25,11:00:00,개찰완료,29946000,87.753,2024-03-25,(주)엔자인,류정일,최종수,129-86-53568,"경기도 안양시 동안구 엘에스로116번길118 (호계동) 안양2차 SK V1 center 601,602호"
MDS0004,1,전반기 작전장비 정비용 부품(자재) 구매,물품,총액계약,제한경쟁,적격심사제,Y,제3707부대,1290494,제3707부대,1290494,87.995,29676740,29753019,27589164,2024-03-25,11:30:00,개찰완료,26151100,88.119,2024-03-25,주식회사 에코비투,하영임,현영철,110-86-05795,"경기도 고양시 덕양구 삼원로73, 721호(원흥동, 원흥한일윈스타)"
MHD0018,2,2024년 국제표준 및 규격(DoD 등 4개) 구독,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청(운영지원과),1690000,방위사업청(운영지원과),1690000,87.995,141934449,140800000,150000000,2024-03-25,10:30:00,개찰완료,129000000,90.887,2024-03-25,주식회사 코이스,주찬홍,주찬홍,123-81-53449,"경기도 안양시 동안구 흥안대로415-0 (평촌동, 두산벤처다임) 605호"
SFC0023,1,24-해병-AI면접체계 사업,용역,총액계약,2단계경쟁(동시),최저가격제,N,제9691부대,ZD00152,제9691부대,ZD00152,0,37035583,36720000,33381818,2024-03-25,10:30:00,개찰완료,33782400,91.216,2024-04-11,(주)무하유,신동호,강진호,206-86-55577,"서울특별시 성동구 성수일로8길5, 에이동 201호, 202호, 203호(성수동2가, 에스케이브이1타워)"
UMM0245,1,24-N-청력보호헤드셋 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,73686135,73890000,68523636,2024-03-25,11:00:00,개찰완료,64840441,87.995,2024-03-25,제이엔비,서정록,서정록,722-26-00809,광주광역시 광산구 풍영로330번길15-0 (장덕동) 803동 306호
UMM0244,1,24-N-기기급수공급펌프  제조(248068-F),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,173743153,172000000,170909091,2024-03-25,11:00:00,개찰완료,152888000,87.996,2024-03-25,주식회사 주호산업,이남,이흥곤,799-88-00165,경기도 김포시 대곶면 대곶북로305번길42-56
