입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
LCF0474,1,잭 유압식  수동식 등 62항목 구매(물자),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,245428261,249598000,0,2016-06-02,14:30:00,개찰완료,207905100,84.711,2016-06-02,(주)서광오토테크,신창재,신창재,122-81-67426,경기도 고양시 일산서구 송산로515번길52-0 (덕이동)
LCF0476,1,임펙에어렌치 등 16항목 구매(물자),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,141147471,144320000,0,2016-06-02,14:30:00,개찰완료,124266740,88.04,2016-06-02,서아유통,강민규,강민규,379-08-00111,경상북도 칠곡군 석적읍 서중리5길66-6 (중리금호어울림)
LCF0517,1,무전기세트 램프 등 18항목 구매(물품),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,40882577,41614000,0,2016-06-03,14:30:00,개찰완료,36040870,88.157,2016-06-03,주식회사 월드티엔에스,안일민,안일민,604-88-00208,경상북도 구미시 산동면 첨단기업로185-48
UMM0347,1,창고형 컨테이너(159동) 제조설치,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,620779186,631081000,0,2016-06-09,11:00:00,개찰완료,546356360,88.011,2016-06-09,유한회사 은광기업,고영남,남선미,411-81-74429,전라북도 정읍시 3산단3길95-0 (북면)
UMM0331,1,교육장비(전기자동자시스템) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,60454509,61500000,0,2016-06-08,11:00:00,개찰완료,53827000,89.037,2016-06-08,주)삼성공조시스템,정순오,김인해,410-86-23242,광주광역시 서구 상무대로956번길25-0 (쌍촌동)
UMM0332,1,교육장비(사이버모의훈련시스템) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,117411116,119460000,0,2016-06-08,11:00:00,개찰완료,103516400,88.165,2016-06-08,주식회사 아워스,송치선,송치선,305-81-49402,"대전광역시 서구 도산로485, 3층 (탄방동)"
UMM0333,1,속도측정기 등 4종 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,97152527,98841000,0,2016-06-09,11:00:00,개찰완료,85659950,88.17,2016-06-09,주식회사 미듬산업,고재군,윤성환,264-81-20889,"서울특별시 서초구 효령로74길36-0, 2층(서초동)"
UMM0349,1,16년 상륙작전 탑재모델 성능개선 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,69566197,70647000,0,2016-06-08,11:00:00,개찰완료,67600000,97.173,2016-06-08,앰비언트,조환명,이재원,135-26-84757,경기도 수원시 팔달구 중부대로110-0 (인계동) 한라시그마팰리스 101-808
SDQ0021,1,전지액 등 9종,물품,총액계약,제한경쟁,최저가격제,N,해군제2수리창,ZD00986,해군제2수리창,ZD00986,0,8638303,8710000,0,2016-06-07,13:30:00,개찰완료,7435100,86.071,2016-06-07,경기종합상사,이선자,최금홍,815-21-00159,경기도 평택시 포승읍 호암1길13-4
LHP0014,1,간성아파트 건립 합성수지제창 제조납품,물품,총액계약,일반경쟁,적격심사제,Y,제5861부대,ZD00300,제5861부대,ZD00300,87.995,229527148,230350000,0,2016-06-08,11:00:00,개찰완료,202087790,88.045,2016-06-08,서림건설(주),최규정,신은미,214-87-02928,"경기도 용인시 처인구 양지면 남평로80, 3층"
LDH0346,1,생산단 궤도펴기 기계 외주정비 용역,용역,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.745,,69378000,0,2016-06-13,11:30:00,유찰,,,,,,,,
LDH0346,2,생산단 궤도펴기 기계 외주정비 용역,용역,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.745,68578853,69378000,0,2016-06-21,11:30:00,개찰완료,60970000,88.904,2016-06-21,대명 ENG,이갑용,이갑용,603-01-87894,"부산광역시 강서구 녹산산업중로100-0 (송정동), A동"
UMM0365,1,16-강-육-22 00부대 관사 조명기구 제조,물품,총액계약,지명경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,70924632,72240000,0,2016-06-13,11:00:00,개찰완료,63104820,88.974,2016-06-13,(사)한국장애인이워크협회일자리사업장,조무호,김민철,104-82-09629,"서울특별시 금천구 가산디지털2로114-0 (가산동, 한국전자협동아파트형공장)"
UMM0366,1,16-강-육-22 00부대 관사 씽크대 제조 설치,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,97800001,97440000,0,2016-06-13,11:00:00,개찰완료,86272000,88.212,2016-06-13,지에스산건 주식회사,문경민,용왕성,134-81-37978,경기도 안산시 단원구 별망로175-0 (성곡동) 1층
LHG0012,2,이동식화장실 제조설치(3동),물품,총액계약,일반경쟁,적격심사제,Y,제1862부대,ZD00002,제1862부대,ZD00002,87.995,111760712,110679610,0,2016-06-10,11:00:00,개찰완료,98756000,88.363,2016-06-13,주식회사 지성그린텍,김진곤,김진곤,606-86-62583,경기도 포천시 내촌면 금강로2634번길23
LCH0008,1,다목적 송풍기 등 10종 구매,물품,총액계약,제한경쟁,적격심사제,Y,특수전사령부,ZD00055,특수전사령부,ZD00055,87.995,65665056,66346340,0,2016-06-09,11:10:00,개찰완료,57808480,88.035,2016-06-09,디자인에스제이,권희영,권희영,127-43-90309,"경기도 의정부시 호동로36 (호원동), 2층"
LCH0003,2,특전여단 천마상 상징조형물 제작 / 설치,물품,총액계약,협상에의한계약(전자),협상,N,특수전사령부,ZD00055,특수전사령부,ZD00055,,65000000,,0,2016-06-21,11:00:00,개찰완료,63404000,97.544,2016-06-23,아리울조형연구소,강용면,강용면,401-90-14805,전라북도 군산시 옥산면 봉황길 30()
UAC0034,1,인쇄물(사철둥근양장)제작 구매,물품,총액계약,제한경쟁,최저가격제,N,국방출판지원단,ZD00908,국방출판지원단,ZD00908,0,3912510,3880000,0,2016-06-17,11:00:00,개찰완료,3300000,84.344,2016-06-17,인프린트,이동호,이동호,201-01-30782,서울특별시 중구 퇴계로180-15 (필동1가)
SCF0308,1,로타리 스위치 등 27종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,124604561,126800000,0,2016-06-17,10:30:00,개찰완료,111150800,89.202,2016-06-17,(주)승광,이재강,오예진,543-87-00129,경상남도 김해시 한림면 고모로782-28
SCF0309,2,실린더라이너 등 48종,물품,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0,118839748,121000000,0,2016-06-27,10:30:00,개찰완료,110753770,93.195,2016-06-27,국제안보상사,박용재,박용재,125-24-60642,경기도 평택시 호암1길13-4 (포승읍)
SCF0310,1,랜턴  전기식 등 2종,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,1233716516,1240000000,0,2016-06-17,10:30:00,개찰완료,1063000000,86.162,2016-06-17,주식회사 자니타스코리아,진희숙,진희숙,108-81-91615,"경기도 부천시 소사로862번길9, 2층,3층,4층 (원종동)"
HDK0017,1,소화수조(스테인레스 물탱크) 제조 구매,물품,총액계약,제한경쟁,적격심사제,Y,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,87.995,99222854,101200000,0,2016-06-15,13:30:00,개찰완료,87751000,88.438,2016-06-15,(주)흥록플랜트,조흥식,조호현,409-86-19826,광주광역시 북구 동운로52번길61-0 (동림동)
HDK0018,1,시설 예방유지 보수자재 구매,물품,총액계약,제한경쟁,최저가격제,N,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,0,111574136,113328260,0,2016-06-15,13:30:00,개찰완료,96319000,86.327,2016-06-15,대경전기,황준녕,황준녕,501-23-66222,대구광역시 중구 국채보상로143길71-0 (동인동3가)
HCL0060,1,항-16-031 환자대기용 장의자 등 21종,물품,총액계약,제한경쟁,적격심사제,Y,공군사관학교,7002962,공군사관학교,7002962,87.995,24539823,24768000,0,2016-06-15,10:30:00,개찰완료,22168800,90.338,2016-06-15,MK메디칼,조노희,조노희,382-01-00248,"충청북도 청주시 서원구 수곡로99번길32-2, 101호(수곡동)"
SDF0071,1,복사용지 등 297종,물품,총액계약,제한경쟁,최저가격제,N,제5738부대,ZD00158,제5738부대,ZD00158,0,12017256,12164000,0,2016-06-15,11:00:00,개찰완료,9123000,75.915,2016-06-15,포항케이피엘(KPL),김순선,김순선,506-09-81810,경상북도 포항시 북구 중앙로245번길 7()
LCF0483,1,오일실  허브용 등 24항목 구매(기장),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,13919320,0,2016-06-03,11:00:00,유찰,,,,,,,,
EHC0163,1,만두(군만두형),물품,단가계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,3208,3171,0,2016-06-08,13:00:00,개찰완료,2677,83.454,2016-06-08,주식회사 서원푸드,김설희,김설희,515-81-43776,경상북도 경산시 자인면 자인공단2로41-0
LCF0513,1,항공부속 쿠션 조종사 등받이용 1항목 제조,물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,1312000,0,2016-06-03,14:30:00,유찰,,,,,,,,
UMM0342,1,이동식 방호벽 등 4종 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,165814075,165860000,0,2016-06-03,11:00:00,개찰완료,146222670,88.184,2016-06-03,(주)중원엔지니어링,이연미,이주원,305-81-71393,충청남도 금산군 추부면 다복로600-7
LCF0686,1,스프링 판형 등 44항목 제조(총포),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,9952470,0,2016-06-22,11:00:00,유찰,,,,,,,,
LCF0486,1,변환기 동적 픽업용 등 5항목 구매(궤도),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,499453000,0,2016-06-03,11:00:00,유찰,,,,,,,,
LCF0486,2,변환기 동적 픽업용 등 5항목 구매(궤도),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,499453000,0,2016-06-28,11:00:00,순위확정,,,,,,,,
LCF0487,1,서보밸브 유압식 등 2항목 구매(궤도),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,1388943000,0,2016-06-03,11:00:00,유찰,,,,,,,,
LCF0487,2,서보밸브 유압식 등 2항목 구매(궤도),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,1388943000,0,2016-06-28,11:00:00,순위확정,,,,,,,,
LCF0489,2,핀조립체 등 937항목 구매(궤도),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,368229381,374299000,0,2016-06-03,11:00:00,개찰완료,336870000,91.483,2016-06-03,태창정밀,손태창,손태창,606-38-79744,경상남도 양산시 산막공단북5길46-41 (산막동)
LCF0491,1,차단기 상자 등 70항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,101424614,102816390,0,2016-06-03,11:00:00,개찰완료,89374400,88.119,2016-06-03,보고통상,곽현경,곽현경,633-07-00022,"부산광역시 사상구 대동로303-0 (감전동, 부산디지털밸리아파트형공장) B111호"
LCF0492,1,제동기 진동식 엔진용 등 46항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,170933154,173860000,0,2016-06-03,11:00:00,개찰완료,150555250,88.078,2016-06-03,주식회사 비케이,정승준,김상우,607-81-98885,경상남도 김해시 주촌면 골든루트로186-11
SCF0265,1,취사형  앞치마 원단 1종,물품,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0,16332493,16700000,0,2016-06-08,10:30:00,개찰완료,14643729,89.66,2016-06-08,주식회사 해피코리아,곽양근,황상원,610-86-14848,울산광역시 울주군 온양읍 화산발리로627-0
LCF0554,1,온도조정장치 등 11항목 구매(기장),물품,총액계약,일반경쟁,최저가격제,N,육군군수사령부,1290307,육군군수사령부,1290307,0,,8417740,0,2016-06-08,11:00:00,유찰,,,,,,,,
LCF0555,1,탱크  연료용 등 2항목 구매(기장),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,202630810,204754640,0,2016-06-08,11:00:00,개찰완료,179753800,88.71,2016-06-08,두영이엔시,전영빈,전영빈,123-11-87801,경기도 김포시 통진읍 고정1로101
SCF0266,1,회전식 연결관 파이프용 등 9종,물품,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0,28999309,29280000,0,2016-06-08,10:30:00,개찰완료,24970000,86.105,2016-06-08,보고통상,곽현경,곽현경,633-07-00022,"부산광역시 사상구 대동로303-0 (감전동, 부산디지털밸리아파트형공장) B111호"
LCF0559,1,창  차량용 등 2항목 구매(기장),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,62916560,0,2016-06-08,11:00:00,유찰,,,,,,,,
UMM0345,1,FRP 소화기함 제조,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1243920679,1263312000,0,2016-06-08,11:00:00,개찰완료,1077846667,86.649,2016-06-08,신흥산업,박경숙,김준재,610-21-79575,울산광역시 울주군 웅촌면 고연로 97-2()
UMM0334,1,탄약 정비용자재 76종 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,412325210,413743190,0,2016-06-08,11:00:00,개찰완료,342816611,83.142,2016-06-08,(유)목양,임정숙,채희연,314-81-26325,충청남도 논산시 연무읍 연무로 320()
SCF0267,1,동계 취사복 등 3종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,50729136,50730000,0,2016-06-08,10:30:00,개찰완료,44639600,87.995,2016-06-08,삽교공판장,김선미,김선미,311-02-66153,충청남도 예산군 삽교읍 삽교로 68()
UMM0336,1,16-본-육-03 씽크대 제조설치,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,93465299,94248000,0,2016-06-08,11:00:00,개찰완료,82270059,88.022,2016-06-08,주식회사 유퍼니,김정기,김정기,127-86-12751,경기도 포천시 호국로929번길71 (설운동)
UMM0339,1,16-본-육-03 알루미늄 창호 제조설치,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,158000087,160396470,0,2016-06-08,11:00:00,개찰완료,139064860,88.015,2016-06-08,보영산업주식회사,권상경,권상경,410-81-88070,광주광역시 서구 유덕로40번길 26(유촌동)
MCS0020,1,계란 등 615종 구매 납품,물품,총액계약,일반경쟁,적격심사제,Y,계룡대근무지원단,1290286,계룡대근무지원단,1290286,82.995,891196831,900340000,0,2016-06-08,10:30:00,개찰완료,745101000,83.606,2016-06-08,주식회사 에스피씨삼립,황종현,임동혁,133-81-22244,경기도 시흥시 공단1대로 101(정왕동)
UMM0338,1,16년 차세대 DEMIS 재활용장비 교체사업,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,449115151,455046900,0,2016-06-08,11:00:00,개찰완료,373184240,83.093,2016-06-08,(주)조은아이앤에스,정형수,황지혜,107-86-85473,"서울특별시 영등포구 선유로 70, 우리벤처타운2303호(문래동3가)"
LCG0065,1,16-4차 전산운영용품 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,32997745,33101240,0,2016-06-13,11:00:00,개찰완료,29063640,88.077,2016-06-13,인텍,이미숙,이미숙,130-39-35402,경기도 부천시 원미구 삼작로280번길21-19 (도당동)
LCG0067,1,탁상시계 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,17174921,17500000,0,2016-06-13,11:00:00,개찰완료,15121150,88.042,2016-06-13,현대기업,정연재,정연재,130-33-65020,"경기도 부천시 소사로639-0 (여월동, 여월휴먼시아)상가동201호"
LCH0007,1,전동지게차 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,특수전사령부,ZD00055,특수전사령부,ZD00055,87.995,60996412,61800000,0,2016-06-09,11:00:00,개찰완료,54232590,88.911,2016-06-09,삼성물류시스템,유흥식,유흥식,128-26-41522,경기도 고양시 일산서구 덕산로 109-22()
HDF0025,1,수송대대 타이어(12R22.5) 등 4품목(16-160),물품,총액계약,제한경쟁,최저가격제,N,공군 제8전투비행단,ZD00185,공군 제8전투비행단,ZD00185,0,26952451,27081350,0,2016-06-13,11:00:00,개찰완료,21930000,81.365,2016-06-13,가나안상사,서은숙,서은숙,224-10-36627,강원특별자치도 동해시 전천로273-15 (북평동) 103-1호
LCF0607,1,통신 정밀측정장비 1항목 구매(물자),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,7772000,0,2016-06-14,14:30:00,유찰,,,,,,,,
LDH0383,1,인서트팁등70종구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,43243716,44125000,0,2016-06-30,11:30:00,개찰완료,38531000,89.101,2016-06-30,주식회사 서진컨설팅,김서영,김서영,618-81-34654,"경상남도 창원시 마산회원구 삼호로263-0 , 3층(회성동)"
HCL0062,1,16년도 공군사관학교 생도 한민족 역사탐방 용역,용역,총액계약,협상에의한계약(서류),협상,N,공군사관학교,7002962,공군사관학교,7002962,,223471000,,0,2016-06-24,10:00:00,개찰완료,194532000,87.05,2016-06-24,(주)하나투어,송미선,,102-81-39440,서울특별시 종로구 인사동5길41-0 (공평동)
LGP0091,1,추어탕,물품,단가계약,일반경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,82.995,,5659,0,2016-06-16,11:00:00,유찰,,,,,,,,
LGP0091,2,추어탕,물품,단가계약,일반경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,82.995,5608,5659,0,2016-06-22,11:00:00,개찰완료,4674,83.336,2016-06-22,(주)그린,김진학,홍익표,122-81-19787,"인천광역시 연수구 아트센터대로149, 상가102동302호(송도동,커낼워크)"
LCP0015,2,경계용 CCTV 제조 설치납품,물품,총액계약,일반경쟁,적격심사제,Y,육군제8971부대,ZD00098,육군제8971부대,ZD00098,87.995,939805115,947533354,0,2016-06-16,13:00:00,개찰완료,827005217,87.997,2016-06-16,유에프엠시스템즈 주식회사,김교중,노소영,119-86-03630,"경기도 안양시 만안구 덕천로34, 701(안양동, 명지e스페이스)"
LMK0012,1,풋살경기장 4개소 신축 인조잔디 설치납품,물품,총액계약,일반경쟁,적격심사제,Y,제3007부대,ZD00363,제3007부대,ZD00363,87.745,215905577,216539805,0,2016-06-21,11:00:00,개찰완료,189546845,87.791,2016-06-22,주식회사 대종,선흥곤,김선희,606-81-58411,경상남도 김해시 주촌면 소망길13-13
LCF0493,1,문 출입용 일반용 등 125항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,134367000,0,2016-06-03,11:00:00,유찰,,,,,,,,
LCF0494,1,스위치 압력식 등 39항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,191585163,195020000,0,2016-06-03,11:00:00,개찰완료,168790000,88.101,2016-06-03,동남기업,하옥수,서영진,606-35-72153,부산광역시 사상구 장인로37번길 47-14()
LCF0496,1,발전기세트 디젤엔진식 등 138항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,212790000,0,2016-06-03,11:00:00,유찰,,,,,,,,
LCF0498,1,회로카드 조립체 등 63항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,185517876,189028000,0,2016-06-03,11:00:00,개찰완료,163712539,88.246,2016-06-03,주식회사 월드티엔에스,안일민,안일민,604-88-00208,경상북도 구미시 산동면 첨단기업로185-48
LCF0499,1,차폐 개스킷 전자식 등 68항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,168351692,170657000,0,2016-06-03,11:00:00,개찰완료,150140000,89.182,2016-06-03,제이엔씰테크,조선영,조선영,603-12-39840,부산광역시 사상구 모덕로27번길34-0 (삼락동)
LCF0500,1,부품키트 유압전달 장치용 등 80항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,113884094,115370000,0,2016-06-03,11:00:00,개찰완료,100715000,88.436,2016-06-03,관통피팅,최영진,최영진,603-03-55815,부산광역시 사상구 새벽시장로45번길42-0 (감전동)
LCF0501,1,허브 몸체용 등 54항목 제조(생산능력)(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,111430761,113077000,0,2016-06-03,11:00:00,개찰완료,97793000,87.761,2016-06-03,평화정밀,조현배,전혜원,608-40-62145,부산광역시 강서구 미음산단3로120-0 (미음동)
LCF0502,1,덮개조립체 등 112항목 제조(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,76609000,0,2016-06-03,11:00:00,유찰,,,,,,,,
LMS0035,1,정비재료(케이블타이 등 193종) 구매,물품,총액계약,제한경쟁,적격심사제,Y,제7789부대,ZD00074,제7789부대,ZD00074,87.995,148908071,149352000,0,2016-06-03,11:00:00,개찰완료,131101180,88.041,2016-06-03,에이스컨설팅,최지유,최지유,201-18-31697,"경기도 구리시 아차산로500번길  37, 1층 102호(교문동)"
UMM0321,1,전차 주간표적지 3종 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,149582539,151168600,0,2016-06-03,11:00:00,개찰완료,131712400,88.053,2016-06-03,주식회사 신스테이블,조순덕,홍성진,511-81-23609,"서울특별시 관악구 조원중앙로40, 3층(신림동)"
UMM0322,1,적사함 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,77533567,78400000,0,2016-06-03,11:00:00,개찰완료,68227830,87.997,2016-06-03,원프로,장정현,장정현,130-37-26234,경기도 고양시 일산동구 강촌로26번길15-9 (백석동)
HCR0006,1,15부품정비대대-시험세트(태칸) #44,물품,총액계약,제한경쟁,적격심사제,Y,공군제15특수임무비행단,ZD00174,공군제15특수임무비행단,ZD00174,87.995,153514573,155930500,0,2016-06-01,10:30:00,개찰완료,140000000,91.196,2016-06-01,주식회사 에이치투엘테크놀로지,이형화,고은미,109-86-45628,"서울특별시 강서구 양천로401 (가양동), B동 801호"
LCF0510,1,항공부속 와샤 평면형 등 57항목 구매,물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,389802892,394335000,0,2016-06-03,14:30:00,개찰완료,325100000,83.401,2016-06-03,창진ENG(주),김경익,강종현,621-81-68596,경상남도 양산시 상북면 석계산단3길59-0
LCF0503,1,셀조립체 광학기구용 등 1항목 제조(특수품목)(궤도),물품,총액계약,일반경쟁,최저가격제,N,육군군수사령부,1290307,육군군수사령부,1290307,0,,95337000,0,2016-06-03,11:00:00,유찰,,,,,,,,
LCF0503,2,셀조립체 광학기구용 등 1항목 제조(특수품목)(궤도),물품,총액계약,일반경쟁,최저가격제,N,육군군수사령부,1290307,육군군수사령부,1290307,0,,95337000,0,2016-06-09,11:00:00,유찰,,,,,,,,
SCF0268,1,스위치 누름식 등 12종,물품,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0,72215687,72700000,0,2016-06-08,10:30:00,개찰완료,69500000,96.239,2016-06-08,대한냉동,서원하,서원하,609-18-61115,경상남도 창원시 진해구 충장로 291()
MDR0039,1,아웃보드모터 40hp 1대 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9965부대,ZD00075,제9965부대,ZD00075,87.995,,7457281,0,2016-06-08,10:30:00,유찰,,,,,,,,
MDR0039,2,아웃보드모터 40hp 1대 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9965부대,ZD00075,제9965부대,ZD00075,87.995,,7457281,0,2016-06-14,10:30:00,유찰,,,,,,,,
UMM0340,1,00지역 등 3개지역 LAN 교체사업,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,689942631,698775000,0,2016-06-08,11:00:00,개찰완료,572632500,82.997,2016-06-08,주식회사 시스원,서일종,양은열,106-81-17749,서울특별시 강서구 마곡중앙14로26-0 (마곡동)
SCF0269,1,니들밸브 등 3종,물품,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0,,8130000,0,2016-06-08,10:30:00,유찰,,,,,,,,
SCF0269,2,니들밸브 등 3종,물품,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0,8177030,8130000,0,2016-06-15,10:30:00,개찰완료,7656000,93.628,2016-06-15,성광상사,성성문,성성문,608-02-77194,경상남도 창원시 마산합포구 산호동2길 19()
UMM0341,1,국방정보통신망 라우터 구매설치,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1432896573,1445430910,0,2016-06-08,11:00:00,개찰완료,1189844530,83.037,2016-06-08,주식회사 진두아이에스,손관헌,김재욱,105-86-47212,"서울특별시 금천구 가산디지털1로 2, 우림라이온스밸리2차 806호, 807호(가산동)"
UMM0342,1,K계열  전차 포술 모의훈련장비 구축사업,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1460641666,1470000000,0,2016-06-08,11:00:00,개찰완료,1310000000,89.686,2016-06-08,(주)심네트,차진섭,송지현,128-81-38443,대전광역시 유성구 죽동로157-0 (죽동)
UMM0343,1,침해대응시스템 성능개선 사업,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,95786335,98002870,0,2016-06-08,11:00:00,개찰완료,84497682,88.214,2016-06-08,주식회사코넥,오상석,김은지,613-81-14177,"경상남도 진주시 장대로 38, 현대빌딩 4층(장대동)"
MCS0070,1,가루비누(슈퍼타이 1kg) 구매,물품,총액계약,일반경쟁,최저가격제,N,계룡대근무지원단,1290286,계룡대근무지원단,1290286,0,4907871,4860000,0,2016-06-08,10:30:00,개찰완료,3150000,64.182,2016-06-08,오상종합상사,조재현,조재현,492-15-00348,경기도 안산시 단원구 선부로270-0 (와동) 5동 5306호
